model,condition,seed,unit,signal,turn,cusum,ph
llama-3.3-70b,switch,13,A1,H,10,0.3218768018835644,0.3218768018835645
llama-3.3-70b,switch,13,A1,H,11,2.1821738299270597,2.1821738299270597
llama-3.3-70b,switch,13,A1,H,12,0.9727626488048011,0.9727626488048011
llama-3.3-70b,switch,13,A1,H,13,2.889545046000115,2.889545046000115
llama-3.3-70b,switch,13,A1,H,14,1.6817580300210624,1.6817580300210628
llama-3.3-70b,switch,13,A1,H,15,3.0754317154844886,3.075431715484489
llama-3.3-70b,switch,13,A1,H,16,1.8668675328614732,1.8668675328614737
llama-3.3-70b,switch,13,A1,H,18,0.6557462838911772,0.6557462838911776
llama-3.3-70b,switch,13,A1,H,19,1.3336786244685463,1.3336786244685468
llama-3.3-70b,switch,13,A1,H,20,0.20955512091784523,0.20955512091784456
llama-3.3-70b,switch,13,A1,H,21,2.876823620794058,2.8768236207940583
llama-3.3-70b,switch,13,A1,H,23,1.6656809127255583,1.665680912725559
llama-3.3-70b,switch,13,A1,H,24,1.8224181851065056,1.822418185106506
llama-3.3-70b,switch,13,A1,H,25,0.6128746915953365,0.612874691595337
llama-3.3-70b,switch,13,A1,H,26,1.9168374904152259,1.9168374904152263
llama-3.3-70b,switch,13,A1,H,27,1.752105240277336,1.7521052402773367
llama-3.3-70b,switch,13,A2,H,8,1.3778356747801719,1.3778356747801719
llama-3.3-70b,switch,13,A2,H,9,0.20601230105378776,0.20601230105378776
llama-3.3-70b,switch,13,A2,H,10,0.5137660798453902,0.5137660798453901
llama-3.3-70b,switch,13,A2,H,11,0.171615782805993,0.171615782805993
llama-3.3-70b,switch,13,A2,H,12,1.093368202488381,1.093368202488381
llama-3.3-70b,switch,13,A2,H,13,0.1702683978226831,0.17026839782268333
llama-3.3-70b,switch,13,A2,H,14,1.0360645681091218,1.0360645681091218
llama-3.3-70b,switch,13,A2,H,15,0.1749791852373649,0.17497918523736455
llama-3.3-70b,switch,13,A2,H,16,0.5347178843566385,0.5347178843566385
llama-3.3-70b,switch,13,A2,H,17,0.17240386816895847,0.17240386816895814
llama-3.3-70b,switch,13,A2,H,18,0.34692878221533396,0.3469287822153344
llama-3.3-70b,switch,13,A2,H,19,0.0,0.0
llama-3.3-70b,switch,13,A2,H,20,0.1724822688179275,0.1724822688179266
llama-3.3-70b,switch,13,A2,H,21,1.4553388631676136,1.4553388631676136
llama-3.3-70b,switch,13,A2,H,22,1.3021680531034099,1.3021680531034097
llama-3.3-70b,switch,14,A1,H,8,0.60228585898939,0.60228585898939
llama-3.3-70b,switch,14,A1,H,9,0.23503663633276062,0.23503663633276073
llama-3.3-70b,switch,14,A1,H,10,0.0,0.0
llama-3.3-70b,switch,14,A1,H,11,0.2355879683023493,0.23558796830234918
llama-3.3-70b,switch,14,A1,H,12,0.4704569340899811,0.4704569340899809
llama-3.3-70b,switch,14,A1,H,13,0.06900931998257087,0.06900931998257098
llama-3.3-70b,switch,14,A1,H,14,0.23452750296307667,0.2345275029630769
llama-3.3-70b,switch,14,A1,H,16,0.4715066033016794,0.4715066033016795
llama-3.3-70b,switch,14,A1,H,17,0.13860957828726106,0.1386095782872614
llama-3.3-70b,switch,14,A1,H,18,0.23507866263236066,0.23507866263236066
llama-3.3-70b,switch,14,A1,H,19,0.5444077864790615,0.5444077864790611
llama-3.3-70b,switch,14,A1,H,20,0.23422675490021316,0.23422675490021305
llama-3.3-70b,switch,14,A1,H,21,0.5835553740729651,0.5835553740729651
llama-3.3-70b,switch,14,A1,H,22,0.23474292240995376,0.23474292240995354
llama-3.3-70b,switch,14,A1,H,23,0.0,0.0
llama-3.3-70b,switch,14,A1,H,24,0.23494902189988887,0.2349490218998893
llama-3.3-70b,switch,14,A1,H,25,0.1673472905375668,0.1673472905375677
llama-3.3-70b,switch,14,A1,H,26,0.4023948388917128,0.40239483889171357
llama-3.3-70b,switch,14,A1,H,27,0.44899213200734334,0.4489921320073442
llama-3.3-70b,switch,14,A1,H,28,0.6821891969871123,0.682189196987113
llama-3.3-70b,switch,14,A1,H,29,0.9188172484849733,0.9188172484849737
llama-3.3-70b,switch,14,A2,H,8,4.007649998881762,4.007649998881762
llama-3.3-70b,switch,14,A2,H,9,3.1251345873604452,3.1251345873604452
llama-3.3-70b,switch,14,A2,H,10,4.650220832794764,4.650220832794764
llama-3.3-70b,switch,14,A2,H,11,3.768416292314762,3.7684162923147615
llama-3.3-70b,switch,14,A2,H,12,3.465907353049041,3.4659073530490407
llama-3.3-70b,switch,14,A2,H,13,2.5825808010844415,2.582580801084441
llama-3.3-70b,switch,14,A2,H,14,2.970126235560678,2.970126235560678
llama-3.3-70b,switch,14,A2,H,15,2.087665084012222,2.0876650840122224
llama-3.3-70b,switch,14,A2,H,16,1.9040459954447284,1.9040459954447286
llama-3.3-70b,switch,14,A2,H,17,1.0231153936340716,1.0231153936340718
llama-3.3-70b,switch,14,A2,H,18,0.39461926698044514,0.39461926698044536
llama-3.3-70b,switch,14,A2,H,19,0.0,0.0
llama-3.3-70b,switch,14,A2,H,21,0.0,0.0
llama-3.3-70b,switch,14,A2,H,22,0.12626007038553966,0.12626007038553966
llama-3.3-70b,switch,14,A2,H,23,0.0,0.0
llama-3.3-70b,switch,14,A2,H,24,0.0,0.0
llama-3.3-70b,switch,14,A2,H,25,0.0,0.0
llama-3.3-70b,switch,14,A2,H,26,0.0,0.0
llama-3.3-70b,switch,14,A2,H,27,0.0,0.0
llama-3.3-70b,switch,14,A2,H,28,0.0,0.0
llama-3.3-70b,switch,14,A2,H,29,1.7357589743921862,1.7357589743921862
llama-3.3-70b,switch,15,A1,H,8,0.9349097748148076,0.9349097748148076
llama-3.3-70b,switch,15,A1,H,9,0.28024171485534,0.28024171485534
llama-3.3-70b,switch,15,A1,H,10,1.305407573715711,1.305407573715711
llama-3.3-70b,switch,15,A1,H,11,0.28054366435939737,0.2805436643593975
llama-3.3-70b,switch,15,A1,H,12,1.1124121468356907,1.1124121468356905
llama-3.3-70b,switch,15,A1,H,13,0.28033748491878485,0.2803374849187845
llama-3.3-70b,switch,15,A1,H,14,0.4927842500444096,0.4927842500444096
llama-3.3-70b,switch,15,A1,H,15,0.2796154537383524,0.2796154537383524
llama-3.3-70b,switch,15,A1,H,16,0.04562027308252692,0.04562027308252681
llama-3.3-70b,switch,15,A1,H,17,0.28050784667369466,0.28050784667369477
llama-3.3-70b,switch,15,A1,H,18,0.0,0.0
llama-3.3-70b,switch,15,A1,H,20,0.2822558364687624,0.28225583646876196
llama-3.3-70b,switch,15,A1,H,21,0.0,0.0
llama-3.3-70b,switch,15,A1,H,23,0.2821993370371404,0.28219933703713984
llama-3.3-70b,switch,15,A1,H,24,0.0,0.0
llama-3.3-70b,switch,15,A1,H,25,0.2815066168377097,0.28150661683771006
llama-3.3-70b,switch,15,A1,H,26,0.5844457042161524,0.5844457042161526
llama-3.3-70b,switch,15,A1,H,27,0.281265314856763,0.2812653148567623
llama-3.3-70b,switch,15,A1,H,28,0.0,0.0
llama-3.3-70b,switch,15,A1,H,29,1.2762857366342557,1.2762857366342555
llama-3.3-70b,switch,15,A1,H,30,0.8317960828662696,0.8317960828662692
llama-3.3-70b,switch,15,A2,H,8,0.7191903976602927,0.7191903976602927
llama-3.3-70b,switch,15,A2,H,9,0.022739401246008373,0.022739401246008262
llama-3.3-70b,switch,15,A2,H,10,1.671859155130833,1.671859155130833
llama-3.3-70b,switch,15,A2,H,11,0.6495587999915249,0.6495587999915249
llama-3.3-70b,switch,15,A2,H,12,1.6794983973980813,1.6794983973980813
llama-3.3-70b,switch,15,A2,H,13,0.6576444427427841,0.6576444427427841
llama-3.3-70b,switch,15,A2,H,14,0.865335495769727,0.8653354957697271
llama-3.3-70b,switch,15,A2,H,16,0.025151425168670638,0.025151425168671082
llama-3.3-70b,switch,15,A2,H,17,0.0,0.0
llama-3.3-70b,switch,15,A2,H,18,0.023139140370823652,0.023139140370822986
llama-3.3-70b,switch,15,A2,H,19,1.3490467757481888,1.3490467757481888
llama-3.3-70b,switch,15,A2,H,20,0.32580570351495564,0.3258057035149555
llama-3.3-70b,switch,15,A2,H,21,0.9945123248415149,0.9945123248415149
llama-3.3-70b,switch,15,A2,H,22,1.5750657023872883,1.5750657023872885
llama-3.3-70b,switch,15,A2,H,24,0.5507322783036774,0.5507322783036777
llama-3.3-70b,switch,15,A2,H,25,0.04553069934845044,0.045530699348450776
llama-3.3-70b,switch,15,A2,H,26,0.023481823592473194,0.02348182359247275
llama-3.3-70b,switch,15,A2,H,27,0.6646653906593234,0.6646653906593234
llama-3.3-70b,switch,15,A2,H,28,0.9656128117968623,0.9656128117968623
llama-3.3-70b,switch,15,A2,H,29,0.023088378847439417,0.023088378847440083
llama-3.3-70b,switch,15,A2,H,30,0.0,0.0
llama-3.3-70b,switch,16,A1,H,8,1.223445403127255,1.223445403127255
llama-3.3-70b,switch,16,A1,H,9,0.13636142719367272,0.13636142719367284
llama-3.3-70b,switch,16,A1,H,10,2.00413771644864,2.00413771644864
llama-3.3-70b,switch,16,A1,H,11,0.9158363605904296,0.9158363605904296
llama-3.3-70b,switch,16,A1,H,12,2.402283788521234,2.402283788521234
llama-3.3-70b,switch,16,A1,H,13,2.984008486078637,2.984008486078637
llama-3.3-70b,switch,16,A1,H,14,1.8985945236788728,1.8985945236788728
llama-3.3-70b,switch,16,A1,H,15,2.664720477929125,2.664720477929125
llama-3.3-70b,switch,16,A1,H,16,1.576567729240367,1.576567729240367
llama-3.3-70b,switch,16,A1,H,17,1.451405970402234,1.451405970402234
llama-3.3-70b,switch,16,A2,H,8,0.1509116812699608,0.1509116812699608
llama-3.3-70b,switch,16,A2,H,9,0.17541675133724088,0.17541675133724088
llama-3.3-70b,switch,16,A2,H,10,0.41749202511342687,0.41749202511342687
llama-3.3-70b,switch,16,A2,H,11,0.1752017473300712,0.1752017473300711
llama-3.3-70b,switch,16,A2,H,13,0.35206970094942636,0.35206970094942625
llama-3.3-70b,switch,16,A2,H,14,0.15687664953722935,0.15687664953722935
llama-3.3-70b,switch,16,A2,H,15,0.3328822839146861,0.3328822839146861
llama-3.3-70b,switch,16,A2,H,16,0.9737677175960164,0.9737677175960164
llama-3.3-70b,switch,16,A2,H,18,0.1770087897963647,0.17700878979636459
llama-3.3-70b,switch,16,A2,H,19,0.0,0.0
llama-3.3-70b,switch,16,A2,H,20,0.17644084565449047,0.1764408456544908
llama-3.3-70b,switch,17,A1,H,8,0.0,0.0
llama-3.3-70b,switch,17,A1,H,9,0.05734507292174973,0.05734507292174973
llama-3.3-70b,switch,17,A1,H,11,0.11500377998344335,0.11500377998344335
llama-3.3-70b,switch,17,A1,H,12,0.9256812596749167,0.9256812596749167
llama-3.3-70b,switch,17,A1,H,13,0.05760578980441411,0.057605789804414
llama-3.3-70b,switch,17,A1,H,14,2.2050364570058347,2.2050364570058347
llama-3.3-70b,switch,17,A1,H,15,1.1478982935334119,1.1478982935334119
llama-3.3-70b,switch,17,A1,H,16,1.584219902526828,1.584219902526828
llama-3.3-70b,switch,17,A1,H,17,0.5292978312956762,0.5292978312956764
llama-3.3-70b,switch,17,A1,H,18,0.5509667939415817,0.5509667939415821
llama-3.3-70b,switch,17,A1,H,19,0.0584238216673002,0.05842382166729987
llama-3.3-70b,switch,17,A1,H,20,0.42315815666238366,0.4231581566623839
llama-3.3-70b,switch,17,A1,H,21,0.056292879714700095,0.056292879714700206
llama-3.3-70b,switch,17,A2,H,8,0.04266375919556642,0.04266375919556642
llama-3.3-70b,switch,17,A2,H,9,0.21368938703988782,0.21368938703988782
llama-3.3-70b,switch,17,A2,H,10,1.1890944148070062,1.1890944148070062
llama-3.3-70b,switch,17,A2,H,11,0.21283142271512345,0.21283142271512334
llama-3.3-70b,switch,17,A2,H,12,0.1489384474172516,0.1489384474172517
llama-3.3-70b,switch,17,A2,H,13,0.517188143089347,0.517188143089347
llama-3.3-70b,switch,17,A2,H,14,0.2143278344261531,0.214327834426153
llama-3.3-70b,switch,17,A2,H,16,0.4286117987864656,0.4286117987864655
llama-3.3-70b,switch,17,A2,H,17,0.7555837384754056,0.7555837384754058
llama-3.3-70b,switch,17,A2,H,18,0.21378954197228484,0.21378954197228506
llama-3.3-70b,switch,17,A2,H,19,0.0,0.0
llama-3.3-70b,switch,17,A2,H,20,0.21307464601275194,0.2130746460127524
llama-3.3-70b,switch,17,A2,H,21,0.0,0.0
llama-3.3-70b,switch,18,A1,H,8,0.39503347836067293,0.39503347836067293
llama-3.3-70b,switch,18,A1,H,9,0.15469320775245365,0.15469320775245365
llama-3.3-70b,switch,18,A1,H,10,1.1262685732050826,1.1262685732050826
llama-3.3-70b,switch,18,A1,H,11,0.15557330835245797,0.15557330835245775
