model,align,role,rel,metric,n,mean,ci_low,ci_high,frac_read_log
gpt-4o-mini,tau_placebo_read,receiver,-5,y_raw,36,0.3602091034346394,0.24124526960725778,0.5228178359503265,0.08333333333333333
gpt-4o-mini,tau_placebo_read,receiver,-5,y_adj,36,0.35756237625123716,0.2404028678593525,0.5209882109215527,0.08333333333333333
gpt-4o-mini,tau_placebo_read,receiver,-5,mean_surprisal_bits,36,0.4241921912709869,0.24584857588254946,0.6466169905261179,0.08333333333333333
gpt-4o-mini,tau_placebo_read,receiver,-4,y_raw,36,0.28476940263088896,0.23628295805798527,0.3352166086439049,0.08333333333333333
gpt-4o-mini,tau_placebo_read,receiver,-4,y_adj,36,0.2853592007167281,0.23743476769322702,0.3354406915547121,0.08333333333333333
gpt-4o-mini,tau_placebo_read,receiver,-4,mean_surprisal_bits,36,0.27920597789072926,0.2162425638080769,0.345899590936614,0.08333333333333333
gpt-4o-mini,tau_placebo_read,receiver,-3,y_raw,36,0.49337646307262595,0.3078289404198743,0.7190868167618204,0.027777777777777776
gpt-4o-mini,tau_placebo_read,receiver,-3,y_adj,36,0.4942443921701427,0.30953159341810904,0.7183972305680547,0.027777777777777776
gpt-4o-mini,tau_placebo_read,receiver,-3,mean_surprisal_bits,36,0.5656403489396462,0.3241108565430888,0.8636496405133977,0.027777777777777776
gpt-4o-mini,tau_placebo_read,receiver,-2,y_raw,36,0.20192600081965384,0.14675457548315865,0.2666139712133042,0.0
gpt-4o-mini,tau_placebo_read,receiver,-2,y_adj,36,0.2006099039698987,0.1457143029896581,0.2641600087031252,0.0
gpt-4o-mini,tau_placebo_read,receiver,-2,mean_surprisal_bits,36,0.21565595333815646,0.13210088012503649,0.31885445377125343,0.0
gpt-4o-mini,tau_placebo_read,receiver,-1,y_raw,36,0.3496137021612292,0.23817479601426025,0.5187126127787338,0.0
gpt-4o-mini,tau_placebo_read,receiver,-1,y_adj,36,0.3555193244248924,0.24457206021642985,0.5246616924436561,0.0
gpt-4o-mini,tau_placebo_read,receiver,-1,mean_surprisal_bits,36,0.38225881837240644,0.24011271152316951,0.5882144964101738,0.0
gpt-4o-mini,tau_placebo_read,receiver,0,y_raw,36,0.3441974812101573,0.2768608270204622,0.41295519477259546,1.0
gpt-4o-mini,tau_placebo_read,receiver,0,y_adj,36,0.30512059605332087,0.23778394186362575,0.373878309615759,1.0
gpt-4o-mini,tau_placebo_read,receiver,0,mean_surprisal_bits,36,0.5942598229943856,0.3690088250220064,0.8508721088107319,1.0
gpt-4o-mini,tau_placebo_read,receiver,1,y_raw,36,0.2523301913437738,0.19940732201322156,0.30803490377565246,0.0
gpt-4o-mini,tau_placebo_read,receiver,1,y_adj,36,0.3374116256975484,0.294408197614041,0.38274704862156517,0.0
gpt-4o-mini,tau_placebo_read,receiver,1,mean_surprisal_bits,36,0.2783721825121165,0.19690736713531268,0.3774973693866639,0.0
gpt-4o-mini,tau_placebo_read,receiver,2,y_raw,18,0.3922460481326426,0.19128864186244915,0.7086449810370788,0.2222222222222222
gpt-4o-mini,tau_placebo_read,receiver,2,y_adj,18,0.3912819280072613,0.19075190782289794,0.7070665797763536,0.2222222222222222
gpt-4o-mini,tau_placebo_read,receiver,2,mean_surprisal_bits,18,0.3628338117959893,0.14231465878138966,0.6893588418079998,0.2222222222222222
gpt-4o-mini,tau_placebo_read,receiver,3,y_raw,17,0.2654919171144523,0.19193115323350998,0.36559087591368156,0.0
gpt-4o-mini,tau_placebo_read,receiver,3,y_adj,17,0.2882037636774651,0.21448446702072618,0.38557045628660963,0.0
gpt-4o-mini,tau_placebo_read,receiver,3,mean_surprisal_bits,17,0.2927688560447647,0.1844262945246304,0.4509482446807427,0.0
gpt-4o-mini,tau_placebo_read,receiver,4,y_raw,14,0.23146461317623332,0.1289953695241302,0.35039024515336764,0.14285714285714285
gpt-4o-mini,tau_placebo_read,receiver,4,y_adj,14,0.22909585042141428,0.12928732869791093,0.3468565216244344,0.14285714285714285
gpt-4o-mini,tau_placebo_read,receiver,4,mean_surprisal_bits,14,0.25371110035671035,0.10532530148447009,0.43105440106228843,0.14285714285714285
gpt-4o-mini,tau_placebo_read,receiver,5,y_raw,13,0.4411505788826028,0.16715188327741193,0.8980550872980874,0.07692307692307693
gpt-4o-mini,tau_placebo_read,receiver,5,y_adj,13,0.4405345961889203,0.16318081220582337,0.8970913789948338,0.07692307692307693
gpt-4o-mini,tau_placebo_read,receiver,5,mean_surprisal_bits,13,0.46650249693778684,0.12783850454936938,1.0592125005197393,0.07692307692307693
gpt-4o-mini,tau_read,author,-5,y_raw,31,0.24164305486620896,0.18726568155426157,0.29710738348239324,0.0967741935483871
gpt-4o-mini,tau_read,author,-5,y_adj,31,0.24259375272922495,0.18827366066795057,0.2963766280075777,0.0967741935483871
gpt-4o-mini,tau_read,author,-5,mean_surprisal_bits,31,0.3494434053585321,0.1956241552689066,0.5539611559182874,0.0967741935483871
gpt-4o-mini,tau_read,author,-4,y_raw,31,0.467940227332815,0.2925452565269182,0.6979987300182068,0.12903225806451613
gpt-4o-mini,tau_read,author,-4,y_adj,31,0.465428997400719,0.29121939337218006,0.6973153257122119,0.12903225806451613
gpt-4o-mini,tau_read,author,-4,mean_surprisal_bits,31,0.6544143148080401,0.34389423129084484,1.037061665350209,0.12903225806451613
gpt-4o-mini,tau_read,author,-3,y_raw,31,0.31087538513283164,0.19233654989664947,0.452910319097617,0.16129032258064516
gpt-4o-mini,tau_read,author,-3,y_adj,31,0.31019200661975044,0.19358079234092207,0.4545769004796883,0.16129032258064516
gpt-4o-mini,tau_read,author,-3,mean_surprisal_bits,31,0.5525173820083672,0.2605623716888057,0.9267387057449191,0.16129032258064516
gpt-4o-mini,tau_read,author,-2,y_raw,30,0.3433886336844124,0.2587686666429058,0.43855893663747636,0.03333333333333333
gpt-4o-mini,tau_read,author,-2,y_adj,30,0.35120072759453336,0.2668769702972131,0.4463326732423162,0.03333333333333333
gpt-4o-mini,tau_read,author,-2,mean_surprisal_bits,30,0.406925677719631,0.2618521007635872,0.5667212644163174,0.03333333333333333
gpt-4o-mini,tau_read,author,-1,y_raw,29,0.3891687239744504,0.21361485546049347,0.6344993823938602,0.034482758620689655
gpt-4o-mini,tau_read,author,-1,y_adj,29,0.3890400188016648,0.21392814892748693,0.6334496835506626,0.034482758620689655
gpt-4o-mini,tau_read,author,-1,mean_surprisal_bits,29,0.35028216255013095,0.16997762300367636,0.5988931043875766,0.034482758620689655
gpt-4o-mini,tau_read,author,0,y_raw,29,0.33221079835177497,0.2202499662375549,0.5023001651134871,0.13793103448275862
gpt-4o-mini,tau_read,author,0,y_adj,29,0.3333686424634272,0.22078186560004154,0.5050290565893013,0.13793103448275862
gpt-4o-mini,tau_read,author,0,mean_surprisal_bits,29,0.3153542160948104,0.16959402825641479,0.5420170575909657,0.13793103448275862
gpt-4o-mini,tau_read,author,1,y_raw,28,0.32561797833975875,0.18841924982935174,0.5367154239825161,0.07142857142857142
gpt-4o-mini,tau_read,author,1,y_adj,28,0.3372608810815589,0.20070491173599225,0.5521321867460683,0.07142857142857142
gpt-4o-mini,tau_read,author,1,mean_surprisal_bits,28,0.3512871032443046,0.17784754675355027,0.5958191175697966,0.07142857142857142
gpt-4o-mini,tau_read,author,2,y_raw,26,0.29742972431040243,0.22246981400372798,0.3751022105525476,0.07692307692307693
gpt-4o-mini,tau_read,author,2,y_adj,26,0.30208654776290245,0.22679454608695573,0.3823647829270347,0.07692307692307693
gpt-4o-mini,tau_read,author,2,mean_surprisal_bits,26,0.2558809222507617,0.16284414746308062,0.36300391376585206,0.07692307692307693
gpt-4o-mini,tau_read,author,3,y_raw,25,0.21030163821425737,0.1527724708419486,0.2723631503045495,0.12
gpt-4o-mini,tau_read,author,3,y_adj,25,0.21996768651604748,0.15916446339248078,0.2813758018969635,0.12
gpt-4o-mini,tau_read,author,3,mean_surprisal_bits,25,0.23221965967687397,0.1372561292099114,0.3464246635183406,0.12
gpt-4o-mini,tau_read,author,4,y_raw,20,0.4025261214077579,0.2115663423933669,0.7017742844522028,0.1
gpt-4o-mini,tau_read,author,4,y_adj,20,0.4033783032039121,0.21183281219398403,0.7018154971618832,0.1
gpt-4o-mini,tau_read,author,4,mean_surprisal_bits,20,0.5261003871011398,0.2404150817744139,0.9133675849010384,0.1
gpt-4o-mini,tau_read,author,5,y_raw,20,0.21130605253198476,0.14343775507683357,0.28408825579922664,0.2
gpt-4o-mini,tau_read,author,5,y_adj,20,0.21199608074717102,0.14445229147837862,0.27874292181808946,0.2
gpt-4o-mini,tau_read,author,5,mean_surprisal_bits,20,0.1515153449656036,0.08319150492980189,0.23294267413603376,0.2
gpt-4o-mini,tau_read,receiver,-5,y_raw,33,0.4070500829246795,0.2173055984528431,0.6436138789812789,0.09090909090909091
gpt-4o-mini,tau_read,receiver,-5,y_adj,33,0.4034212465580276,0.21504167766799467,0.6401819165101594,0.09090909090909091
gpt-4o-mini,tau_read,receiver,-5,mean_surprisal_bits,33,0.4826542175235885,0.24732629960798672,0.7668578177787652,0.09090909090909091
gpt-4o-mini,tau_read,receiver,-4,y_raw,33,0.3043653223475291,0.1964453632878579,0.46817803141538583,0.09090909090909091
gpt-4o-mini,tau_read,receiver,-4,y_adj,33,0.3045773668329818,0.19499714201955395,0.4688111080563242,0.09090909090909091
gpt-4o-mini,tau_read,receiver,-4,mean_surprisal_bits,33,0.5102856144128898,0.23090331767768185,0.8508015335581397,0.09090909090909091
gpt-4o-mini,tau_read,receiver,-3,y_raw,33,0.4358027344696348,0.2706633025690845,0.6535310355534517,0.0
gpt-4o-mini,tau_read,receiver,-3,y_adj,33,0.4385614354388172,0.2733174304609578,0.6557890251142611,0.0
gpt-4o-mini,tau_read,receiver,-3,mean_surprisal_bits,33,0.453069495395486,0.23296186186420312,0.7450517330839459,0.0
gpt-4o-mini,tau_read,receiver,-2,y_raw,33,0.27438325692403887,0.20365827199151762,0.34872283547159416,0.030303030303030304
gpt-4o-mini,tau_read,receiver,-2,y_adj,33,0.2720794292082007,0.20057936481365812,0.3466713977341455,0.030303030303030304
gpt-4o-mini,tau_read,receiver,-2,mean_surprisal_bits,33,0.27753868412693944,0.17662748603613695,0.3983066266523697,0.030303030303030304
gpt-4o-mini,tau_read,receiver,-1,y_raw,33,0.4187014216537931,0.26451434825124914,0.6286781662087623,0.0
gpt-4o-mini,tau_read,receiver,-1,y_adj,33,0.42395746492791997,0.27024678608524977,0.6331493682033829,0.0
gpt-4o-mini,tau_read,receiver,-1,mean_surprisal_bits,33,0.42409764269827915,0.23484157544106693,0.6855964401102395,0.0
gpt-4o-mini,tau_read,receiver,0,y_raw,33,0.3887674213302746,0.3262430883573775,0.45210378672670604,1.0
gpt-4o-mini,tau_read,receiver,0,y_adj,33,0.34969053617343815,0.28716620320054104,0.41302690156986965,1.0
gpt-4o-mini,tau_read,receiver,0,mean_surprisal_bits,33,0.8883686804759197,0.5753326196137105,1.250606116833427,1.0
gpt-4o-mini,tau_read,receiver,1,y_raw,31,0.23072045456026996,0.18350264277042302,0.28081591274707746,0.0
gpt-4o-mini,tau_read,receiver,1,y_adj,31,0.28850553288092207,0.2402738542726081,0.33746222837460327,0.0
gpt-4o-mini,tau_read,receiver,1,mean_surprisal_bits,31,0.20304423299637211,0.15496004962904078,0.25699465554566836,0.0
gpt-4o-mini,tau_read,receiver,2,y_raw,20,0.4454179143888897,0.19771450657952042,0.784886860870101,0.1
gpt-4o-mini,tau_read,receiver,2,y_adj,20,0.44175846512783246,0.19482550535760418,0.7806314802308152,0.1
gpt-4o-mini,tau_read,receiver,2,mean_surprisal_bits,20,0.5154209767160494,0.1874222692900744,0.9159391682939089,0.1
gpt-4o-mini,tau_read,receiver,3,y_raw,20,0.326726800519583,0.16617474405829455,0.5566001573457642,0.0
gpt-4o-mini,tau_read,receiver,3,y_adj,20,0.33665953819956085,0.17601881481173848,0.5610601350919979,0.0
gpt-4o-mini,tau_read,receiver,3,mean_surprisal_bits,20,0.30173303970888654,0.13090414035370354,0.5455852478574049,0.0
gpt-4o-mini,tau_read,receiver,4,y_raw,16,0.26878399484722726,0.14658283996154345,0.40448248290852096,0.125
gpt-4o-mini,tau_read,receiver,4,y_adj,16,0.2675484735727074,0.14711843466238644,0.4042942908995235,0.125
gpt-4o-mini,tau_read,receiver,4,mean_surprisal_bits,16,0.29180601638208714,0.12014326596834628,0.5076125940365543,0.125
gpt-4o-mini,tau_read,receiver,5,y_raw,15,0.2585594323415222,0.18477293885604315,0.32998700350711935,0.06666666666666667
gpt-4o-mini,tau_read,receiver,5,y_adj,15,0.26736923173916133,0.19216306795560845,0.3404943167088903,0.06666666666666667
gpt-4o-mini,tau_read,receiver,5,mean_surprisal_bits,15,0.24746338199389234,0.14455904660510063,0.3682463884507986,0.06666666666666667
gpt-4o-mini,tau_use,author,-5,y_raw,25,0.382374885476291,0.23134182705266704,0.5969430884884754,0.08
gpt-4o-mini,tau_use,author,-5,y_adj,25,0.3814786966274633,0.22926767586113544,0.5962694293321461,0.08
gpt-4o-mini,tau_use,author,-5,mean_surprisal_bits,25,0.6104178079534764,0.29584252790676263,1.000194373767429,0.08
gpt-4o-mini,tau_use,author,-4,y_raw,25,0.32567934360954653,0.20035423810191483,0.4981593489431296,0.08
gpt-4o-mini,tau_use,author,-4,y_adj,25,0.3239871072576326,0.19976517647836337,0.4968034315166054,0.08
gpt-4o-mini,tau_use,author,-4,mean_surprisal_bits,25,0.4509245481196091,0.22846490992031956,0.7350318257435662,0.08
gpt-4o-mini,tau_use,author,-3,y_raw,25,0.39714606159873855,0.25175710241735955,0.6188543725380283,0.12
gpt-4o-mini,tau_use,author,-3,y_adj,25,0.39503615535336695,0.2524236996076079,0.6135683996452235,0.12
gpt-4o-mini,tau_use,author,-3,mean_surprisal_bits,25,0.43787192758825766,0.24166263901976512,0.6995174238516075,0.12
gpt-4o-mini,tau_use,author,-2,y_raw,25,0.3231462121894538,0.19562034847283735,0.5170542156731736,0.04
gpt-4o-mini,tau_use,author,-2,y_adj,25,0.3224020662550822,0.19652299930091488,0.5167956601089675,0.04
gpt-4o-mini,tau_use,author,-2,mean_surprisal_bits,25,0.3108592522884506,0.1636460542043343,0.5326869796786478,0.04
gpt-4o-mini,tau_use,author,-1,y_raw,25,0.3712291846143059,0.23435811780201046,0.5832140379520787,0.08
gpt-4o-mini,tau_use,author,-1,y_adj,25,0.3758101891313931,0.23973241642550158,0.5842868559707719,0.08
gpt-4o-mini,tau_use,author,-1,mean_surprisal_bits,25,0.3713739147914717,0.19156435342143274,0.6411634905883399,0.08
gpt-4o-mini,tau_use,author,0,y_raw,24,0.20707918799153338,0.14183418988848634,0.27309530784552166,0.08333333333333333
gpt-4o-mini,tau_use,author,0,y_adj,24,0.2196046413641962,0.15093428719530166,0.2878837548832148,0.08333333333333333
gpt-4o-mini,tau_use,author,0,mean_surprisal_bits,24,0.22759689173472997,0.11996912132534,0.3753935535102356,0.08333333333333333
gpt-4o-mini,tau_use,author,1,y_raw,18,0.2983159160239564,0.21799440318274607,0.3836239707845983,0.0
gpt-4o-mini,tau_use,author,1,y_adj,18,0.30962330787290165,0.22601991884496123,0.3964542557428352,0.0
gpt-4o-mini,tau_use,author,1,mean_surprisal_bits,18,0.2584559042734363,0.16183559380252427,0.3798033170896812,0.0
gpt-4o-mini,tau_use,author,2,y_raw,16,0.18559742276257968,0.12235956900426782,0.2540509081160437,0.125
gpt-4o-mini,tau_use,author,2,y_adj,16,0.1815077805737233,0.12001799292240961,0.24776851359502092,0.125
gpt-4o-mini,tau_use,author,2,mean_surprisal_bits,16,0.18004605473426283,0.09233693421315854,0.2892476677525018,0.125
gpt-4o-mini,tau_use,author,3,y_raw,15,0.30866637901874494,0.20717914215417557,0.42335821507833127,0.2
gpt-4o-mini,tau_use,author,3,y_adj,15,0.30654683588782816,0.2014795084184475,0.42590337669489003,0.2
gpt-4o-mini,tau_use,author,3,mean_surprisal_bits,15,0.4391097247078779,0.20547136897552545,0.7702218640535801,0.2
gpt-4o-mini,tau_use,author,4,y_raw,15,0.22662224626966979,0.13471347088563035,0.31970130108394057,0.2
gpt-4o-mini,tau_use,author,4,y_adj,15,0.2311508485217249,0.13818947911458213,0.32313185248690435,0.2
gpt-4o-mini,tau_use,author,4,mean_surprisal_bits,15,0.13278677517515555,0.06649927092182686,0.20993118352480294,0.2
gpt-4o-mini,tau_use,author,5,y_raw,13,0.3013098785844629,0.20591303384202117,0.40476833739565554,0.0
gpt-4o-mini,tau_use,author,5,y_adj,13,0.30321792642717016,0.20598785932074531,0.40804215915913744,0.0
gpt-4o-mini,tau_use,author,5,mean_surprisal_bits,13,0.29431333972506973,0.16959537870466235,0.4330212547340925,0.0
gpt-4o-mini,tau_use,receiver,-5,y_raw,25,0.2639288005152822,0.15039630339134566,0.44568625909832277,0.08
gpt-4o-mini,tau_use,receiver,-5,y_adj,25,0.263711625484295,0.14910744159301528,0.44538459638612726,0.08
gpt-4o-mini,tau_use,receiver,-5,mean_surprisal_bits,25,0.3783333424435159,0.15477322969359128,0.7232922953022755,0.08
gpt-4o-mini,tau_use,receiver,-4,y_raw,25,0.6213422883703132,0.3408060098797843,0.9308822402151808,0.04
gpt-4o-mini,tau_use,receiver,-4,y_adj,25,0.6230701370718891,0.3426597604773614,0.9317291696277243,0.04
gpt-4o-mini,tau_use,receiver,-4,mean_surprisal_bits,25,0.6372896352919465,0.30860732069806607,1.024780954968627,0.04
gpt-4o-mini,tau_use,receiver,-3,y_raw,25,0.20184704331617187,0.12675706530056588,0.28045433147963117,0.08
gpt-4o-mini,tau_use,receiver,-3,y_adj,25,0.1978976733328731,0.12197570013318554,0.2751756672069467,0.08
gpt-4o-mini,tau_use,receiver,-3,mean_surprisal_bits,25,0.20445463375318543,0.08700838557014226,0.35164683893951587,0.08
gpt-4o-mini,tau_use,receiver,-2,y_raw,25,0.4763495965317258,0.28523025388993883,0.7428361124802464,0.0
gpt-4o-mini,tau_use,receiver,-2,y_adj,25,0.4805899899056616,0.28903484885286473,0.7457062151601895,0.0
gpt-4o-mini,tau_use,receiver,-2,mean_surprisal_bits,25,0.4901379919898852,0.253397521471369,0.8238779057830357,0.0
gpt-4o-mini,tau_use,receiver,-1,y_raw,25,0.4115034440871452,0.35477937925877595,0.4743072887407546,1.0
gpt-4o-mini,tau_use,receiver,-1,y_adj,25,0.3724265589303088,0.31570249410193946,0.43523040358391824,1.0
gpt-4o-mini,tau_use,receiver,-1,mean_surprisal_bits,25,0.6239568797314825,0.3988163588878619,0.8633055973198926,1.0
gpt-4o-mini,tau_use,receiver,0,y_raw,25,0.21570293083178332,0.17546385524287,0.258798180667815,0.0
gpt-4o-mini,tau_use,receiver,0,y_adj,25,0.3037901230466848,0.2597740179414494,0.3433687401973739,0.0
gpt-4o-mini,tau_use,receiver,0,mean_surprisal_bits,25,0.21293974236101473,0.16760134705007618,0.26752283886761186,0.0
gpt-4o-mini,tau_use,receiver,1,y_raw,11,0.23816154297993605,0.07867398602913941,0.4343562991195011,0.09090909090909091
gpt-4o-mini,tau_use,receiver,1,y_adj,11,0.23380859129836004,0.07290519349537944,0.4304627273128417,0.09090909090909091
gpt-4o-mini,tau_use,receiver,1,mean_surprisal_bits,11,0.24565879852718808,0.05474588845754475,0.4922270800821863,0.09090909090909091
gpt-4o-mini,tau_use,receiver,2,y_raw,10,0.3901399686772859,0.22736604309512373,0.5600061994824106,0.0
gpt-4o-mini,tau_use,receiver,2,y_adj,10,0.39419007118719207,0.22825651044335035,0.5634740604082162,0.0
gpt-4o-mini,tau_use,receiver,2,mean_surprisal_bits,10,0.354039018453533,0.1796158867035046,0.5582011374417202,0.0
gpt-4o-mini,tau_use,receiver,3,y_raw,10,0.22951568427068816,0.10184383807766637,0.3875077905493933,0.2
gpt-4o-mini,tau_use,receiver,3,y_adj,10,0.2230827973926534,0.09750923155788754,0.3818106070598555,0.2
gpt-4o-mini,tau_use,receiver,3,mean_surprisal_bits,10,0.25948392880223453,0.04949987006712909,0.6032945374970127,0.2
gpt-4o-mini,tau_use,receiver,4,y_raw,10,0.3377029811480668,0.25080845448648587,0.4196471078415779,0.0
gpt-4o-mini,tau_use,receiver,4,y_adj,10,0.3539230260956666,0.27366064358968706,0.4266034331468638,0.0
gpt-4o-mini,tau_use,receiver,4,mean_surprisal_bits,10,0.3389846495506183,0.2106941337594998,0.49076187279772837,0.0
gpt-4o-mini,tau_use,receiver,5,y_raw,9,0.22213889126931063,0.13746195730433092,0.30217816863865576,0.1111111111111111
gpt-4o-mini,tau_use,receiver,5,y_adj,9,0.22096350371990503,0.13322973890951623,0.3062903637261469,0.1111111111111111
gpt-4o-mini,tau_use,receiver,5,mean_surprisal_bits,9,0.144348839861413,0.06645711663488463,0.23132781681711329,0.1111111111111111
llama-3.3-70b,tau_placebo_read,author,-5,y_raw,37,0.28797767334359176,0.2275664854877317,0.3518334418316247,0.24324324324324326
llama-3.3-70b,tau_placebo_read,author,-5,y_adj,37,0.19261505381529617,0.15874603464060064,0.22861048268706946,0.24324324324324326
llama-3.3-70b,tau_placebo_read,author,-5,mean_surprisal_bits,37,0.2485236172313184,0.1867051567019031,0.3217555928134487,0.24324324324324326
llama-3.3-70b,tau_placebo_read,author,-4,y_raw,38,0.11099032091781441,0.04941917340723964,0.18167828043962905,0.7368421052631579
llama-3.3-70b,tau_placebo_read,author,-4,y_adj,38,0.19311785906027834,0.1672863594025775,0.22397095011360427,0.7368421052631579
llama-3.3-70b,tau_placebo_read,author,-4,mean_surprisal_bits,38,0.11489647356048788,0.048332393216388894,0.19549226675615977,0.7368421052631579
llama-3.3-70b,tau_placebo_read,author,-3,y_raw,37,0.32058157324927156,0.24439158569292704,0.39715555985178286,0.2702702702702703
llama-3.3-70b,tau_placebo_read,author,-3,y_adj,37,0.24210567131052138,0.19954069882432812,0.2890939599191533,0.2702702702702703
llama-3.3-70b,tau_placebo_read,author,-3,mean_surprisal_bits,37,0.34482148544089647,0.2513351114465635,0.4435940627461308,0.2702702702702703
llama-3.3-70b,tau_placebo_read,author,-2,y_raw,37,0.13656887522305383,0.0713329189176318,0.2141878487108643,0.7027027027027027
llama-3.3-70b,tau_placebo_read,author,-2,y_adj,37,0.20541979198905255,0.17486498235501283,0.24245344050095174,0.7027027027027027
llama-3.3-70b,tau_placebo_read,author,-2,mean_surprisal_bits,37,0.1254525372632485,0.06107339701742045,0.20423598750989236,0.7027027027027027
llama-3.3-70b,tau_placebo_read,author,-1,y_raw,36,0.28972408625839513,0.2074280461765716,0.37402990623108223,0.3611111111111111
llama-3.3-70b,tau_placebo_read,author,-1,y_adj,36,0.2363737915210421,0.1911839149251565,0.28297859983750717,0.3611111111111111
llama-3.3-70b,tau_placebo_read,author,-1,mean_surprisal_bits,36,0.2924159186535596,0.20222681868973003,0.38888946018268516,0.3611111111111111
llama-3.3-70b,tau_placebo_read,author,0,y_raw,37,0.16118820400586387,0.09091635204710416,0.24149878971113833,0.6216216216216216
llama-3.3-70b,tau_placebo_read,author,0,y_adj,37,0.2068325692483851,0.1788305555681408,0.24073967018499254,0.6216216216216216
llama-3.3-70b,tau_placebo_read,author,0,mean_surprisal_bits,37,0.20963814142328518,0.1126106309457845,0.32089608849017937,0.6216216216216216
llama-3.3-70b,tau_placebo_read,author,1,y_raw,38,0.29134545534017703,0.20839581316189962,0.3748052382684012,0.34210526315789475
llama-3.3-70b,tau_placebo_read,author,1,y_adj,38,0.23334562657083713,0.19034602384002458,0.2819786850284645,0.34210526315789475
llama-3.3-70b,tau_placebo_read,author,1,mean_surprisal_bits,38,0.30357987692249067,0.21549660163736056,0.39889622244571266,0.34210526315789475
llama-3.3-70b,tau_placebo_read,author,2,y_raw,35,0.14251425890570218,0.08434954559420571,0.2061254923652385,0.6
llama-3.3-70b,tau_placebo_read,author,2,y_adj,35,0.16886319459779564,0.14750946842183627,0.19215060473259515,0.6
llama-3.3-70b,tau_placebo_read,author,2,mean_surprisal_bits,35,0.1394732036244137,0.07955300329181675,0.2050397199008035,0.6
llama-3.3-70b,tau_placebo_read,author,3,y_raw,35,0.27700877707964444,0.1928344377147736,0.3628143230704843,0.34285714285714286
llama-3.3-70b,tau_placebo_read,author,3,y_adj,35,0.23711494858044152,0.19901546319078967,0.2777319461095256,0.34285714285714286
llama-3.3-70b,tau_placebo_read,author,3,mean_surprisal_bits,35,0.2559002139795022,0.16865387289981534,0.3498024332992198,0.34285714285714286
llama-3.3-70b,tau_placebo_read,author,4,y_raw,37,0.1477418202262253,0.08715903729414264,0.21441083959392748,0.5135135135135135
llama-3.3-70b,tau_placebo_read,author,4,y_adj,37,0.175731775540305,0.14429477043671435,0.2085924785216246,0.5135135135135135
llama-3.3-70b,tau_placebo_read,author,4,mean_surprisal_bits,37,0.1426735716116307,0.08056189360507474,0.21086565991176828,0.5135135135135135
llama-3.3-70b,tau_placebo_read,author,5,y_raw,35,0.2758465186340191,0.19613646126169823,0.3571749750279301,0.34285714285714286
llama-3.3-70b,tau_placebo_read,author,5,y_adj,35,0.2218465837526963,0.19084488143486578,0.25846343974820235,0.34285714285714286
llama-3.3-70b,tau_placebo_read,author,5,mean_surprisal_bits,35,0.2880209447690553,0.19747708859803384,0.3789976957451664,0.34285714285714286
llama-3.3-70b,tau_placebo_read,receiver,-5,y_raw,37,0.34273042952543986,0.2812412192900001,0.3999458223246825,0.13513513513513514
llama-3.3-70b,tau_placebo_read,receiver,-5,y_adj,37,0.20922979414561782,0.16795960674800745,0.2510174742018714,0.13513513513513514
llama-3.3-70b,tau_placebo_read,receiver,-5,mean_surprisal_bits,37,0.3084532795708018,0.2368155270918368,0.3823327717551849,0.13513513513513514
llama-3.3-70b,tau_placebo_read,receiver,-4,y_raw,37,0.05462752966340874,0.008937571944435644,0.11225896352372405,0.8918918918918919
llama-3.3-70b,tau_placebo_read,receiver,-4,y_adj,37,0.19149566408806,0.17388452261038156,0.21328106179899886,0.8918918918918919
llama-3.3-70b,tau_placebo_read,receiver,-4,mean_surprisal_bits,37,0.057324250247752395,0.006747849900453937,0.12311588025879604,0.8918918918918919
llama-3.3-70b,tau_placebo_read,receiver,-3,y_raw,35,0.4187057840245961,0.3545459949909272,0.47823446579588297,0.08571428571428572
llama-3.3-70b,tau_placebo_read,receiver,-3,y_adj,35,0.26716971635960407,0.21705541507226925,0.31430324684106464,0.08571428571428572
llama-3.3-70b,tau_placebo_read,receiver,-3,mean_surprisal_bits,35,0.4565247585817274,0.3657436391666712,0.5483947403517277,0.08571428571428572
llama-3.3-70b,tau_placebo_read,receiver,-2,y_raw,38,0.03213482378064986,0.00048588734039009096,0.08323059501175233,0.868421052631579
llama-3.3-70b,tau_placebo_read,receiver,-2,y_adj,38,0.1882497774904686,0.17525586515210986,0.2113416152902326,0.868421052631579
llama-3.3-70b,tau_placebo_read,receiver,-2,mean_surprisal_bits,38,0.036308003943030645,4.828921595897863e-05,0.09696335065072371,0.868421052631579
llama-3.3-70b,tau_placebo_read,receiver,-1,y_raw,36,0.4196829332302008,0.361027156739084,0.47522733249066407,0.027777777777777776
llama-3.3-70b,tau_placebo_read,receiver,-1,y_adj,36,0.24702153590095344,0.19673897350582806,0.2984029455248222,0.027777777777777776
llama-3.3-70b,tau_placebo_read,receiver,-1,mean_surprisal_bits,36,0.44142315264254733,0.35371902908885045,0.5342881635685816,0.027777777777777776
llama-3.3-70b,tau_placebo_read,receiver,0,y_raw,38,0.0007392360865545922,0.0005462175209666076,0.0010794075655220265,1.0
llama-3.3-70b,tau_placebo_read,receiver,0,y_adj,38,0.17449257408411725,0.17288405632786238,0.17531589608975373,1.0
llama-3.3-70b,tau_placebo_read,receiver,0,mean_surprisal_bits,38,7.874326469842837e-05,5.4675257022540384e-05,0.00012198228598864224,1.0
