model,condition,seed,turn,agent,pos,H_lower_bits,H_lower_re,H_renorm_bits,H_renorm_re,coverage,coverage_re,k
qwen3-235b,placebo,4,2,A1,8,0.3364449311553467,0.009963360639143983,0.3364449311553467,0.009962623021488672,1.0,0.9999994851670575,20
qwen3-235b,placebo,4,2,A1,14,0.8264293655822108,0.6306345310687622,0.8264293655822108,0.6306345776994428,1.0,1.0000000574226677,20
qwen3-235b,placebo,4,2,A1,15,0.6330465402579978,0.6306345310687622,0.6330465402579978,0.6306345776994428,1.0,1.0000000574226677,20
qwen3-235b,placebo,4,2,A1,18,0.2382770687487481,2.1945045929311194e-05,0.2382770687487481,2.198917239439456e-05,1.0,1.0000000305866006,20
qwen3-235b,placebo,4,2,A1,25,3.38688473018735e-05,8.493119849673011e-07,3.38688473018735e-05,8.933549554303597e-07,1.0,1.0000000305282792,20
qwen3-235b,placebo,4,2,A1,28,5.418078373382544e-05,3.1046475273382995e-06,5.418078373382544e-05,3.092115987142506e-06,1.0,0.9999999913137796,20
qwen3-235b,placebo,4,2,A1,32,0.6921996081330701,0.6920424416801544,0.6921996081330701,0.6920423972028777,1.0,0.9999999407485212,20
qwen3-235b,placebo,4,2,A1,53,0.0327662104153427,2.086379252752307e-07,0.0327662104153427,2.1856858985368056e-07,1.0,1.0000000068834132,20
qwen3-235b,placebo,4,2,A1,55,1.689066506248095e-05,2.086379252752307e-07,1.689066506248095e-05,2.1856858985368056e-07,1.0,1.0000000068834132,20
qwen3-235b,placebo,4,2,A1,66,0.2554785647580809,0.0025080401655839814,0.2554785647580809,0.002508190896965533,1.0,1.0000001046609845,20
qwen3-235b,placebo,4,4,A1,3,0.2970819593590606,0.0026673001600343365,0.2970819593590606,0.0026651128900072826,1.0,0.9999984810928935,20
qwen3-235b,placebo,4,4,A1,10,1.6398500417945645,1.4415133478940898,1.6398500417945645,1.4415130474227216,1.0,0.9996853756116989,20
qwen3-235b,placebo,4,4,A1,15,7.095935662897003e-06,9.045999234773251e-07,7.095935662897003e-06,9.538228874758237e-07,1.0,1.0000000341187807,20
qwen3-235b,placebo,4,4,A1,21,0.0001119712222097,4.593441876969633e-05,0.0001119712222097,4.570331456269564e-05,1.0,0.9999998398056829,20
qwen3-235b,placebo,4,4,A1,35,8.793366691119098e-06,7.24552531408583e-06,8.793366691119098e-06,7.176247595884326e-06,1.0,0.9999999519801049,20
qwen3-235b,placebo,4,4,A1,41,4.32237967304147e-05,1.9497318393216245e-06,4.32237967304147e-05,2.055185401190019e-06,1.0,1.0000000730949405,20
qwen3-235b,placebo,4,4,A1,49,0.0006958817911837,0.0006810915109426862,0.0006958817911837,0.0006805634118263884,1.0,0.9999996337767607,20
qwen3-235b,placebo,4,4,A1,54,0.0001939350324594,1.1811295427347469e-06,0.0001939350324594,1.2443942760753244e-06,1.0,1.0000000438518084,20
qwen3-235b,placebo,4,5,A2,3,0.4724820054253215,0.001548423988238507,0.4724820054253215,0.0015437667465836708,1.0,0.9999967683828397,20
qwen3-235b,placebo,4,5,A2,6,2.19175801829924,1.9002995980245765,2.19175801829924,1.9020445837878148,1.0,0.996223604526093,20
qwen3-235b,placebo,4,5,A2,7,1.901998873758333,1.9002995980245765,1.901998873758333,1.9020445837878148,1.0,0.996223604526093,20
qwen3-235b,placebo,4,5,A2,11,4.38884048042876e-06,1.4651442930865556e-06,4.38884048042876e-06,1.5435444849368654e-06,1.0,1.0000000543429286,20
qwen3-235b,placebo,4,5,A2,14,0.0313514190831574,0.000576541195938774,0.0313514190831574,0.0005763467434963486,1.0,0.9999998651619618,20
qwen3-235b,placebo,4,5,A2,19,0.0001244995184112,8.081790904469237e-05,0.0001244995184112,8.004981989201042e-05,1.0,0.9999994675714852,20
qwen3-235b,placebo,4,5,A2,27,2.259365855307506e-06,3.675604886707864e-07,2.259365855307506e-06,3.8584699038162436e-07,1.0,1.0000000126752404,20
qwen3-235b,placebo,4,5,A2,31,4.816786305053179e-05,4.6448039576187305e-05,4.816786305053179e-05,4.6525705171665655e-05,1.0,1.0000000538354232,20
qwen3-235b,placebo,4,5,A2,39,4.427926156667788e-05,2.8332291341214296e-06,4.427926156667788e-05,2.9895245222367895e-06,1.0,1.0000001083359262,20
qwen3-235b,placebo,4,5,A2,51,6.938745947138471e-06,5.754297093907097e-07,6.938745947138471e-06,6.046242447015227e-07,1.0,1.0000000202361181,20
qwen3-235b,placebo,4,5,A2,52,2.639217091331134e-06,5.754297093907097e-07,2.639217091331134e-06,6.046242447015227e-07,1.0,1.0000000202361181,20
qwen3-235b,placebo,4,5,A2,58,0.0028417574647351,3.137437916646417e-05,0.0028417574647351,3.141777091177851e-05,1.0,1.0000000300775205,20
qwen3-235b,placebo,4,5,A2,59,0.0123854106964256,3.137437916646417e-05,0.0123854106964256,3.141777091177851e-05,1.0,1.0000000300775205,20
qwen3-235b,placebo,4,5,A2,65,4.691392721761293e-06,5.63826814692926e-07,4.691392721761293e-06,5.924782565883214e-07,1.0,1.0000000198596741,20
qwen3-235b,placebo,4,5,A2,71,1.8384162674694094e-05,6.6894844522719696e-06,1.8384162674694094e-05,6.716208935819578e-06,1.0,1.0000000185240865,20
qwen3-235b,placebo,4,5,A2,77,2.0032217387227635e-06,4.5538036168949666e-07,2.0032217387227635e-06,4.776691413151315e-07,1.0,1.0000000154494098,20
qwen3-235b,placebo,4,5,A2,80,0.0133122645296493,1.0528059330692452e-05,0.0133122645296493,1.0649676456723543e-05,1.0,1.0000000842991867,20
qwen3-235b,placebo,4,5,A2,89,2.6061067542774427e-05,6.083099626782395e-07,2.6061067542774427e-05,6.391691786327914e-07,1.0,1.0000000213899878,20
qwen3-235b,placebo,4,5,A2,91,2.5029225679262665e-05,6.083099626782395e-07,2.5029225679262665e-05,6.391691786327914e-07,1.0,1.0000000213899878,20
qwen3-235b,placebo,4,5,A2,96,8.819415958176503e-05,8.630235421512831e-05,8.819415958176503e-05,8.630058640793894e-05,1.0,0.9999999987745761,20
qwen3-235b,placebo,4,5,A2,99,4.226513166035005e-06,7.86872285905268e-07,4.226513166035005e-06,8.272699122098132e-07,1.0,1.0000000280015164,20
qwen3-235b,placebo,4,5,A2,100,8.010089087322932e-06,7.86872285905268e-07,8.010089087322932e-06,8.272699122098132e-07,1.0,1.0000000280015164,20
qwen3-235b,placebo,4,5,A2,101,0.0471446084786701,7.86872285905268e-07,0.0471446084786701,8.272699122098132e-07,1.0,1.0000000280015164,20
qwen3-235b,placebo,4,5,A2,103,0.4359517434776304,0.004755967710254458,0.4359517434776304,0.004754408555180599,1.0,0.9999989157021598,20
qwen3-235b,placebo,4,5,A2,106,0.0258224621067852,0.025682316674786102,0.0258224621067852,0.025681346767375997,1.0,0.9999993155269056,20
qwen3-235b,placebo,4,5,A2,112,0.5614956076667202,0.5603133065603507,0.5614956076667202,0.5603133660498532,1.0,1.0000000674192369,20
qwen3-235b,placebo,4,9,A2,4,6.963760296218015e-06,2.5648384120368754e-07,6.963760296218015e-06,2.692356233019325e-07,1.0,1.0000000088388634,20
qwen3-235b,placebo,4,9,A2,11,0.3165170509070621,0.3158931588943014,0.3165170509070621,0.3154945313412841,1.0,0.9996462760478343,20
qwen3-235b,placebo,4,11,A2,9,0.9812368851502102,0.9463064580629329,0.9812368851502102,0.9462924545009931,1.0,0.9999717887528565,20
qwen3-235b,placebo,4,11,A2,11,1.4753998686141687,0.9463064580629329,1.4753998686141687,0.9462924545009931,1.0,0.9999717887528565,20
qwen3-235b,placebo,4,11,A2,16,0.5195486033870953,0.06464454507472336,0.5195486033870953,0.0646445892998073,1.0,1.0000000320924993,20
qwen3-235b,placebo,4,11,A2,17,0.4626535240795925,0.06464454507472336,0.4626535240795925,0.0646445892998073,1.0,1.0000000320924993,20
qwen3-235b,placebo,4,11,A2,20,0.4826458466306338,0.07155504870091417,0.4826458466306338,0.07155440075983717,1.0,0.9999995274436341,20
qwen3-235b,placebo,4,11,A2,26,1.6251399874365091,1.6247681327955394,1.6251399874365091,1.624769222853441,1.0,0.9999940132530831,20
qwen3-235b,placebo,4,11,A2,27,1.9403389067463597,1.6247681327955394,1.9403389067463597,1.624769222853441,1.0,0.9999940132530831,20
qwen3-235b,placebo,4,11,A2,32,0.3976480087505799,9.816708377293791e-06,0.3976480087505799,9.676544023344037e-06,1.0,0.9999999028448169,20
qwen3-235b,placebo,4,11,A2,36,8.482623153799826e-06,5.902890300001125e-06,8.482623153799826e-06,5.711740212518314e-06,1.0,0.9999998675043225,20
qwen3-235b,placebo,4,11,A2,43,0.184692634741831,1.4386503753699998e-05,0.184692634741831,1.4385818184178476e-05,1.0,0.9999999995247947,20
qwen3-235b,placebo,4,11,A2,69,2.6466382201737263e-05,1.6663471171777107e-05,2.6466382201737263e-05,1.66695758294969e-05,1.0,1.0000000042314752,20
qwen3-235b,placebo,4,11,A2,74,9.058187613062828e-05,1.1132455706353278e-05,9.058187613062828e-05,1.1105073816955178e-05,1.0,0.9999999810201743,20
qwen3-235b,placebo,4,11,A2,80,0.0001022224146933,0.00010222241469331364,0.0001022224146933,9.972656298646039e-05,1.0,0.9999982698863352,20
qwen3-235b,placebo,4,11,A2,85,3.695689273924681e-06,1.459920081699496e-06,3.695689273924681e-06,1.5449170141102641e-06,1.0,1.0000000589154454,20
qwen3-235b,placebo,4,11,A2,92,0.856335194811018,0.8296641385190723,0.856335194811018,0.8296641408745935,1.0,1.0000000038424184,20
qwen3-235b,placebo,4,11,A2,95,1.8416367794777056e-06,6.377597200782177e-07,1.8416367794777056e-06,6.741399897207764e-07,1.0,1.0000000252168928,20
qwen3-235b,placebo,4,11,A2,101,4.693200741749492e-05,3.2696517771297447e-07,4.693200741749492e-05,3.436368862002076e-07,1.0,1.0000000115559504,20
qwen3-235b,placebo,4,11,A2,103,0.0004842145424924,3.2696517771297447e-07,0.0004842145424924,3.436368862002076e-07,1.0,1.0000000115559504,20
qwen3-235b,placebo,4,11,A2,111,3.746877385108766e-06,1.3525535075394337e-07,3.746877385108766e-06,1.4168083651580767e-07,1.0,1.0000000044538078,20
qwen3-235b,placebo,4,11,A2,112,1.855078825098433e-06,1.3525535075394337e-07,1.855078825098433e-06,1.4168083651580767e-07,1.0,1.0000000044538078,20
qwen3-235b,placebo,4,11,A2,117,0.4475396685721468,0.00018306263257637095,0.4475396685721468,0.00018307832056445807,1.0,1.0000000108754648,20
qwen3-235b,placebo,4,11,A2,152,1.2964802985097011e-06,9.260323911021346e-08,1.2964802985097011e-06,9.70743934891811e-08,1.0,1.0000000030991683,20
qwen3-235b,placebo,4,11,A2,158,0.0001385890378587,1.0225971440923687e-06,0.0001385890378587,1.0749047144661593e-06,1.0,1.0000000362568713,20
qwen3-235b,placebo,4,11,A2,161,0.162605996387153,1.7996073282560648e-06,0.162605996387153,1.7262107006522242e-06,1.0,0.9999999491252723,20
qwen3-235b,placebo,4,12,A1,12,0.2660788100422914,0.06904901192240197,0.2660788100422914,0.06904699350145069,1.0,0.9999985306115984,20
qwen3-235b,placebo,4,12,A1,21,2.781190680082302e-05,2.4200284766468197e-05,2.781190680082302e-05,2.4213503812802438e-05,1.0,1.0000000091628984,19
qwen3-235b,placebo,4,12,A1,49,0.000121612564804,3.6199747965465036e-08,0.000121612564804,3.780518676121989e-08,1.0,1.0000000011128054,20
qwen3-235b,placebo,4,12,A1,55,0.4257570311217195,1.8433518091227878e-06,0.4257570311217195,1.9427881442166634e-06,1.0,1.0000000689241058,19
qwen3-235b,placebo,4,13,A2,5,1.9956702924231509,1.8410175776788815,1.9956702924231509,1.8411847865453563,1.0,0.9995807118355636,20
qwen3-235b,placebo,4,13,A2,11,0.0001703580878935,0.0001093081215584991,0.0001703580878935,0.00010941972321746538,1.0,1.0000000773622397,20
qwen3-235b,placebo,4,13,A2,19,4.09603386892627e-06,1.4044932110209922e-07,4.09603386892627e-06,1.4711737283372562e-07,1.0,1.0000000046219417,20
qwen3-235b,placebo,4,13,A2,64,0.0366009810534774,0.036578451853864186,0.0366009810534774,0.03657855959833452,1.0,1.0000000766255623,20
qwen3-235b,placebo,4,13,A2,68,0.0535557255109198,3.817083599147177e-06,0.0535557255109198,3.87231408645609e-06,1.0,1.0000000382829586,20
qwen3-235b,placebo,4,13,A2,69,5.708888965783896e-06,3.817083599147177e-06,5.708888965783896e-06,3.87231408645609e-06,1.0,1.0000000382829586,20
qwen3-235b,placebo,4,13,A2,84,0.4257470646326181,1.650671835200677e-05,0.4257470646326181,1.662832264803938e-05,1.0,1.000000084290643,20
qwen3-235b,placebo,4,13,A2,93,5.719879757675335e-06,4.4485758780575154e-08,5.719879757675335e-06,4.6430000592540455e-08,1.0,1.0000000013476458,20
qwen3-235b,placebo,4,13,A2,103,5.646875064367096e-06,4.874231750291276e-07,5.646875064367096e-06,5.122939880453616e-07,1.0,1.00000001723914,20
qwen3-235b,placebo,4,13,A2,109,1.1704648974305965e-06,1.3857005835367464e-07,1.1704648974305965e-06,1.4537595544461827e-07,1.0,1.0000000047174888,20
qwen3-235b,placebo,4,13,A2,111,1.770299158067092e-06,3.94439919348824e-07,1.770299158067092e-06,4.1449553876659343e-07,1.0,1.0000000139015,20
qwen3-235b,placebo,4,13,A2,115,4.162727639208509e-05,1.1187309632211892e-05,4.162727639208509e-05,1.1160460738807393e-05,1.0,0.9999999813896211,20
qwen3-235b,placebo,4,13,A2,118,0.0015905435360604,9.59334521389493e-05,0.0015905435360604,9.593907145884393e-05,1.0,1.0000000038952748,20
qwen3-235b,placebo,4,13,A2,122,9.11393844239251e-06,1.709235888920523e-07,9.11393844239251e-06,1.7910565077743491e-07,1.0,1.0000000056713738,20
qwen3-235b,placebo,4,13,A2,126,1.9978298084212044e-06,1.0602444178448485e-07,1.9978298084212044e-06,1.111128707343221e-07,1.0,1.0000000035270304,20
qwen3-235b,placebo,4,13,A2,127,2.169811823724909e-06,1.0602444178448485e-07,2.169811823724909e-06,1.111128707343221e-07,1.0,1.0000000035270304,20
qwen3-235b,placebo,4,13,A2,135,7.954789372654014e-06,7.315725712363505e-07,7.954789372654014e-06,7.696724949261022e-07,1.0,1.0000000264088684,20
qwen3-235b,placebo,4,13,A2,150,0.0875194999164545,0.0034861994375241516,0.0875194999164545,0.003486158153897456,1.0,0.9999999713150552,20
qwen3-235b,placebo,4,13,A2,154,1.1403830945214863e-05,5.310990580807443e-08,1.1403830945214863e-05,5.5599442535208576e-08,1.0,1.0000000017256154,20
qwen3-235b,placebo,4,13,A2,156,3.888613253315239e-06,1.0500977770891778e-07,3.888613253315239e-06,1.1000189469081538e-07,1.0,1.000000003460272,20
qwen3-235b,placebo,4,13,A2,157,1.9968151443456373e-06,1.0500977770891778e-07,1.9968151443456373e-06,1.1000189469081538e-07,1.0,1.000000003460272,20
qwen3-235b,placebo,4,13,A2,158,0.000294449194059,1.0500977770891778e-07,0.000294449194059,1.1000189469081538e-07,1.0,1.000000003460272,20
qwen3-235b,placebo,4,13,A2,164,5.227217054831567e-06,1.95955769796065e-06,5.227217054831567e-06,1.8877570170841936e-06,1.0,0.9999999502314941,20
qwen3-235b,placebo,4,13,A2,166,2.1388681731897337e-06,7.630089344714658e-07,2.1388681731897337e-06,8.037137102911262e-07,1.0,1.000000028214416,20
qwen3-235b,placebo,4,13,A2,167,2.226035987778555e-05,7.630089344714658e-07,2.226035987778555e-05,8.037137102911262e-07,1.0,1.000000028214416,20
qwen3-235b,placebo,4,13,A2,168,0.1977147904061512,7.630089344714658e-07,0.1977147904061512,8.037137102911262e-07,1.0,1.000000028214416,20
qwen3-235b,placebo,4,14,A1,6,0.0668991853380705,1.0791099769822623e-05,0.0668991853380705,1.0710551487032084e-05,1.0,0.9999999441677688,20
qwen3-235b,placebo,4,14,A1,12,2.121646920181112e-06,7.45787681462844e-07,2.121646920181112e-06,7.835433362416121e-07,1.0,1.0000000261702395,20
qwen3-235b,placebo,4,14,A1,33,5.9238856321196575e-06,5.924529985925417e-07,5.9238856321196575e-06,6.219713793368961e-07,1.0,1.000000020460591,20
qwen3-235b,placebo,4,14,A1,44,0.4671729159905621,1.1589462806225336e-06,0.4671729159905621,1.2196451897231574e-06,1.0,1.0000000420733124,18
qwen3-235b,placebo,4,14,A1,47,0.0013785999404421,0.0011777661496067031,0.0013785999404421,0.0011777626951437062,1.0,0.9999999976035924,20
qwen3-235b,placebo,4,14,A1,48,0.0012174925021542,0.0011777661496067031,0.0012174925021542,0.0011777626951437062,1.0,0.9999999976035924,20
qwen3-235b,placebo,4,14,A1,50,0.069104667590285,0.016270475089755522,0.069104667590285,0.016270511897707448,1.0,1.0000000258043455,20
qwen3-235b,placebo,4,14,A1,60,0.0064920086844811,0.0006249269075998348,0.0064920086844811,0.0006248941733385946,1.0,0.9999999773005067,20
qwen3-235b,placebo,4,14,A1,69,1.048607487601854e-06,1.671264852493231e-08,1.048607487601854e-06,1.745763610246638e-08,1.0,1.000000000516386,20
qwen3-235b,placebo,4,14,A1,79,1.216985987309532e-05,1.1630961807167659e-06,1.216985987309532e-05,1.2248142637252223e-06,1.0,1.0000000427797506,20
qwen3-235b,placebo,4,14,A1,104,1.7248236409988411e-06,5.000166654351712e-09,1.7248236409988411e-06,5.206266465626571e-09,1.0,1.0000000001428575,20
qwen3-235b,placebo,4,14,A1,119,7.236754648254889e-05,5.47095100769374e-06,7.236754648254889e-05,5.44226547344198e-06,1.0,0.9999999801166276,20
qwen3-235b,placebo,4,14,A1,120,0.2737931079375326,5.47095100769374e-06,0.2737931079375326,5.44226547344198e-06,1.0,0.9999999801166276,20
qwen3-235b,placebo,4,14,A1,122,0.4819290088923372,6.713581274643939e-08,0.4819290088923372,7.030211362865527e-08,1.0,1.0000000021947126,20
qwen3-235b,placebo,4,14,A1,161,0.025713917792317,2.658038888003909e-08,0.025713917792317,2.7846698227628336e-08,1.0,1.0000000008777388,20
qwen3-235b,placebo,4,14,A1,167,1.5850913359189556e-05,3.727235083450131e-07,1.5850913359189556e-05,3.9113261309804167e-07,1.0,1.0000000127602224,18
qwen3-235b,placebo,4,14,A1,173,0.157992243157191,0.15798949144264995,0.157992243157191,0.15798935651742724,1.0,0.9999998949757658,16
qwen3-235b,placebo,4,14,A1,182,1.5713588419092376e-06,1.954996031909698e-07,1.5713588419092376e-06,2.048153596585693e-07,1.0,1.0000000064571912,20
qwen3-235b,placebo,5,1,A1,4,8.831693970012971e-06,2.3263826769026143e-07,8.831693970012971e-06,2.4366303693444235e-07,1.0,1.000000007641789,20
qwen3-235b,placebo,5,1,A1,13,1.928425458642665e-06,5.525662199243971e-07,1.928425458642665e-06,5.804407013699376e-07,1.0,1.0000000193211258,20
qwen3-235b,placebo,5,1,A1,14,1.1903287259331186e-05,5.525662199243971e-07,1.1903287259331186e-05,5.804407013699376e-07,1.0,1.0000000193211258,20
qwen3-235b,placebo,5,1,A1,15,3.648244012532804e-06,5.525662199243971e-07,3.648244012532804e-06,5.804407013699376e-07,1.0,1.0000000193211258,20
qwen3-235b,placebo,5,1,A1,17,0.0004632328844925,0.0004609971153003209,0.0004632328844925,0.00046104964648639057,1.0,1.000000036423483,20
qwen3-235b,placebo,5,1,A1,18,0.0004628889206669,0.0004609971153003209,0.0004628889206669,0.00046104964648639057,1.0,1.000000036423483,20
qwen3-235b,placebo,5,1,A1,19,0.0074346267288682,0.0004609971153003209,0.0074346267288682,0.00046104964648639057,1.0,1.000000036423483,20
qwen3-235b,placebo,5,1,A2,7,0.4824411011660178,0.4824400692711787,0.4824411011660178,0.46913883366184056,1.0,0.9861956269919091,20
qwen3-235b,placebo,5,1,A2,8,0.4824400692711787,0.4824400692711787,0.4824400692711787,0.46913883366184056,1.0,0.9861956269919091,20
qwen3-235b,placebo,5,1,A2,9,0.4824412731482381,0.4824400692711787,0.4824412731482381,0.46913883366184056,1.0,0.9861956269919091,20
qwen3-235b,placebo,5,1,A2,15,3.415659693485213e-06,1.6958362191407234e-06,3.415659693485213e-06,1.7873746853735405e-06,1.0,1.0000000634497064,20
qwen3-235b,placebo,5,1,A2,17,8.07411336643635e-06,6.010325984495926e-06,8.07411336643635e-06,6.006434027626021e-06,1.0,0.9999999973022898,20
qwen3-235b,placebo,5,2,A1,3,0.3303548748548732,0.00073061316381557,0.3303548748548732,0.0007289268784643349,1.0,0.9999988305645179,20
qwen3-235b,placebo,5,2,A1,7,1.076795949482379,0.5495207105690965,1.076795949482379,0.5495205415451947,1.0,0.9999998107604643,20
qwen3-235b,placebo,5,2,A1,14,3.8188525464405685e-06,2.0990290720960787e-06,3.8188525464405685e-06,1.8467220516476118e-06,1.0,0.999999825113861,19
qwen3-235b,placebo,5,2,A1,40,1.481685101385954e-05,4.4980025077364645e-06,1.481685101385954e-05,4.421920223213438e-06,1.0,0.999999947263616,20
qwen3-235b,placebo,5,2,A1,48,0.008504838985253,2.7802188067718097e-07,0.008504838985253,2.9134232449232125e-07,1.0,1.00000000923303,20
qwen3-235b,placebo,5,2,A1,57,0.0003347039542903,8.295896233240011e-07,0.0003347039542903,8.76012975571284e-07,1.0,1.0000000321782347,20
qwen3-235b,placebo,5,2,A2,7,0.2362643009109066,0.0006228001021710652,0.2362643009109066,0.0006199542713534334,1.0,0.9999980265704239,20
qwen3-235b,placebo,5,2,A2,9,0.0927467413546263,0.001415206660123958,0.0927467413546263,0.0014151942459915666,1.0,0.99999999138673,20
qwen3-235b,placebo,5,2,A2,11,2.3305124397329657,1.8699280693869373,2.3305124397329657,1.8703598737518004,1.0,0.9989920348814033,20
qwen3-235b,placebo,5,2,A2,18,1.955090945075816e-06,4.072495680425486e-07,1.955090945075816e-06,4.275725362094492e-07,1.0,1.0000000140868122,20
qwen3-235b,placebo,5,2,A2,19,1.6111266274420365e-06,4.072495680425486e-07,1.6111266274420365e-06,4.275725362094492e-07,1.0,1.0000000140868122,20
qwen3-235b,placebo,5,2,A2,25,6.000662661460175e-06,1.8730967543918088e-06,6.000662661460175e-06,1.9758942893071176e-06,1.0,1.0000000712539165,20
qwen3-235b,placebo,5,2,A2,38,0.5259515225720158,1.2220003801022265e-06,0.5259515225720158,1.289722206991689e-06,1.0,1.0000000469412342,20
qwen3-235b,placebo,5,2,A2,55,1.2524645468514022e-06,2.2056970777448038e-07,1.2524645468514022e-06,2.3198471718351316e-07,1.0,1.0000000079122828,20
qwen3-235b,placebo,5,2,A2,63,0.0471056398856589,0.04709377322890631,0.0471056398856589,0.047093775093036326,1.0,1.0000000013357182,20
qwen3-235b,placebo,5,2,A2,64,0.0476527357463826,0.04709377322890631,0.0476527357463826,0.047093775093036326,1.0,1.0000000013357182,20
qwen3-235b,placebo,5,2,A2,77,1.5286565718554046e-05,1.7001285451782462e-06,1.5286565718554046e-05,1.7940733010485053e-06,1.0,1.0000000651176215,20
qwen3-235b,placebo,5,2,A2,93,0.0058715414804448,4.256594863609316e-08,0.0058715414804448,4.448240328932332e-08,1.0,1.0000000013283852,20
qwen3-235b,placebo,5,2,A2,95,3.128731488742697e-06,3.3053696134290207e-08,3.128731488742697e-06,3.454294313327018e-08,1.0,1.0000000010322674,20
qwen3-235b,placebo,5,2,A2,105,3.0335742056424457e-06,1.0987801830024071e-07,3.0335742056424457e-06,1.149652334582807e-07,1.0,1.0000000035261891,20
qwen3-235b,placebo,5,2,A2,109,0.662389774966868,0.4203212618597407,0.662389774966868,0.4202298500253254,1.0,0.9999105909894681,20
qwen3-235b,placebo,5,2,A2,118,0.5143664234131726,0.014153314050811553,0.5143664234131726,0.014153192773763994,1.0,0.9999999151043052,20
qwen3-235b,placebo,5,2,A2,122,0.7597212814005682,0.2301620981648119,0.7597212814005682,0.2301619884697578,1.0,0.9999999095323135,20
qwen3-235b,placebo,5,4,A2,4,1.03420925824514,1.0341722833978582,1.03420925824514,1.033906473293682,1.0,0.9993490134343018,20
qwen3-235b,placebo,5,4,A2,5,1.5074409007017762,1.0341722833978582,1.5074409007017762,1.033906473293682,1.0,0.9993490134343018,20
qwen3-235b,placebo,5,4,A2,14,0.475964986947288,0.0009160122264614513,0.475964986947288,0.0009160562495415467,1.0,1.0000000305338612,20
qwen3-235b,placebo,5,4,A2,15,0.0125188722906935,0.0009160122264614513,0.0125188722906935,0.0009160562495415467,1.0,1.0000000305338612,20
qwen3-235b,placebo,5,4,A2,18,2.7183683672906445e-05,2.185225103937933e-05,2.7183683672906445e-05,2.1887884975788014e-05,1.0,1.000000024699937,20
qwen3-235b,placebo,5,4,A2,26,0.0268711557348252,2.1705781353802755e-05,0.0268711557348252,2.142624176455734e-05,1.0,0.9999998062350254,20
qwen3-235b,placebo,5,4,A2,32,0.1030494270546637,1.495909604394215e-07,0.1030494270546637,1.5708885294729423e-07,1.0,1.0000000051971436,20
qwen3-235b,placebo,5,4,A2,35,0.3500028259880698,6.121176567496348e-07,0.3500028259880698,6.447017286638049e-07,1.0,1.0000000225855674,20
qwen3-235b,placebo,5,4,A2,40,0.0257264988954441,4.464218899049011e-06,0.0257264988954441,4.560269976510639e-06,1.0,1.0000000665777418,20
qwen3-235b,placebo,5,4,A2,43,0.9888279132354334,0.9888167344930471,0.9888279132354334,0.9888167416058986,1.0,1.0000000156712743,20
qwen3-235b,placebo,5,4,A2,44,1.04963111498086,0.9888167344930471,1.04963111498086,0.9888167416058986,1.0,1.0000000156712743,20
qwen3-235b,placebo,5,4,A2,47,3.1740849505624414e-06,7.663338250410506e-07,3.1740849505624414e-06,8.088540055756379e-07,1.0,1.0000000294727593,20
qwen3-235b,placebo,5,4,A2,53,0.0035633085789767,1.6910124353198614e-08,0.0035633085789767,1.7641829243137775e-08,1.0,1.0000000005071792,20
qwen3-235b,placebo,5,4,A2,57,2.153252684728837e-06,4.3342921038434774e-07,2.153252684728837e-06,4.5487541544536563e-07,1.0,1.0000000148653811,20
qwen3-235b,placebo,5,4,A2,58,4.04505124473917e-06,4.3342921038434774e-07,4.04505124473917e-06,4.5487541544536563e-07,1.0,1.0000000148653811,20
qwen3-235b,placebo,5,4,A2,61,1.369916035418618e-05,4.240207409312924e-06,1.369916035418618e-05,4.322984788545567e-06,1.0,1.0000000573770773,20
qwen3-235b,placebo,5,4,A2,62,6.819940263111626e-06,4.240207409312924e-06,6.819940263111626e-06,4.322984788545567e-06,1.0,1.0000000573770773,20
qwen3-235b,placebo,5,4,A2,72,0.000164736462774,1.702605967120633e-05,0.000164736462774,1.7061906273898874e-05,1.0,1.0000000248472651,20
qwen3-235b,placebo,5,4,A2,76,0.0016914538324988,1.9465150817239344e-06,0.0016914538324988,1.8778421695530537e-06,1.0,0.9999999523995015,20
qwen3-235b,placebo,5,4,A2,84,4.081676316462307e-05,7.464748367890145e-07,4.081676316462307e-05,7.878387718564342e-07,1.0,1.0000000286713102,20
qwen3-235b,placebo,5,4,A2,88,0.491438373663242,0.048582823179662955,0.491438373663242,0.04858274514659358,1.0,0.9999999440266958,20
qwen3-235b,placebo,5,4,A2,90,0.0641746490811304,0.004071561112795687,0.0641746490811304,0.004071771600079865,1.0,1.0000001463115975,20
qwen3-235b,placebo,5,4,A2,96,0.000133056727239,2.8846537465238132e-05,0.000133056727239,2.8764468818469134e-05,1.0,0.999999943113213,20
qwen3-235b,placebo,5,4,A2,103,0.0099289721676621,2.8277098135641828e-06,0.0099289721676621,2.820640298372789e-06,1.0,0.9999999950997759,20
qwen3-235b,placebo,5,4,A2,106,0.0005948436881049,6.670070065651743e-07,0.0005948436881049,7.019415502522745e-07,1.0,1.000000024214792,20
qwen3-235b,placebo,5,4,A2,107,0.0005216640363826,6.670070065651743e-07,0.0005216640363826,7.019415502522745e-07,1.0,1.000000024214792,20
qwen3-235b,placebo,5,4,A2,113,0.2046986405016286,0.06855820544397749,0.2046986405016286,0.06855831499596149,1.0,1.0000000797242206,20
qwen3-235b,placebo,5,4,A2,115,0.1161548813098114,0.016315246446328195,0.1161548813098114,0.01631515655413244,1.0,0.9999999369787813,20
