model,condition,seed,turn,JS_bits,roll_corr5
llama-3.3-70b,base,20,21,0.00011278163959561888,-0.45174003962207016
llama-3.3-70b,base,20,22,0.0,-0.04652061013604189
llama-3.3-70b,base,20,23,1.931958638672917e-05,0.6849813945862568
llama-3.3-70b,base,20,24,0.0,0.7061030502656914
llama-3.3-70b,base,20,25,5.432150012324861e-06,0.6444150322687323
llama-3.3-70b,base,20,26,0.0,0.9887471106162058
llama-3.3-70b,base,20,27,0.0042127267432149175,0.9464703417452888
llama-3.3-70b,base,20,28,0.0,0.9818356787846209
llama-3.3-70b,base,20,29,3.259927612458464e-05,0.9794117839639546
llama-3.3-70b,base,20,30,0.0,0.9813270462006884
llama-3.3-70b,placebo,1,1,0.0,
llama-3.3-70b,placebo,1,2,0.17262613749211367,
llama-3.3-70b,placebo,1,3,0.0,
llama-3.3-70b,placebo,1,4,0.07336686497133527,0.9896219080141851
llama-3.3-70b,placebo,1,5,0.0,0.9911005705497742
llama-3.3-70b,placebo,1,6,5.0870695394159115e-06,0.9864928302897198
llama-3.3-70b,placebo,1,7,0.0,0.9993294010976497
llama-3.3-70b,placebo,1,8,6.462170464336162e-06,0.6612374165602201
llama-3.3-70b,placebo,1,10,4.281187888451876e-05,0.53368280139218
llama-3.3-70b,placebo,1,11,1.5804294704338028e-10,0.49518012146382456
llama-3.3-70b,placebo,1,12,0.009771127068919111,-0.013083550018180278
llama-3.3-70b,placebo,1,14,3.4579730453153105e-05,-0.9646348583846411
llama-3.3-70b,placebo,1,15,0.007016524620863646,-0.8875198744825293
llama-3.3-70b,placebo,1,16,0.00011134225450407238,-0.9835281862188313
llama-3.3-70b,placebo,1,17,0.0,-0.9860044309879042
llama-3.3-70b,placebo,1,18,0.002211110225011789,-0.9842070358973201
llama-3.3-70b,placebo,1,19,0.0,-0.9407839570989464
llama-3.3-70b,placebo,1,20,0.006575087876155241,-0.9400763641496486
llama-3.3-70b,placebo,1,22,0.0,-0.5564523044026998
llama-3.3-70b,placebo,1,23,0.00048647436080467897,0.31557264480804875
llama-3.3-70b,placebo,1,24,0.0,0.5613106921872337
llama-3.3-70b,placebo,1,26,0.0,0.9999997816088696
llama-3.3-70b,placebo,1,27,0.17022885288956152,0.9639140921620118
llama-3.3-70b,placebo,1,29,6.79868505963409e-05,
llama-3.3-70b,placebo,2,1,0.0,
llama-3.3-70b,placebo,2,2,1.1562692883410877e-10,
llama-3.3-70b,placebo,2,3,0.0,
llama-3.3-70b,placebo,2,4,0.040752024777268935,0.9118941477479419
llama-3.3-70b,placebo,2,5,0.0,0.9236565362008847
llama-3.3-70b,placebo,2,7,0.0,0.9999996008478069
llama-3.3-70b,placebo,2,8,0.000291405764056439,0.9512834358030581
llama-3.3-70b,placebo,2,9,0.0,0.9999995920763584
llama-3.3-70b,placebo,2,10,0.0,0.9938293747368049
llama-3.3-70b,placebo,2,13,0.0,
llama-3.3-70b,placebo,2,14,0.0024103083955058294,
llama-3.3-70b,placebo,2,15,0.0,
llama-3.3-70b,placebo,2,16,0.0,0.5666346761276104
llama-3.3-70b,placebo,2,17,1.0,0.5666346761276104
llama-3.3-70b,placebo,2,18,1.0,
llama-3.3-70b,placebo,2,19,1.0,
llama-3.3-70b,placebo,2,20,1.0,
llama-3.3-70b,placebo,2,21,1.0,
llama-3.3-70b,placebo,2,22,1.0,
llama-3.3-70b,placebo,2,23,1.0,
llama-3.3-70b,placebo,2,24,1.0,
llama-3.3-70b,placebo,2,25,1.0,
llama-3.3-70b,placebo,2,26,1.0,
llama-3.3-70b,placebo,2,27,1.0,
llama-3.3-70b,placebo,2,28,1.0,
llama-3.3-70b,placebo,2,29,1.0,
llama-3.3-70b,placebo,2,30,1.0,
llama-3.3-70b,placebo,3,1,0.0,
llama-3.3-70b,placebo,3,2,1.3947287260967785e-10,
llama-3.3-70b,placebo,3,4,6.981066715482844e-06,
llama-3.3-70b,placebo,3,5,0.0,0.7928812351338403
llama-3.3-70b,placebo,3,6,0.016375306398548835,0.7082822654367663
llama-3.3-70b,placebo,3,9,0.0,
llama-3.3-70b,placebo,3,10,0.13494235184957762,
llama-3.3-70b,placebo,3,11,0.0,
llama-3.3-70b,placebo,3,12,0.9514878543830372,0.9818611283307174
llama-3.3-70b,placebo,3,13,0.0,0.9848284455849011
llama-3.3-70b,placebo,3,14,0.03888558715408735,0.9879957273577945
llama-3.3-70b,placebo,3,15,0.0,0.9895730564243145
llama-3.3-70b,placebo,3,16,0.0009578429918599613,0.9298896554100288
llama-3.3-70b,placebo,3,17,0.0,0.9411920792823041
llama-3.3-70b,placebo,3,18,0.10570413958144004,0.9301801410897914
llama-3.3-70b,placebo,3,19,0.0,0.9843388754616446
llama-3.3-70b,placebo,3,20,0.15145285087832322,0.9226019237013063
llama-3.3-70b,placebo,3,22,0.0,0.5185880347281491
llama-3.3-70b,placebo,3,24,1.0,
llama-3.3-70b,placebo,3,25,1.0,
llama-3.3-70b,placebo,3,26,1.0,
llama-3.3-70b,placebo,3,27,1.0,
llama-3.3-70b,placebo,3,28,1.0,
llama-3.3-70b,placebo,3,29,1.0,
llama-3.3-70b,placebo,4,1,0.0,
llama-3.3-70b,placebo,4,3,0.0,
llama-3.3-70b,placebo,4,4,3.1119515246705224e-11,
llama-3.3-70b,placebo,4,5,0.0,0.999999636554353
llama-3.3-70b,placebo,4,6,0.06981597075261081,0.9972656996419552
llama-3.3-70b,placebo,4,7,0.0,0.9977166656142065
llama-3.3-70b,placebo,4,8,0.0010887482501166744,0.9700270056663732
llama-3.3-70b,placebo,4,9,0.0,0.9743248339995796
llama-3.3-70b,placebo,4,10,1.371716827793435e-05,0.8988442421081303
llama-3.3-70b,placebo,4,11,5.983389702378523e-05,0.7260939920730408
llama-3.3-70b,placebo,4,13,0.0,0.6481193432509036
llama-3.3-70b,placebo,4,14,1.0275324714216448e-05,0.42723732805889536
llama-3.3-70b,placebo,4,15,0.0,0.45851271099825797
llama-3.3-70b,placebo,4,16,0.0048795113335006485,0.8886632201795329
llama-3.3-70b,placebo,4,18,0.0,0.5692940749790008
llama-3.3-70b,placebo,4,19,0.1453273306033217,0.35338469596939265
llama-3.3-70b,placebo,4,20,0.0012085158900717024,-0.170558473650869
llama-3.3-70b,placebo,4,21,0.0,-0.9418249310332847
llama-3.3-70b,placebo,4,22,0.01798855963315517,-0.9500563292537804
llama-3.3-70b,placebo,4,23,0.0,-0.9345408258710591
llama-3.3-70b,placebo,4,24,0.0,-0.985056180026768
llama-3.3-70b,placebo,4,26,0.0014394597732637915,-0.9860652201664738
llama-3.3-70b,placebo,4,27,2.952639935792246e-10,-0.8325110097464755
llama-3.3-70b,placebo,4,28,0.0,-0.7947805088702223
llama-3.3-70b,placebo,4,29,0.0,-0.7080606231433098
llama-3.3-70b,placebo,4,30,1.0,-0.7080606231433098
llama-3.3-70b,placebo,5,1,0.0,
llama-3.3-70b,placebo,5,2,0.19113015361985558,
llama-3.3-70b,placebo,5,3,0.0,
llama-3.3-70b,placebo,5,4,0.1298469882672903,0.9393018044884848
llama-3.3-70b,placebo,5,5,0.0,0.9464730917015606
llama-3.3-70b,placebo,5,6,0.13839469916871155,0.8747484789533486
llama-3.3-70b,placebo,5,7,0.0,0.9533282735689269
llama-3.3-70b,placebo,5,8,0.008177902889237513,0.6551277660737659
llama-3.3-70b,placebo,5,9,0.04928246543029426,0.03870359506896166
llama-3.3-70b,placebo,5,10,0.02336455614105117,-0.16266861580809922
llama-3.3-70b,placebo,5,11,0.011223538292648445,-0.6402814345907388
llama-3.3-70b,placebo,5,12,1.4846801997765938e-10,-0.9305427827194158
llama-3.3-70b,placebo,5,13,0.001782366975499772,-0.9581730473467271
llama-3.3-70b,placebo,5,14,0.010849748451610302,-0.9098166024429309
llama-3.3-70b,placebo,5,15,0.012483020106876292,-0.9201566576422968
llama-3.3-70b,placebo,5,16,0.006386241171779135,-0.9329976238607623
llama-3.3-70b,placebo,5,17,0.0,-0.9827758582315136
llama-3.3-70b,placebo,5,18,0.0,-0.9268059815249445
llama-3.3-70b,placebo,5,20,3.5622229849358447e-06,-0.7209953041459821
llama-3.3-70b,placebo,5,21,0.0,-0.22489170299522565
llama-3.3-70b,placebo,5,22,0.006187140093420814,0.5529364320581023
llama-3.3-70b,placebo,5,23,0.0,0.7175502968817661
llama-3.3-70b,placebo,5,24,0.0,0.7262643669509294
llama-3.3-70b,placebo,5,25,0.0,0.9868038544754452
llama-3.3-70b,placebo,5,26,0.034747885904740594,0.9756525217506108
llama-3.3-70b,placebo,5,27,0.0,0.9995489149716288
llama-3.3-70b,placebo,5,28,0.0017279220026333595,0.8882699465586215
llama-3.3-70b,placebo,5,29,0.0,0.9162157993173358
llama-3.3-70b,placebo,5,30,0.0,0.8720110691898157
llama-3.3-70b,placebo,6,2,1.2308469292186823e-10,
llama-3.3-70b,placebo,6,3,0.3383050003987531,
llama-3.3-70b,placebo,6,4,0.16956220542668565,
llama-3.3-70b,placebo,6,5,0.07882968843411725,-0.8337235221869292
llama-3.3-70b,placebo,6,6,0.051193525165685344,-0.7359952584509748
llama-3.3-70b,placebo,6,7,0.0,-0.9138366484307963
llama-3.3-70b,placebo,6,8,1.6304695626426048e-05,-0.8795399239512194
llama-3.3-70b,placebo,6,9,0.12220603425313166,-0.9153168371332482
llama-3.3-70b,placebo,6,10,2.6467923652256522e-05,-0.820278978702995
llama-3.3-70b,placebo,6,11,0.0,-0.9459115397711203
llama-3.3-70b,placebo,6,12,0.0,-0.9470540004239407
llama-3.3-70b,placebo,6,13,8.799559376422205e-06,-0.7189094961741679
llama-3.3-70b,placebo,6,14,1.0,-0.6071872175390313
llama-3.3-70b,placebo,6,15,1.0,
llama-3.3-70b,placebo,6,16,1.0,
llama-3.3-70b,placebo,6,17,1.0,
llama-3.3-70b,placebo,6,18,1.0,
llama-3.3-70b,placebo,6,19,1.0,
llama-3.3-70b,placebo,6,20,1.0,
llama-3.3-70b,placebo,6,21,1.0,
llama-3.3-70b,placebo,6,22,1.0,
llama-3.3-70b,placebo,6,23,1.0,
llama-3.3-70b,placebo,6,24,1.0,
llama-3.3-70b,placebo,6,25,1.0,
llama-3.3-70b,placebo,6,26,1.0,
llama-3.3-70b,placebo,6,27,1.0,
llama-3.3-70b,placebo,7,1,0.0,
llama-3.3-70b,placebo,7,2,0.0002763765847355169,
llama-3.3-70b,placebo,7,3,0.0,
llama-3.3-70b,placebo,7,4,0.2451732718281691,0.932130359893801
llama-3.3-70b,placebo,7,5,0.0,0.9399213144729736
llama-3.3-70b,placebo,7,6,0.0007181920819033378,0.9634553912912
llama-3.3-70b,placebo,7,7,0.0,0.9963711654332804
llama-3.3-70b,placebo,7,9,0.0,0.9999999071703038
llama-3.3-70b,placebo,7,10,3.3723216450597384e-05,0.9959226436485493
llama-3.3-70b,placebo,7,11,0.0,0.9999985947014906
llama-3.3-70b,placebo,7,12,0.0013605196244253063,0.666877027652305
llama-3.3-70b,placebo,7,13,0.0,0.7086476630355756
llama-3.3-70b,placebo,7,14,0.00022118570600721362,0.7557104286625025
llama-3.3-70b,placebo,7,15,0.0,0.854559965331514
llama-3.3-70b,placebo,7,16,0.00014340355737434875,0.7534553431580099
llama-3.3-70b,placebo,7,17,0.0,0.9650744254426531
llama-3.3-70b,placebo,7,19,0.0,0.9999993371837587
llama-3.3-70b,placebo,7,21,9.156163053163378e-06,
llama-3.3-70b,placebo,7,22,0.0,
llama-3.3-70b,placebo,7,23,0.0,-0.568415035562193
llama-3.3-70b,placebo,7,24,0.0,-0.9631149360825196
llama-3.3-70b,placebo,7,25,0.0,-0.9684440875953775
llama-3.3-70b,placebo,7,26,0.0,-0.9736734000627322
llama-3.3-70b,placebo,7,27,1.0,-0.9971882040833694
llama-3.3-70b,placebo,8,1,0.0,
llama-3.3-70b,placebo,8,2,0.21425984443272633,
llama-3.3-70b,placebo,8,3,0.0,
llama-3.3-70b,placebo,8,4,0.00456837910449058,0.9967775567198712
llama-3.3-70b,placebo,8,5,0.0,0.9970583243317112
llama-3.3-70b,placebo,8,6,0.0,0.8886878317540491
llama-3.3-70b,placebo,8,7,2.1601989103299827e-10,0.8248235266099113
llama-3.3-70b,placebo,8,8,0.03404656423032758,0.5256641982711276
llama-3.3-70b,placebo,8,9,1.3530245313893096e-05,-0.585908780877273
llama-3.3-70b,placebo,8,10,0.0,-0.8135017114806572
llama-3.3-70b,placebo,8,11,0.0004839716106805314,-0.8199073917925035
llama-3.3-70b,placebo,8,12,0.0,-0.888636375070018
llama-3.3-70b,placebo,8,13,0.000287871650573788,-0.8807343246666518
llama-3.3-70b,placebo,8,14,0.0031877993800209425,-0.8793049646085437
llama-3.3-70b,placebo,8,15,0.0,-0.9764117196802475
llama-3.3-70b,placebo,8,17,0.0,-0.9263834622590051
llama-3.3-70b,placebo,8,19,0.0,
llama-3.3-70b,placebo,8,21,4.225553193231875e-06,
llama-3.3-70b,placebo,8,22,0.0,
llama-3.3-70b,placebo,8,23,0.0,0.5513339113924265
llama-3.3-70b,placebo,8,24,0.0,0.8604941479168163
llama-3.3-70b,placebo,8,25,1.0,0.8604941479168163
llama-3.3-70b,placebo,8,26,1.0,
llama-3.3-70b,placebo,8,27,1.0,
llama-3.3-70b,placebo,9,1,0.0,
llama-3.3-70b,placebo,9,3,0.0,
llama-3.3-70b,placebo,9,4,0.021233134352294493,
llama-3.3-70b,placebo,9,5,0.0,0.9999997764471452
llama-3.3-70b,placebo,9,6,0.13621616464470454,0.7794991811313758
llama-3.3-70b,placebo,9,7,0.0,0.8127433332272821
llama-3.3-70b,placebo,9,9,0.0,0.9999997412350375
llama-3.3-70b,placebo,9,10,0.008490158813084347,0.9857198411614692
llama-3.3-70b,placebo,9,11,0.0,0.9999998516576621
llama-3.3-70b,placebo,9,12,7.734375741248168e-06,0.8687444561261907
llama-3.3-70b,placebo,9,13,0.0,0.8892478022442022
llama-3.3-70b,placebo,9,14,0.011108535654390845,0.9026716628259819
llama-3.3-70b,placebo,9,15,0.0,0.9874342493266012
llama-3.3-70b,placebo,9,16,0.0017395792030931183,0.841235606564265
llama-3.3-70b,placebo,9,17,0.0,0.9155973365536588
llama-3.3-70b,placebo,9,18,0.0,0.8245678079231453
llama-3.3-70b,placebo,9,19,1.0,0.964730518447184
llama-3.3-70b,placebo,9,20,1.0,
llama-3.3-70b,placebo,9,21,1.0,
llama-3.3-70b,placebo,9,22,1.0,
llama-3.3-70b,placebo,9,23,1.0,
llama-3.3-70b,placebo,9,24,1.0,
llama-3.3-70b,placebo,9,25,1.0,
llama-3.3-70b,placebo,9,26,1.0,
llama-3.3-70b,placebo,9,27,1.0,
llama-3.3-70b,placebo,9,28,1.0,
llama-3.3-70b,placebo,9,29,1.0,
llama-3.3-70b,placebo,9,30,1.0,
llama-3.3-70b,placebo,10,1,0.0,
llama-3.3-70b,placebo,10,2,1.9063687901024175e-10,
llama-3.3-70b,placebo,10,4,0.01717538343579018,
llama-3.3-70b,placebo,10,5,0.004293086586575739,0.07747882646712416
llama-3.3-70b,placebo,10,6,0.01844911153347497,-0.5656157451069809
llama-3.3-70b,placebo,10,7,0.07019318621163537,-0.7558397793354064
llama-3.3-70b,placebo,10,8,0.011061215264742743,-0.7846848925043285
llama-3.3-70b,placebo,10,9,3.805625567273913e-05,-0.7461046449773427
llama-3.3-70b,placebo,10,10,0.0,-0.7786712636022122
llama-3.3-70b,placebo,10,11,0.00026056485554483313,-0.7485956862584257
llama-3.3-70b,placebo,10,12,0.14462413781831177,-0.8821140673578307
llama-3.3-70b,placebo,10,14,0.0,-0.5116623645163525
llama-3.3-70b,placebo,10,15,0.00013171221437057877,-0.4307926476643683
llama-3.3-70b,placebo,10,17,0.024897018405322595,
llama-3.3-70b,placebo,10,19,0.021455928239721526,
llama-3.3-70b,placebo,10,20,0.0,
llama-3.3-70b,placebo,10,21,0.0,-0.899742420163202
llama-3.3-70b,placebo,10,22,0.0006123254491269751,-0.7575591390301595
llama-3.3-70b,placebo,10,23,0.0,-0.33949574101522195
llama-3.3-70b,placebo,10,24,3.702824429272593e-06,-0.3583114768821963
llama-3.3-70b,placebo,10,25,1.0,-0.16534902438166157
llama-3.3-70b,placebo,11,1,0.0,
llama-3.3-70b,placebo,11,2,0.223949464806385,
llama-3.3-70b,placebo,11,3,0.0,
llama-3.3-70b,placebo,11,4,0.10999130074744884,0.7943944412930876
llama-3.3-70b,placebo,11,5,0.0,0.8254974563881037
llama-3.3-70b,placebo,11,6,0.0032508479840890276,0.702883364540316
llama-3.3-70b,placebo,11,7,0.0,0.7385170801758089
llama-3.3-70b,placebo,11,8,8.131306688195219e-05,0.7626431359635947
llama-3.3-70b,placebo,11,9,0.0,0.9989862913847968
llama-3.3-70b,placebo,11,10,0.007728251047468429,0.9950863096321422
llama-3.3-70b,placebo,11,11,0.0,0.99839711547784
llama-3.3-70b,placebo,11,12,0.002241514909277353,0.9932542504743652
llama-3.3-70b,placebo,11,13,0.0,0.9920192117134355
llama-3.3-70b,placebo,11,14,0.0,0.9480187539541942
llama-3.3-70b,placebo,11,15,0.0003525670365198772,0.5701341568797427
llama-3.3-70b,placebo,11,16,0.005735111211500586,-0.11122844447196234
llama-3.3-70b,placebo,11,17,0.001664986217874068,-0.3601747162502092
llama-3.3-70b,placebo,11,18,0.21063667798853858,-0.8090763781869301
llama-3.3-70b,placebo,11,19,0.0010540159577613487,-0.9586251535171791
llama-3.3-70b,placebo,11,20,0.24764315643381446,-0.9645590117107163
llama-3.3-70b,placebo,11,21,0.0,-0.9464902317250352
llama-3.3-70b,placebo,11,22,0.2582335792027911,-0.949500574364242
llama-3.3-70b,placebo,11,23,0.17510356209434397,-0.9303641584527131
llama-3.3-70b,placebo,11,24,0.0,-0.8799852479666936
llama-3.3-70b,placebo,11,25,0.00330534783936901,-0.9033513938959079
llama-3.3-70b,placebo,11,26,0.0002982136456514464,-0.9682170302525199
llama-3.3-70b,placebo,11,27,4.571867198544427e-05,-0.9874604386858342
llama-3.3-70b,placebo,11,28,0.0,-0.8620246605613114
llama-3.3-70b,placebo,11,29,0.0,-0.7546933267236835
llama-3.3-70b,placebo,11,30,1.0,-0.7136248861270227
llama-3.3-70b,placebo,12,1,0.0,
llama-3.3-70b,placebo,12,2,0.24049991118654634,
llama-3.3-70b,placebo,12,3,0.9999929858093521,
llama-3.3-70b,placebo,12,4,0.057057771760718294,0.9543272861830551
llama-3.3-70b,placebo,12,5,0.0,0.9614602421790704
llama-3.3-70b,placebo,12,6,0.12756424944154723,0.8884813271212889
llama-3.3-70b,placebo,12,7,0.0,0.8906049138504814
llama-3.3-70b,placebo,12,8,0.0026620653032933183,0.7807582566187448
llama-3.3-70b,placebo,12,9,0.0,0.816221038917806
llama-3.3-70b,placebo,12,10,6.85176750186292e-06,0.7690921359220564
llama-3.3-70b,placebo,12,11,0.0,0.9910640416996087
llama-3.3-70b,placebo,12,12,0.047540839410291906,0.9898943645970969
llama-3.3-70b,placebo,12,13,0.0,0.9999967253800937
llama-3.3-70b,placebo,12,14,0.002354082162171328,0.9130403616893618
llama-3.3-70b,placebo,12,15,0.0,0.911389745280973
llama-3.3-70b,placebo,12,16,1.0,0.8980208419095755
llama-3.3-70b,placebo,12,17,1.0,
llama-3.3-70b,placebo,12,18,1.0,
llama-3.3-70b,placebo,12,19,1.0,
llama-3.3-70b,placebo,12,20,1.0,
llama-3.3-70b,placebo,12,21,1.0,
llama-3.3-70b,placebo,12,22,1.0,
llama-3.3-70b,placebo,12,23,1.0,
llama-3.3-70b,placebo,12,24,1.0,
llama-3.3-70b,placebo,12,25,1.0,
llama-3.3-70b,placebo,12,26,1.0,
llama-3.3-70b,placebo,12,27,1.0,
llama-3.3-70b,placebo,12,28,1.0,
llama-3.3-70b,placebo,12,29,1.0,
llama-3.3-70b,placebo,12,30,1.0,
llama-3.3-70b,placebo,13,1,0.0,
llama-3.3-70b,placebo,13,2,0.21425984438293932,
llama-3.3-70b,placebo,13,3,0.0,
llama-3.3-70b,placebo,13,4,0.13140483307633694,0.8830688993211597
llama-3.3-70b,placebo,13,5,0.0,0.8952411795272328
llama-3.3-70b,placebo,13,6,0.09017196298220932,0.7849253934392273
llama-3.3-70b,placebo,13,8,0.025799767730361467,0.6509840644413619
llama-3.3-70b,placebo,13,9,0.020077791810945975,0.2611672738335743
llama-3.3-70b,placebo,13,10,0.08100507244480162,-0.38684561527563155
llama-3.3-70b,placebo,13,11,2.3692498594181315e-05,-0.9321493479096101
llama-3.3-70b,placebo,13,12,0.14310177449222858,-0.9426028094026441
llama-3.3-70b,placebo,13,13,0.0172271814956311,-0.9018706126586903
llama-3.3-70b,placebo,13,14,0.014394884873564467,-0.9376771595979806
llama-3.3-70b,placebo,13,15,0.009036771304755527,-0.8364426451063023
llama-3.3-70b,placebo,13,16,0.002320683218349439,-0.8433297901386252
llama-3.3-70b,placebo,13,17,0.00013752969802738145,-0.8836877580672562
llama-3.3-70b,placebo,13,18,0.0,-0.9728700749509136
llama-3.3-70b,placebo,13,19,0.0158251912078907,-0.8022189138962481
llama-3.3-70b,placebo,13,20,0.0,-0.25291694738241965
llama-3.3-70b,placebo,13,21,0.0,-0.11530971803447747
llama-3.3-70b,placebo,13,22,0.0008361441033194854,0.23410862636044713
llama-3.3-70b,placebo,13,23,0.0,0.32278169817214014
llama-3.3-70b,placebo,13,24,1.0,0.2586683387045947
llama-3.3-70b,placebo,13,25,1.0,
llama-3.3-70b,placebo,13,26,1.0,
llama-3.3-70b,placebo,13,27,1.0,
llama-3.3-70b,placebo,13,28,1.0,
llama-3.3-70b,placebo,13,29,1.0,
llama-3.3-70b,placebo,13,30,1.0,
llama-3.3-70b,placebo,14,1,0.0,
llama-3.3-70b,placebo,14,2,9.585821002379481e-11,
llama-3.3-70b,placebo,14,3,0.0,
llama-3.3-70b,placebo,14,5,4.782462749447191e-06,-0.18811117529936044
llama-3.3-70b,placebo,14,6,0.0001888218785342859,-0.5237792618303748
llama-3.3-70b,placebo,14,7,0.00036525569284245174,-0.5571500224951591
llama-3.3-70b,placebo,14,8,5.92415594984465e-06,-0.9465507885880962
llama-3.3-70b,placebo,14,9,0.000565749979405451,-0.9534603909311036
llama-3.3-70b,placebo,14,11,0.0018770210827165257,-0.9881334729566552
llama-3.3-70b,placebo,14,12,0.0,-0.9786845008037205
llama-3.3-70b,placebo,14,13,0.00030127622394479615,-0.9049938425759225
llama-3.3-70b,placebo,14,14,0.0,-0.87546225455428
llama-3.3-70b,placebo,14,15,1.580428637583627e-10,-0.7245242436307201
llama-3.3-70b,placebo,14,16,0.0,-0.719519138636102
llama-3.3-70b,placebo,14,17,0.0005030003310829226,-0.7915245482898541
llama-3.3-70b,placebo,14,19,0.0,-0.4556718814306159
llama-3.3-70b,placebo,14,20,0.000662445211132048,-0.24576520602707985
llama-3.3-70b,placebo,14,21,0.0,0.2365418021719864
llama-3.3-70b,placebo,14,22,0.0004576733962868157,0.9158476053657495
llama-3.3-70b,placebo,14,23,0.0,0.9285075135186985
llama-3.3-70b,placebo,14,24,0.0036745126424283076,0.8052287061243645
llama-3.3-70b,placebo,14,25,0.0,0.9213889747675855
llama-3.3-70b,placebo,14,26,0.0010350482672584111,0.8639486042730236
llama-3.3-70b,placebo,14,27,0.0,0.837907997421011
llama-3.3-70b,placebo,14,28,1.6476528906263516e-05,0.7753506186413706
llama-3.3-70b,placebo,14,29,0.0,0.966994846364219
llama-3.3-70b,placebo,14,30,0.0,0.904126249672485
llama-3.3-70b,placebo,15,1,0.0,
llama-3.3-70b,placebo,15,2,0.14484727398107416,
llama-3.3-70b,placebo,15,3,0.0,
llama-3.3-70b,placebo,15,4,0.1142257477254389,0.8372619615091099
llama-3.3-70b,placebo,15,5,0.0,0.855027683931404
llama-3.3-70b,placebo,15,6,0.3189618022383492,0.8559253648820973
llama-3.3-70b,placebo,15,7,0.0,0.998650548709914
llama-3.3-70b,placebo,15,8,0.01450802509558543,0.9904048458205612
llama-3.3-70b,placebo,15,9,0.0,0.996810072188037
llama-3.3-70b,placebo,15,10,0.026435527562405598,0.9884206435285522
llama-3.3-70b,placebo,15,11,0.0,0.9897933592339065
llama-3.3-70b,placebo,15,12,0.0025474952213191742,0.8105819122204505
llama-3.3-70b,placebo,15,13,0.0,0.814729737258804
llama-3.3-70b,placebo,15,14,8.653687587012331e-06,0.7902806041622885
llama-3.3-70b,placebo,15,15,0.0,0.9541422060283219
llama-3.3-70b,placebo,15,16,3.1317906138541356e-05,0.9585806705047303
llama-3.3-70b,placebo,15,17,0.0,0.9966872989784255
llama-3.3-70b,placebo,15,18,0.005330252997601238,0.9147553151122858
llama-3.3-70b,placebo,15,19,0.0,0.927435812431569
llama-3.3-70b,placebo,15,20,0.00034552162733763914,0.8782905847640077
llama-3.3-70b,placebo,15,21,0.0,0.9933632432983501
llama-3.3-70b,placebo,15,22,0.0009512064065250236,0.9766837433479251
llama-3.3-70b,placebo,15,23,0.0,0.9667486902994898
llama-3.3-70b,placebo,15,24,0.0009392009809263314,0.45370779462126787
llama-3.3-70b,placebo,15,25,1.0,0.3560131744431577
llama-3.3-70b,placebo,15,26,1.0,
llama-3.3-70b,placebo,15,27,1.0,
llama-3.3-70b,placebo,15,28,1.0,
llama-3.3-70b,placebo,15,29,1.0,
llama-3.3-70b,placebo,15,30,1.0,
llama-3.3-70b,placebo,16,1,0.0,
llama-3.3-70b,placebo,16,2,1.9063687901024175e-10,
llama-3.3-70b,placebo,16,3,0.0,
llama-3.3-70b,placebo,16,4,0.02247652649712285,0.8995558083468109
llama-3.3-70b,placebo,16,5,0.0,0.9109409944491871
llama-3.3-70b,placebo,16,6,0.013147353205704159,0.9342590877922835
llama-3.3-70b,placebo,16,7,0.0,0.9964298127049493
llama-3.3-70b,placebo,16,8,0.0004427347910260366,0.9967380754655765
llama-3.3-70b,placebo,16,9,0.0,0.9984445964324987
llama-3.3-70b,placebo,16,10,0.0017693664299451592,0.927652440468361
llama-3.3-70b,placebo,16,11,0.0,0.947163957331416
llama-3.3-70b,placebo,16,12,0.00029199229237887413,0.9525583444784079
llama-3.3-70b,placebo,16,13,0.0,0.9896286416153933
llama-3.3-70b,placebo,16,14,0.003901455362394451,0.9661966938803525
llama-3.3-70b,placebo,16,15,0.0,0.9899778946741755
llama-3.3-70b,placebo,16,17,0.0,0.9999998509878175
llama-3.3-70b,placebo,16,18,1.3102255570669595e-10,0.6491338837417227
llama-3.3-70b,placebo,16,19,0.0,0.9999989466985116
llama-3.3-70b,placebo,16,20,0.16954869418374618,0.9117594154671813
llama-3.3-70b,placebo,16,21,0.0,0.9256894621985576
llama-3.3-70b,placebo,16,22,0.0,0.718480390034883
llama-3.3-70b,placebo,16,23,0.0,0.9044054200811555
llama-3.3-70b,placebo,16,24,0.160533827466457,0.8568577362011919
llama-3.3-70b,placebo,16,25,0.0,0.8737573176968799
llama-3.3-70b,placebo,16,26,0.21114522188572588,0.35737299613729107
llama-3.3-70b,placebo,16,27,0.0,0.37741122437659264
llama-3.3-70b,placebo,16,28,0.012625265062743992,0.3112247289118047
llama-3.3-70b,placebo,16,29,0.0,0.9642377739206929
llama-3.3-70b,placebo,16,30,0.0,0.9571162167475231
llama-3.3-70b,placebo,17,1,0.0,
llama-3.3-70b,placebo,17,2,1.3947287260967785e-10,
llama-3.3-70b,placebo,17,3,0.0,
llama-3.3-70b,placebo,17,4,0.0,0.833547744684928
llama-3.3-70b,placebo,17,5,0.0,0.8484664133634687
llama-3.3-70b,placebo,17,6,0.013712650148398597,0.8401688965331255
llama-3.3-70b,placebo,17,7,0.0,0.9713855480191433
llama-3.3-70b,placebo,17,8,0.004321798979984252,0.9716104581595627
llama-3.3-70b,placebo,17,9,0.9999957181004306,0.9696330574329058
llama-3.3-70b,placebo,17,10,0.2826936510050724,0.9773397666218245
