spec,metric,window,adjust,model,kind,contrast,n_seeds,missing_seeds,mean,ci_low,ci_high,median,sd,n_pos,p_sign,p_wilcoxon,p_wilcoxon_bh,p_wilcoxon_bh_family
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,level,P-B,20,,0.10594146911415976,0.04479001430511058,0.16508197875468994,0.1129747207969087,0.1406627768029475,16,0.01181793212890625,0.0031528472900390625,0.11350250244140625,0.06874302455357142
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,prepost,comm,20,,0.007809163427852382,-0.06120118115617488,0.07549597534761476,-0.009299313478812785,0.16066502155726836,10,1.0,0.8694877624511719,0.9781737327575684,0.9343749089027519
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,prepost,S-P,20,,-0.028348090964881733,-0.12312928570398482,0.06907199173725152,-0.0701579972874683,0.22320579897761936,7,0.26317596435546875,0.47490501403808594,0.9489735194614956,0.8337080023261938
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,prepost,P-B,20,,0.07231450878546823,-0.026662941973154955,0.16790819993221165,0.1555008616402615,0.22720954059048065,14,0.11531829833984375,0.24548721313476562,0.9489735194614956,0.7364616394042969
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,level,comm,20,,-0.01581948581448205,-0.0706949990545454,0.04032333164441092,-0.027655414027417766,0.12981328984681298,8,0.5034446716308594,0.5216732025146484,0.8165319691533628,0.8346771240234375
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,level,S-P,20,,-0.019067534962648076,-0.08687236597246263,0.053873472892069556,-0.03871064712463716,0.16702191398360325,6,0.11531829833984375,0.3117942810058594,0.7741099390490301,0.8163341175426136
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,level,P-B,20,,0.006496098296332053,-0.07831728845141261,0.0997985329980413,-0.0229519353769551,0.2094603939216155,8,0.5034446716308594,0.8694877624511719,0.9343749089027519,0.9343749089027519
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,prepost,comm,20,,-0.05216631871098774,-0.11515555212478851,0.015181046397265542,-0.07246722677962458,0.15448930814836967,6,0.11531829833984375,0.14290618896484375,0.5822392513877467,0.5879568917410715
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,prepost,S-P,20,,-0.055175765168857895,-0.13673503105346718,0.0365758011064857,-0.0671053918411198,0.20225236981877417,6,0.11531829833984375,0.1230926513671875,0.5822392513877467,0.5791709206321023
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,prepost,P-B,20,,0.006018892915740315,-0.085976922771909,0.10249227649772776,0.011015742950745394,0.2212680448976743,11,0.8238029479980469,0.9854354858398438,0.9854354858398438,1.0
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,comm,19,3,0.009529462656493784,-0.008689042619468726,0.030342145019683735,0.0012127085713694308,0.044810326336795644,10,1.0,0.6225624084472656,0.8457451586453419,0.8865767045454546
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,S-P,19,3,-0.010558619895780427,-0.03637194788406338,0.014970082632022562,-0.019279935546051702,0.05850176096836427,6,0.1670684814453125,0.4413337707519531,0.8141228812081474,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,P-B,19,3,0.04017616510454844,0.008780530184827374,0.07256823178393544,0.04593591838934663,0.0744739865387649,12,0.359283447265625,0.044559478759765625,0.3208282470703125,0.356475830078125
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,comm,19,3,0.022260808355466347,0.0032074173260282146,0.04200405316420816,0.0254236162905373,0.04415738443900075,13,0.1670684814453125,0.036067962646484375,0.3208282470703125,0.3246116638183594
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,S-P,19,3,0.0060180434452567185,-0.023225504986957288,0.032792284777834246,0.010371832483829502,0.06450611829521205,11,0.6476058959960938,0.5152778625488281,0.8165319691533628,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,P-B,19,3,0.03248552982041926,0.0015439551840595361,0.06475838044398498,0.030103567613415594,0.07334686562477902,12,0.359283447265625,0.104156494140625,0.5822392513877467,0.5791709206321023
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,level,comm,20,,0.0005161132468148984,-0.04297828802276019,0.043234022549932354,0.00047582433713189154,0.09922755592066515,10,1.0,0.8983173370361328,0.9511595333323759,0.9582051595052083
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,level,S-P,20,,-0.02994163060438395,-0.08337904972486429,0.02353057918261262,-0.013791145485715056,0.12332010553773318,9,0.8238029479980469,0.47490501403808594,0.8141228812081474,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,level,P-B,20,,0.0609154877023977,0.017357270247724942,0.10587447708385289,0.05348292837264218,0.10458983648681197,15,0.04138946533203125,0.01531219482421875,0.15749686104910715,0.16961200420673078
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,comm,20,,-0.016968376964991018,-0.062041376988530496,0.025286322382839118,-0.008584584355036187,0.10268430505363121,9,0.8238029479980469,0.7285060882568359,0.8781287900863155,0.9150249577370011
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,S-P,20,,-0.03824814862539141,-0.10123787809895254,0.023754102834517756,-0.027510282378178458,0.14452922979353033,8,0.5034446716308594,0.34881019592285156,0.8101398098853326,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,P-B,20,,0.04255954332080079,-0.02228763751917287,0.10466502337197657,0.016180003879988053,0.1479583187434678,13,0.26317596435546875,0.21616744995117188,0.6485023498535156,0.69173583984375
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,level,comm,20,,-0.009326077028667817,-0.05328609281284377,0.03510642330750955,-0.016380067693124944,0.10587615713682381,8,0.5034446716308594,0.6476554870605469,0.8478399103338068,0.8865767045454546
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,level,S-P,20,,-0.013150780538251985,-0.0675801959893638,0.041468396462652324,-0.006062530944807021,0.1281792568959939,10,1.0,0.6215133666992188,0.8457451586453419,0.8865767045454546
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,level,P-B,20,,0.007649407019168342,-0.04659987709662117,0.06674982597447297,0.0016597357363951626,0.13178935756897625,10,1.0,0.9272785186767578,0.9537721906389509,0.9675949760105299
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,prepost,comm,20,,-0.045672909925173505,-0.10227064465353951,0.01355970060677585,-0.07353170676451157,0.13816051360551307,7,0.26317596435546875,0.16495704650878906,0.5938453674316406,0.6090721717247596
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,prepost,S-P,20,,-0.04925901074446181,-0.1154265708184672,0.017983729428156302,-0.061879796250172966,0.15678368998465633,7,0.26317596435546875,0.1893482208251953,0.6124161430027174,0.6402532404119318
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,prepost,P-B,20,,0.007172201638576606,-0.05805439662342191,0.07298291485004617,0.030586643653018775,0.1512295145404699,12,0.5034446716308594,0.8408222198486328,0.9172606034712358,0.9343749089027519
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,level,comm,19,3,-0.004877947914002902,-0.018754357279252752,0.009762721997847267,-0.011817930019334663,0.03311425167403136,5,0.063568115234375,0.4180412292480469,0.8141228812081474,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,level,S-P,19,3,-0.02239196285950575,-0.03643200723295879,-0.007994426050532225,-0.03112423233763814,0.03328563940813999,4,0.0192108154296875,0.014068603515625,0.15749686104910715,0.1688232421875
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,level,P-B,19,3,0.03502802989100569,0.017919583909205096,0.052923334078601766,0.025232467477391052,0.0406270781931446,14,0.063568115234375,0.002399444580078125,0.0802001953125,0.06874302455357142
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,prepost,comm,19,3,0.007853397784969662,-0.00472080183967348,0.021029871152902696,0.006077505149100285,0.029917840716494,11,0.6476058959960938,0.2934989929199219,0.7547116960797992,0.8127664419320914
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,prepost,S-P,19,3,-0.005815299518468602,-0.022221468693709417,0.01048261005973332,-0.007654606457534019,0.03792889565444769,9,1.0,0.4413337707519531,0.8141228812081474,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,prepost,P-B,19,3,0.02733739460687652,0.010531912638437174,0.046733765736124054,0.013856312075673088,0.04148407560923974,14,0.063568115234375,0.00945281982421875,0.13612060546875,0.1512451171875
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,level,comm,20,,0.009999279529365046,-0.03172701414913696,0.04960608275257545,0.019118834521335157,0.09391264823508737,12,0.5034446716308594,0.6215133666992188,0.8457451586453419,0.8865767045454546
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,level,S-P,20,,-0.022640468794679507,-0.07519876136263758,0.028091855736763018,-0.02872487503673618,0.11950692956935612,8,0.5034446716308594,0.4304332733154297,0.8141228812081474,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,level,P-B,20,,0.06527949664808907,0.024860960721576134,0.10563257159242001,0.058934584522676525,0.09397082238002352,16,0.01181793212890625,0.005580902099609375,0.10045623779296875,0.10045623779296875
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,prepost,comm,20,,-0.007485210682440869,-0.05091758019451204,0.03473722616378624,-0.015511195742203651,0.09994326380970195,8,0.5034446716308594,0.6215133666992188,0.8457451586453419,0.8865767045454546
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,prepost,S-P,20,,-0.03094698681568696,-0.091927203822439,0.031016983796398827,-0.010194083404937618,0.1412159734489036,10,1.0,0.3299827575683594,0.7919586181640625,0.8337080023261938
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,prepost,P-B,20,,0.04692355226649218,-0.012211984709296861,0.10409106480664515,0.061152575590961766,0.13495171672372605,14,0.11531829833984375,0.13272666931152344,0.5822392513877467,0.5791709206321023
