spec,metric,window,adjust,model,kind,contrast,n_seeds,missing_seeds,mean,ci_low,ci_high,median,sd,n_pos,p_sign,p_wilcoxon,p_wilcoxon_bh,p_wilcoxon_bh_family,sensitivity,p_bh_family_endpoints
read_only,mean_H_renorm_bits,10,read_only,gpt-4o-mini,prepost,P-B,6,"1,2,3,4,6,8,10,11,12,14,15,17,18,19",-0.0727823778412092,-0.2001225941219709,0.0553507068787381,-0.1121981192539547,0.1785117129728901,2,0.6875,0.4375,0.9489735194614956,0.8337080023261938,primary (s03),0.8626976876237273
read_only,mean_H_renorm_bits,10,read_only,llama-3.3-70b,level,comm,19,3,-0.0009838531005157,-0.0029215100752,1.288133735018654e-05,-8.524744302746432e-06,0.0041656888960337,7,0.359283447265625,0.1956329345703125,0.9489735194614956,0.6402532404119318,primary (s03),0.7162154892743644
read_only,mean_H_renorm_bits,10,read_only,llama-3.3-70b,level,S-P,19,3,-4.4368254958057975e-05,-0.0001543833826737,3.233272949755514e-05,3.5265956913445654e-06,0.0002173113710664,10,1.0,0.6225624084472656,0.9489735194614956,0.8865767045454546,primary (s03),0.9306123198934905
read_only,mean_H_renorm_bits,10,read_only,llama-3.3-70b,level,P-B,19,3,-0.0018789696911153,-0.0057323701526539,0.000102701979646,-1.1043813735072456e-05,0.0083124721890818,9,1.0,0.2934989929199219,0.9489735194614956,0.8127664419320914,primary (s03),0.8626976876237273
read_only,mean_H_renorm_bits,10,read_only,llama-3.3-70b,prepost,comm,19,3,-0.0009008807181853,-0.0028692636615319,0.0001525728264539,-1.4495866439797789e-06,0.0041738142464643,9,1.0,0.7380905151367188,0.9489735194614956,0.9150249577370012,primary (s03),0.9802720053901885
read_only,mean_H_renorm_bits,10,read_only,llama-3.3-70b,prepost,S-P,19,3,7.441281930544049e-05,-0.0001219411079913,0.0003455344206682,2.3145006001363275e-05,0.0005370338740905,11,0.6476058959960938,0.4653167724609375,0.9489735194614956,0.8337080023261938,primary (s03),0.8656496458415743
read_only,mean_H_renorm_bits,10,read_only,llama-3.3-70b,prepost,P-B,19,3,-0.0019505870749816,-0.0058493789146676,0.0001181971249279,2.609019480533993e-05,0.0083008072884242,10,1.0,0.8595733642578125,0.9781737327575684,0.934374908902752,primary (s03),0.980727711172079
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,level,comm,20,,0.0272461355204244,-0.0356538542619304,0.0929282736381239,-0.0084107445433061,0.1493668180166551,10,1.0,0.6742229461669922,0.9489735194614956,0.8865767045454546,primary (s03),0.9395622991746472
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,level,S-P,20,,-0.0257245990366554,-0.1124620383311884,0.0650959612955536,-0.0787614361660369,0.2070167595871081,8,0.5034446716308594,0.5458755493164062,0.9489735194614956,0.8544139032778533,primary (s03),0.8966472901318916
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,level,P-B,20,,0.1059414691141597,0.0447900143051105,0.1650819787546899,0.1129747207969087,0.1406627768029475,16,0.0118179321289062,0.003152847290039,0.1135025024414062,0.0687430245535714,primary (s03),0.06874302455357142
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,prepost,comm,20,,0.0078091634278523,-0.0612011811561748,0.0754959753476147,-0.0092993134788127,0.1606650215572683,10,1.0,0.8694877624511719,0.9781737327575684,0.934374908902752,primary (s03),0.980727711172079
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,prepost,S-P,20,,-0.0283480909648817,-0.1231292857039848,0.0690719917372515,-0.0701579972874683,0.2232057989776193,7,0.2631759643554687,0.4749050140380859,0.9489735194614956,0.8337080023261938,primary (s03),0.8656496458415743
read_only,mean_H_renorm_bits,10,read_only,qwen3-235b,prepost,P-B,20,,0.0723145087854682,-0.0266629419731549,0.1679081999322116,0.1555008616402615,0.2272095405904806,14,0.1153182983398437,0.2454872131347656,0.9489735194614956,0.7364616394042969,primary (s03),0.8285193443298339
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,level,comm,20,,-0.015819485814482,-0.0706949990545454,0.0403233316444109,-0.0276554140274177,0.1298132898468129,8,0.5034446716308594,0.5216732025146484,0.8165319691533628,0.8346771240234375,primary (s03),0.8701267316074445
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,level,S-P,20,,-0.019067534962648,-0.0868723659724626,0.0538734728920695,-0.0387106471246371,0.1670219139836032,6,0.1153182983398437,0.3117942810058594,0.7741099390490301,0.8163341175426136,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,level,P-B,20,,0.006496098296332,-0.0783172884514126,0.0997985329980413,-0.0229519353769551,0.2094603939216155,8,0.5034446716308594,0.8694877624511719,0.934374908902752,0.934374908902752,primary (s03),0.980727711172079
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,prepost,comm,20,,-0.0521663187109877,-0.1151555521247885,0.0151810463972655,-0.0724672267796245,0.1544893081483696,6,0.1153182983398437,0.1429061889648437,0.5822392513877467,0.5879568917410715,primary (s03),0.6638222971270161
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,prepost,S-P,20,,-0.0551757651688578,-0.1367350310534671,0.0365758011064857,-0.0671053918411198,0.2022523698187741,6,0.1153182983398437,0.1230926513671875,0.5822392513877467,0.5791709206321023,primary (s03),0.6515672857111151
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,gpt-4o-mini,prepost,P-B,20,,0.0060188929157403,-0.085976922771909,0.1024922764977277,0.0110157429507453,0.2212680448976743,11,0.8238029479980469,0.9854354858398438,0.9854354858398438,1.0,primary (s03),0.9993148588798415
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,comm,19,3,0.0095294626564937,-0.0086890426194687,0.0303421450196837,0.0012127085713694,0.0448103263367956,10,1.0,0.6225624084472656,0.8457451586453419,0.8865767045454546,primary (s03),0.9306123198934905
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,S-P,19,3,-0.0105586198957804,-0.0363719478840633,0.0149700826320225,-0.0192799355460517,0.0585017609683642,6,0.1670684814453125,0.4413337707519531,0.8141228812081474,0.8337080023261938,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,P-B,19,3,0.0401761651045484,0.0087805301848273,0.0725682317839354,0.0459359183893466,0.0744739865387649,12,0.359283447265625,0.0445594787597656,0.3208282470703125,0.356475830078125,primary (s03),0.40956797498337744
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,comm,19,3,0.0222608083554663,0.0032074173260282,0.0420040531642081,0.0254236162905373,0.0441573844390007,13,0.1670684814453125,0.0360679626464843,0.3208282470703125,0.3246116638183594,primary (s03),0.37098475864955355
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,S-P,19,3,0.0060180434452567,-0.0232255049869572,0.0327922847778342,0.0103718324838295,0.064506118295212,11,0.6476058959960938,0.5152778625488281,0.8165319691533628,0.8337080023261938,primary (s03),0.8661480024167072
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,P-B,19,3,0.0324855298204192,0.0015439551840595,0.0647583804439849,0.0301035676134155,0.073346865624779,12,0.359283447265625,0.104156494140625,0.5822392513877467,0.5791709206321023,primary (s03),0.6515672857111151
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,level,comm,20,,0.0005161132468148,-0.0429782880227601,0.0432340225499323,0.0004758243371318,0.0992275559206651,10,1.0,0.8983173370361328,0.951159533332376,0.9582051595052083,primary (s03),0.9955042827560241
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,level,S-P,20,,-0.0299416306043839,-0.0833790497248642,0.0235305791826126,-0.013791145485715,0.1233201055377331,9,0.8238029479980469,0.4749050140380859,0.8141228812081474,0.8337080023261938,primary (s03),0.8656496458415743
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,level,P-B,20,,0.0609154877023977,0.0173572702477249,0.1058744770838528,0.0534829283726421,0.1045898364868119,15,0.0413894653320312,0.0153121948242187,0.1574968610491071,0.1696120042067307,primary (s03),0.20671463012695246
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,comm,20,,-0.016968376964991,-0.0620413769885304,0.0252863223828391,-0.0085845843550361,0.1026843050536312,9,0.8238029479980469,0.7285060882568359,0.8781287900863155,0.9150249577370012,primary (s03),0.9802720053901885
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,S-P,20,,-0.0382481486253914,-0.1012378780989525,0.0237541028345177,-0.0275102823781784,0.1445292297935303,8,0.5034446716308594,0.3488101959228515,0.8101398098853326,0.8337080023261938,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,P-B,20,,0.0425595433208007,-0.0222876375191728,0.1046650233719765,0.016180003879988,0.1479583187434678,13,0.2631759643554687,0.2161674499511718,0.6485023498535156,0.69173583984375,primary (s03),0.7654453965484119
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,level,comm,20,,-0.0093260770286678,-0.0532860928128437,0.0351064233075095,-0.0163800676931249,0.1058761571368238,8,0.5034446716308594,0.6476554870605469,0.8478399103338068,0.8865767045454546,primary (s03),0.9339656386264535
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,level,S-P,20,,-0.0131507805382519,-0.0675801959893638,0.0414683964626523,-0.006062530944807,0.1281792568959939,10,1.0,0.6215133666992188,0.8457451586453419,0.8865767045454546,primary (s03),0.9306123198934905
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,level,P-B,20,,0.0076494070191683,-0.0465998770966211,0.0667498259744729,0.0016597357363951,0.1317893575689762,10,1.0,0.9272785186767578,0.9537721906389508,0.96759497601053,primary (s03),0.9955042827560241
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,prepost,comm,20,,-0.0456729099251735,-0.1022706446535395,0.0135597006067758,-0.0735317067645115,0.138160513605513,7,0.2631759643554687,0.164957046508789,0.5938453674316406,0.6090721717247596,primary (s03),0.6918586805028822
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,prepost,S-P,20,,-0.0492590107444618,-0.1154265708184672,0.0179837294281563,-0.0618797962501729,0.1567836899846563,7,0.2631759643554687,0.1893482208251953,0.6124161430027174,0.6402532404119318,primary (s03),0.7162154892743644
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,gpt-4o-mini,prepost,P-B,20,,0.0071722016385766,-0.0580543966234219,0.0729829148500461,0.0305866436530187,0.1512295145404699,12,0.5034446716308594,0.8408222198486328,0.9172606034712358,0.934374908902752,primary (s03),0.980727711172079
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,level,comm,19,3,-0.0048779479140029,-0.0187543572792527,0.0097627219978472,-0.0118179300193346,0.0331142516740313,5,0.063568115234375,0.4180412292480469,0.8141228812081474,0.8337080023261938,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,level,S-P,19,3,-0.0223919628595057,-0.0364320072329587,-0.0079944260505322,-0.0311242323376381,0.0332856394081399,4,0.0192108154296875,0.014068603515625,0.1574968610491071,0.1688232421875,primary (s03),0.19605279737903225
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,level,P-B,19,3,0.0350280298910056,0.017919583909205,0.0529233340786017,0.025232467477391,0.0406270781931446,14,0.063568115234375,0.0023994445800781,0.0802001953125,0.0687430245535714,primary (s03),0.06874302455357142
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,prepost,comm,19,3,0.0078533977849696,-0.0047208018396734,0.0210298711529026,0.0060775051491002,0.029917840716494,11,0.6476058959960938,0.2934989929199219,0.7547116960797992,0.8127664419320914,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,prepost,S-P,19,3,-0.0058152995184686,-0.0222214686937094,0.0104826100597333,-0.007654606457534,0.0379288956544476,9,1.0,0.4413337707519531,0.8141228812081474,0.8337080023261938,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,llama-3.3-70b,prepost,P-B,19,3,0.0273373946068765,0.0105319126384371,0.046733765736124,0.013856312075673,0.0414840756092397,14,0.063568115234375,0.0094528198242187,0.13612060546875,0.1512451171875,primary (s03),0.1775486158288034
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,level,comm,20,,0.009999279529365,-0.0317270141491369,0.0496060827525754,0.0191188345213351,0.0939126482350873,12,0.5034446716308594,0.6215133666992188,0.8457451586453419,0.8865767045454546,primary (s03),0.9306123198934905
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,level,S-P,20,,-0.0226404687946795,-0.0751987613626375,0.028091855736763,-0.0287248750367361,0.1195069295693561,8,0.5034446716308594,0.4304332733154297,0.8141228812081474,0.8337080023261938,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,level,P-B,20,,0.065279496648089,0.0248609607215761,0.10563257159242,0.0589345845226765,0.0939708223800235,16,0.0118179321289062,0.0055809020996093,0.1004562377929687,0.1004562377929687,primary (s03),0.10958862304687353
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,prepost,comm,20,,-0.0074852106824408,-0.050917580194512,0.0347372261637862,-0.0155111957422036,0.0999432638097019,8,0.5034446716308594,0.6215133666992188,0.8457451586453419,0.8865767045454546,primary (s03),0.9306123198934905
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,prepost,S-P,20,,-0.0309469868156869,-0.091927203822439,0.0310169837963988,-0.0101940834049376,0.1412159734489036,10,1.0,0.3299827575683594,0.7919586181640625,0.8337080023261938,primary (s03),0.8626976876237273
adj+log_prompt_tokens,mean_H_renorm_bits,10,adj,qwen3-235b,prepost,P-B,20,,0.0469235522664921,-0.0122119847092968,0.1040910648066451,0.0611525755909617,0.134951716723726,14,0.1153182983398437,0.1327266693115234,0.5822392513877467,0.5791709206321023,primary (s03),0.6515672857111151
main,mean_H_lower_bits,5,raw,gpt-4o-mini,level,comm,20,,-0.019176511681243437,-0.06996641863454979,0.03195843264937991,-0.030999569246390538,0.11964307165405251,9,0.8238029479980469,0.49800872802734375,0.79681396484375,,H_lower,0.8661480024167072
main,mean_H_lower_bits,5,raw,gpt-4o-mini,level,S-P,20,,-0.017564041440772376,-0.07973184202349481,0.048589813795949406,-0.03439020666450021,0.1510815157941949,7,0.26317596435546875,0.34881019592285156,0.784822940826416,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,raw,gpt-4o-mini,level,P-B,20,,-0.0032249404809421124,-0.07890341232161395,0.07915987638136597,-0.025697807827539526,0.18477617511910363,8,0.5034446716308594,0.7285060882568359,0.9043523854222791,,H_lower,0.9802720053901885
main,mean_H_lower_bits,5,raw,gpt-4o-mini,prepost,comm,20,,-0.05163126984170533,-0.11077556559487856,0.009709867525402724,-0.08028205952611159,0.14240364206251863,6,0.11531829833984375,0.10539817810058594,0.5059112548828125,,H_lower,0.6515672857111151
main,mean_H_lower_bits,5,raw,gpt-4o-mini,prepost,S-P,20,,-0.04865912612978714,-0.12450888111026988,0.03479369497150985,-0.0745219113868934,0.18514697234201669,7,0.26317596435546875,0.13272666931152344,0.5309066772460938,,H_lower,0.6515672857111151
main,mean_H_lower_bits,5,raw,gpt-4o-mini,prepost,P-B,20,,-0.00594428742383638,-0.08923882448863958,0.07948603491373833,-0.017967290871828176,0.19803623066377313,10,1.0,0.7841262817382812,0.9105982626638105,,H_lower,0.9802720053901885
main,mean_H_lower_bits,5,raw,llama-3.3-70b,level,comm,19,3,0.004630993469458606,-0.02064512314671573,0.031680412719553415,0.0026382379187958604,0.05979380973123801,10,1.0,0.70855712890625,0.89501953125,,H_lower,0.9656046677839116
main,mean_H_lower_bits,5,raw,llama-3.3-70b,level,S-P,19,3,-0.01354316048869882,-0.04593688489593726,0.019124767204725418,-0.021218386292797126,0.07525775716052666,7,0.359283447265625,0.4413337707519531,0.7944007873535156,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,raw,llama-3.3-70b,level,P-B,19,3,0.036348307916314854,-0.003115888115487702,0.07605437600260521,0.047121625151686414,0.09120058382393265,12,0.359283447265625,0.09551239013671875,0.5059112548828125,,H_lower,0.6515672857111151
main,mean_H_lower_bits,5,raw,llama-3.3-70b,prepost,comm,19,3,0.01657518791613517,-0.0099314245179084,0.04281061208009747,0.01609198723620686,0.060858525737063435,12,0.359283447265625,0.1956329345703125,0.5868988037109375,,H_lower,0.7162154892743644
main,mean_H_lower_bits,5,raw,llama-3.3-70b,prepost,S-P,19,3,0.001366697066255556,-0.034765152613799324,0.03662111412481573,0.007420132469426424,0.08203888288560794,10,1.0,0.9529838562011719,0.9802119663783482,,H_lower,0.9955042827560241
main,mean_H_lower_bits,5,raw,llama-3.3-70b,prepost,P-B,19,3,0.030416981699759225,-0.011441934016549317,0.07166048873606383,0.02997287032296944,0.09492532376612858,12,0.359283447265625,0.1956329345703125,0.5868988037109375,,H_lower,0.7162154892743644
main,mean_H_lower_bits,5,raw,qwen3-235b,level,comm,20,,-0.009944392486542178,-0.059431026503317046,0.04085806605394157,-0.024074470142707055,0.11732806951941166,9,0.8238029479980469,0.6742229461669922,0.8826191295276988,,H_lower,0.9395622991746472
main,mean_H_lower_bits,5,raw,qwen3-235b,level,S-P,20,,-0.022052969236074,-0.08622055050548258,0.04246819848012383,0.00844947843463395,0.14908352967325933,10,1.0,0.6215133666992188,0.8443200453272406,,H_lower,0.9306123198934905
main,mean_H_lower_bits,5,raw,qwen3-235b,level,P-B,20,,0.024217153499063636,-0.02571380330229423,0.07690942145676857,0.0034317501589476163,0.11980723976283267,10,1.0,0.6215133666992188,0.8443200453272406,,H_lower,0.9306123198934905
main,mean_H_lower_bits,5,raw,qwen3-235b,prepost,comm,20,,-0.02938991384100964,-0.07590062385654299,0.016777489604857063,-0.017060407235857826,0.10888092820953447,8,0.5034446716308594,0.2773551940917969,0.7131990705217633,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,raw,qwen3-235b,prepost,S-P,20,,-0.030831063782518386,-0.10088701303665898,0.038782845828877165,-0.04285062998229386,0.16242270266998216,9,0.8238029479980469,0.38837623596191406,0.790924072265625,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,raw,qwen3-235b,prepost,P-B,20,,0.002882299883017464,-0.06551037357590857,0.0719686744524284,-0.03396963533517222,0.1606567053748951,10,1.0,0.8123550415039062,0.9138994216918945,,H_lower,0.9802720053901885
main,mean_H_lower_bits,5,adj,gpt-4o-mini,level,comm,20,,-0.017685708203125768,-0.06784060996190784,0.033977195494884434,-0.029197901745767876,0.11894621871400503,8,0.5034446716308594,0.5216732025146484,0.7991589485330785,,H_lower,0.8701267316074445
main,mean_H_lower_bits,5,adj,gpt-4o-mini,level,S-P,20,,-0.020451832671638876,-0.08079057810008147,0.04579791756641165,-0.036213230229736076,0.14950409663649872,5,0.04138946533203125,0.2773551940917969,0.7131990705217633,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,adj,gpt-4o-mini,level,P-B,20,,0.00553224893702621,-0.07026482108137798,0.08795511432826396,-0.019427975614739745,0.18495914677562203,9,0.8238029479980469,0.9272785186767578,0.9675949760105299,,H_lower,0.9955042827560241
main,mean_H_lower_bits,5,adj,gpt-4o-mini,prepost,comm,20,,-0.04988255762825579,-0.10939043531546133,0.011876218699838827,-0.06564929396491612,0.1429616756020632,6,0.11531829833984375,0.09730720520019531,0.5059112548828125,,H_lower,0.6515672857111151
main,mean_H_lower_bits,5,adj,gpt-4o-mini,prepost,S-P,20,,-0.05174120592989513,-0.1256394406971538,0.03216890280192103,-0.07416552671088217,0.18420930639389285,6,0.11531829833984375,0.10539817810058594,0.5059112548828125,,H_lower,0.6515672857111151
main,mean_H_lower_bits,5,adj,gpt-4o-mini,prepost,P-B,20,,0.0037172966032786915,-0.07873454894417453,0.08859547829269457,-0.0024865604342311914,0.19669846010516887,10,1.0,0.9854354858398438,0.9993148588798415,,H_lower,0.9993148588798415
main,mean_H_lower_bits,5,adj,llama-3.3-70b,level,comm,19,3,0.009092612243496312,-0.009009379811737028,0.02991180427703994,0.0011356241892156865,0.04461631479008421,10,1.0,0.76800537109375,0.9064981429303278,,H_lower,0.9802720053901885
main,mean_H_lower_bits,5,adj,llama-3.3-70b,level,S-P,19,3,-0.010346553227955798,-0.036021723238882405,0.015198817904511086,-0.019211433045748016,0.05802992724501526,6,0.1670684814453125,0.4413337707519531,0.7944007873535156,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,adj,llama-3.3-70b,level,P-B,19,3,0.038878330942904216,0.007595882939532577,0.07113562135786078,0.046703054882562434,0.07421717225864496,12,0.359283447265625,0.05457305908203125,0.3813254616477273,,H_lower,0.45337618314302885
main,mean_H_lower_bits,5,adj,llama-3.3-70b,prepost,comm,19,3,0.021776666404286292,0.0027797131566205608,0.041331312911188925,0.025729705861902596,0.04382424720407499,13,0.1670684814453125,0.0289306640625,0.2603759765625,,H_lower,0.32046274038461536
main,mean_H_lower_bits,5,adj,llama-3.3-70b,prepost,S-P,19,3,0.006153195425369988,-0.022828033275236994,0.03284298402805814,0.012547651524248998,0.06393770320678319,11,0.6476058959960938,0.5152778625488281,0.7991589485330785,,H_lower,0.8661480024167072
main,mean_H_lower_bits,5,adj,llama-3.3-70b,prepost,P-B,19,3,0.03124694195783261,0.00042927267322133124,0.06341583829504908,0.028585112698571002,0.07303608602674878,12,0.359283447265625,0.12318801879882812,0.5309066772460938,,H_lower,0.6515672857111151
main,mean_H_lower_bits,5,adj,qwen3-235b,level,comm,20,,0.006786651125274094,-0.036621786567819566,0.0505363543447907,0.006292116687509786,0.10113070461227898,11,0.8238029479980469,0.7011814117431641,0.89501953125,,H_lower,0.9656046677839116
main,mean_H_lower_bits,5,adj,qwen3-235b,level,S-P,20,,-0.03342532030105113,-0.09065947209482349,0.02199412981995422,-0.0011401781706819325,0.1306969603570788,10,1.0,0.4523754119873047,0.7944153576362424,,H_lower,0.8647176016748479
main,mean_H_lower_bits,5,adj,qwen3-235b,level,P-B,20,,0.08042394285265045,0.03429053599927116,0.12933332292282296,0.06945954377130101,0.11152275289245449,16,0.01181793212890625,0.0031528472900390625,0.0481201171875,,H_lower,0.06874302455357142
main,mean_H_lower_bits,5,adj,qwen3-235b,prepost,comm,20,,-0.011633351452066797,-0.056168395045412677,0.030818956399284447,-0.005506010068095035,0.10314824433416825,9,0.8238029479980469,0.8408222198486328,0.931372305063101,,H_lower,0.980727711172079
main,mean_H_lower_bits,5,adj,qwen3-235b,prepost,S-P,20,,-0.04237497001976609,-0.10634746950362221,0.020004426551008432,-0.025907016066597066,0.1474084214972371,9,0.8238029479980469,0.3117942810058594,0.7741099390490301,,H_lower,0.8626976876237273
main,mean_H_lower_bits,5,adj,qwen3-235b,prepost,P-B,20,,0.061483237135398584,-0.004714754904563733,0.12562919429561628,0.02829026446532619,0.1531670501276754,11,0.8238029479980469,0.13272666931152344,0.5309066772460938,,H_lower,0.6515672857111151
main,mean_H_lower_bits,10,raw,gpt-4o-mini,level,comm,20,,-0.0118848217714856,-0.052106710212024426,0.02805085038033528,-0.009456498503190733,0.09586351967143619,9,0.8238029479980469,0.5705966949462891,0.8384277966557717,,H_lower,0.9232126300254565
main,mean_H_lower_bits,10,raw,gpt-4o-mini,level,S-P,20,,-0.01116140634770944,-0.0590753894779743,0.03640214511977846,-0.0007208771109410428,0.11227480234532539,10,1.0,0.6215133666992188,0.8443200453272406,,H_lower,0.9306123198934905
main,mean_H_lower_bits,10,raw,gpt-4o-mini,level,P-B,20,,-0.0014468308475523218,-0.04701587600088984,0.04827014392353639,-0.006006004512609353,0.11138018340755024,9,0.8238029479980469,0.6742229461669922,0.8826191295276988,,H_lower,0.9395622991746472
main,mean_H_lower_bits,10,raw,gpt-4o-mini,prepost,comm,20,,-0.0443395799319475,-0.09567746493010942,0.009869380029080183,-0.08510957982015202,0.12695776550163035,7,0.26317596435546875,0.14290618896484375,0.5415392423930921,,H_lower,0.6638222971270161
main,mean_H_lower_bits,10,raw,gpt-4o-mini,prepost,S-P,20,,-0.042256491036724214,-0.10172311221071537,0.019154397853308375,-0.06229637375214016,0.14256292225094502,8,0.5034446716308594,0.21616744995117188,0.622562255859375,,H_lower,0.7654453965484119
main,mean_H_lower_bits,10,raw,gpt-4o-mini,prepost,P-B,20,,-0.00416617779044659,-0.06119023241895068,0.052591499902973834,0.03889567211776086,0.13179389148288223,11,0.8238029479980469,1.0,1.0,,H_lower,1.0
main,mean_H_lower_bits,10,raw,llama-3.3-70b,level,comm,19,3,0.00031942312212182794,-0.017575523438862477,0.018867606650381657,-0.0035407141539346987,0.04236737711960917,9,1.0,0.7982521057128906,0.9122881208147321,,H_lower,0.9802720053901885
main,mean_H_lower_bits,10,raw,llama-3.3-70b,level,S-P,19,3,-0.019851835480528334,-0.03559676984074411,-0.003437719615448746,-0.03213701921367931,0.03714159146504723,6,0.1670684814453125,0.040130615234375,0.321044921875,,H_lower,0.37687882133152173
main,mean_H_lower_bits,10,raw,llama-3.3-70b,level,P-B,19,3,0.040342517205300334,0.02160454569835269,0.05945761248608286,0.04663984210403013,0.044049395758412636,14,0.063568115234375,0.0033416748046875,0.0481201171875,,H_lower,0.06874302455357142
main,mean_H_lower_bits,10,raw,llama-3.3-70b,prepost,comm,19,3,0.012263617568798391,-0.004978809464864084,0.030657324563656333,0.0042789616915736295,0.041191890295097185,12,0.359283447265625,0.25792694091796875,0.7131990705217633,,H_lower,0.8505682326455153
main,mean_H_lower_bits,10,raw,llama-3.3-70b,prepost,S-P,19,3,-0.004941977925573962,-0.02365084046395769,0.015054718660066774,-0.014750754451231377,0.04422697166951772,8,0.6476058959960938,0.48996734619140625,0.79681396484375,,H_lower,0.8661480024167072
main,mean_H_lower_bits,10,raw,llama-3.3-70b,prepost,P-B,19,3,0.034411190988744705,0.014822815934767933,0.05617166585243261,0.020322455079430868,0.047024661972412604,16,0.004425048828125,0.0033416748046875,0.0481201171875,,H_lower,0.06874302455357142
main,mean_H_lower_bits,10,raw,qwen3-235b,level,comm,20,,-0.000555452139235732,-0.04443670952230332,0.04451529185661963,-0.010496947180780786,0.10318071317888579,10,1.0,0.7561664581298828,0.9064981429303278,,H_lower,0.9802720053901885
main,mean_H_lower_bits,10,raw,qwen3-235b,level,S-P,20,,-0.01368827114075628,-0.07247939461347543,0.04514179909195694,-0.0019616578698412046,0.1361824501150623,10,1.0,0.49800872802734375,0.79681396484375,,H_lower,0.8661480024167072
main,mean_H_lower_bits,10,raw,qwen3-235b,level,P-B,20,,0.026265638003041093,-0.017866467335344458,0.0685866503428636,0.040977491050190495,0.10125707442539096,13,0.26317596435546875,0.15364646911621094,0.5531272888183594,,H_lower,0.6772987210020727
main,mean_H_lower_bits,10,raw,qwen3-235b,prepost,comm,20,,-0.020000973493703198,-0.0662569119412263,0.02692761946634373,-0.03453374317264809,0.10883246352158718,7,0.26317596435546875,0.4304332733154297,0.7944007873535156,,H_lower,0.8626976876237273
main,mean_H_lower_bits,10,raw,qwen3-235b,prepost,S-P,20,,-0.022466365687200656,-0.08805588317544304,0.04479602089061186,-0.04454512167812234,0.15428332478002604,8,0.5034446716308594,0.4304332733154297,0.7944007873535156,,H_lower,0.8626976876237273
