spec,metric,window,adjust,model,kind,contrast,n_seeds,missing_seeds,mean,ci_low,ci_high,median,sd,n_pos,p_sign,p_wilcoxon,p_wilcoxon_bh,p_wilcoxon_bh_family,sensitivity,p_bh_family_endpoints
main,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,S-P,19,3,-0.0104111001145352,-0.0362361037254075,0.0152314721990681,-0.0193735268927894,0.0583131693971207,6,0.1670684814453125,0.4413337707519531,0.7893618319896941,0.8337080023261938,primary (s03),0.8626976876237273
main,mean_H_renorm_bits,5,adj,llama-3.3-70b,level,P-B,19,3,0.0391243074473688,0.0077622082152275,0.0714799328159514,0.0466928756641058,0.0744105704303916,12,0.359283447265625,0.0545730590820312,0.3813254616477273,0.392926025390625,primary (s03),0.45337618314302885
main,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,comm,19,3,0.0219081508141845,0.0028373438691632,0.0415765433538921,0.0256008866341482,0.044002772873037,13,0.1670684814453125,0.0289306640625,0.2603759765625,0.277734375,primary (s03),0.32046274038461536
main,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,S-P,19,3,0.0061801511048807,-0.0229903793152731,0.0329826321997374,0.012290205905244,0.0642380024521717,11,0.6476058959960938,0.5152778625488281,0.7893618319896941,0.8337080023261938,primary (s03),0.8661480024167072
main,mean_H_renorm_bits,5,adj,llama-3.3-70b,prepost,P-B,19,3,0.0314559994186076,0.0005109460724264,0.0636698541682612,0.0290983205137112,0.0732497493266741,12,0.359283447265625,0.1231880187988281,0.5531272888183594,0.5791709206321023,primary (s03),0.6515672857111151
main,mean_H_renorm_bits,5,adj,qwen3-235b,level,comm,20,,0.0067314285676413,-0.0366954879128447,0.0504914256739904,0.006278748556061,0.1011771785254469,11,0.8238029479980469,0.7011814117431641,0.89501953125,0.9029400580752212,primary (s03),0.9656046677839116
main,mean_H_renorm_bits,5,adj,qwen3-235b,level,S-P,20,,-0.0335113342566245,-0.0907653926298071,0.0218835300047533,-0.0011095179778675,0.1308203406051377,10,1.0,0.4523754119873047,0.7893618319896941,0.8337080023261938,primary (s03),0.8647176016748479
main,mean_H_renorm_bits,5,adj,qwen3-235b,level,P-B,20,,0.0804855256485319,0.0343163282260685,0.1294007743718201,0.0694763388918504,0.1116537609297066,16,0.0118179321289062,0.003152847290039,0.0481201171875,0.0687430245535714,primary (s03),0.06874302455357142
main,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,comm,20,,-0.0119921138512883,-0.0565019076286605,0.0304304776336763,-0.0051404353687244,0.1030331292623581,9,0.8238029479980469,0.8408222198486328,0.9035701467030084,0.934374908902752,primary (s03),0.980727711172079
main,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,S-P,20,,-0.0426533367258206,-0.1066896729704138,0.0198829537288864,-0.0258941608462973,0.147710356861015,9,0.8238029479980469,0.3117942810058594,0.7893618319896941,0.8163341175426136,primary (s03),0.8626976876237273
main,mean_H_renorm_bits,5,adj,qwen3-235b,prepost,P-B,20,,0.0613224457490646,-0.0051845577671737,0.1257183557236543,0.0279765150451722,0.1536032080162947,11,0.8238029479980469,0.1327266693115234,0.5531272888183594,0.5791709206321023,primary (s03),0.6515672857111151
main,mean_H_renorm_bits,10,raw,gpt-4o-mini,level,comm,20,,-0.0122505930883167,-0.0579426979137404,0.0332457403061925,-0.0130752071465076,0.1093734383251912,9,0.8238029479980469,0.6476554870605469,0.8798338692143278,0.8865767045454546,primary (s03),0.9339656386264535
main,mean_H_renorm_bits,10,raw,gpt-4o-mini,level,S-P,20,,-0.0097572880803656,-0.0652480522331815,0.0456703313938945,0.0035439024964021,0.1301260912229435,10,1.0,0.7561664581298828,0.8961443219866071,0.9150249577370012,primary (s03),0.9802720053901885
main,mean_H_renorm_bits,10,raw,gpt-4o-mini,level,P-B,20,,-0.0049866100159022,-0.0590387657001255,0.0539273414045407,-0.0072065263137564,0.1310630825090632,9,0.8238029479980469,0.5458755493164062,0.8188133239746094,0.8544139032778533,primary (s03),0.8966472901318916
main,mean_H_renorm_bits,10,raw,gpt-4o-mini,prepost,comm,20,,-0.0489870146096106,-0.1057916214108705,0.010934025757433,-0.09477249377751,0.13915360329299,6,0.1153182983398437,0.1327266693115234,0.5531272888183594,0.5791709206321023,primary (s03),0.6515672857111151
main,mean_H_renorm_bits,10,raw,gpt-4o-mini,prepost,S-P,20,,-0.045711651858702,-0.1110183074957394,0.0215772365280842,-0.0735148274444725,0.1567322442229279,8,0.5034446716308594,0.2305126190185547,0.6638763427734375,0.7216047204059103,primary (s03),0.7903289794921875
main,mean_H_renorm_bits,10,raw,gpt-4o-mini,prepost,P-B,20,,-0.0065507255018172,-0.0715835136898901,0.0592684630333144,0.0202297278176031,0.1511776450851843,11,0.8238029479980469,0.9272785186767578,0.9537721906389508,0.96759497601053,primary (s03),0.9955042827560241
main,mean_H_renorm_bits,10,raw,llama-3.3-70b,level,comm,19,3,0.0003968886041128,-0.0176098163394152,0.0190410456116687,-0.0036439788055267,0.0425543610621009,9,1.0,0.7982521057128906,0.898033618927002,0.927002445344002,primary (s03),0.9802720053901885
main,mean_H_renorm_bits,10,raw,llama-3.3-70b,level,S-P,19,3,-0.0198724728913735,-0.0357068571230553,-0.0033829973454293,-0.0324858734896868,0.0373866559072743,6,0.1670684814453125,0.040130615234375,0.321044921875,0.3399299172794117,primary (s03),0.37687882133152173
main,mean_H_renorm_bits,10,raw,llama-3.3-70b,level,P-B,19,3,0.0405387229909728,0.021811048459637,0.0597153936151782,0.0470532782062143,0.0440959031489594,14,0.063568115234375,0.002838134765625,0.0481201171875,0.0687430245535714,primary (s03),0.06874302455357142
main,mean_H_renorm_bits,10,raw,llama-3.3-70b,prepost,comm,19,3,0.0124131736830334,-0.0049543059843842,0.0308917103749124,0.0041593266491803,0.0414262574479428,12,0.359283447265625,0.2579269409179687,0.68780517578125,0.7579893773915817,primary (s03),0.8505682326455153
