model,condition,seed,pre,post,prepost,level,end_turn,spec,metric,window,adjust
gpt-4o-mini,switch,10,0.4014598357901704,0.5843030341801049,0.18284319838993446,0.5843030341801049,26,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,11,0.5946245441623051,0.20050383760297058,-0.39412070655933457,0.20050383760297058,30,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,12,0.21884451563013013,0.5709443689483211,0.352099853318191,0.5709443689483211,20,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,13,0.21426115331207,0.2360394250831374,0.02177827177106742,0.2360394250831374,30,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,14,0.26679308651069494,0.2994678812793326,0.03267479476863766,0.2994678812793326,15,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,15,0.30755523184691597,0.17744814345442686,-0.1301070883924891,0.17744814345442686,30,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,16,0.5613745318620983,0.49237131354829466,-0.06900321831380363,0.49237131354829466,22,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,17,0.18747939576837552,0.22270667807238587,0.03522728230401034,0.22270667807238587,20,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,18,0.1951360184119675,0.4697330116548574,0.2745969932428899,0.4697330116548574,20,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,19,0.34417480239557824,0.5503189858596775,0.2061441834640993,0.5503189858596775,30,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,switch,20,0.4126575017585107,0.33959067975269985,-0.07306682200581083,0.33959067975269985,24,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,1,0.16663671682030898,0.29546671300428107,0.1288299961839721,0.29546671300428107,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,2,0.16977707957860783,0.25389964421339806,0.08412256463479023,0.25389964421339806,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,3,0.13577239999176868,0.219588687571511,0.08381628757974233,0.219588687571511,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,4,0.11362855487582826,0.1521893964107647,0.03856084153493644,0.1521893964107647,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,5,0.12497597135793392,0.20020153711598554,0.07522556575805162,0.20020153711598554,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,6,0.15219838408110073,0.20840692544016753,0.056208541359066805,0.20840692544016753,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,7,0.15495636518434616,0.2279127495514235,0.07295638436707733,0.2279127495514235,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,8,0.16396377381700633,0.21267453908260378,0.04871076526559745,0.21267453908260378,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,9,0.20410847674700286,0.2513404775835298,0.04723200083652693,0.2513404775835298,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,10,0.17367409881872975,0.13568549816472034,-0.03798860065400941,0.13568549816472034,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,11,0.1423534885767538,0.18604768734296262,0.04369419876620881,0.18604768734296262,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,12,0.12447237271745504,0.1413004492631773,0.01682807654572227,0.1413004492631773,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,13,0.14403153163694515,0.2697979330941654,0.12576640145722023,0.2697979330941654,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,14,0.11110762366883516,0.27363816609159375,0.1625305424227586,0.27363816609159375,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,15,0.1742947235107409,0.12766214745809112,-0.04663257605264978,0.12766214745809112,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,16,0.13994798819138457,0.20670905455254038,0.06676106636115581,0.20670905455254038,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,17,0.10568148623124211,0.1535991117664187,0.047917625535176575,0.1535991117664187,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,18,0.2015518510561782,0.2792264873780389,0.0776746363218607,0.2792264873780389,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,19,0.1266712732339164,0.21349173251540562,0.08682045928148924,0.21349173251540562,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,base,20,0.16196265073391317,0.20826597155393003,0.04630332082001687,0.20826597155393003,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,1,0.14430802362594375,0.21219186644818613,0.06788384282224239,0.21219186644818613,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,2,0.1411955738176707,0.22747010806870924,0.08627453425103854,0.22747010806870924,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,4,0.1367421159531596,0.26229393131911105,0.12555181536595145,0.26229393131911105,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,5,0.1854291116467113,0.26315567271916285,0.07772656107245154,0.26315567271916285,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,6,0.1938029041912469,0.1684736156985674,-0.025329288492679514,0.1684736156985674,27,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,7,0.15793058193918186,0.17624317008995433,0.01831258815077247,0.17624317008995433,27,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,8,0.17832764807811205,0.21648065605324787,0.03815300797513582,0.21648065605324787,27,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,9,0.18331790429272907,0.26103966280733265,0.07772175851460358,0.26103966280733265,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,10,0.18465902978034968,0.18300988650283623,-0.0016491432775134485,0.18300988650283623,25,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,11,0.16824230050185385,0.32753142661288215,0.1592891261110283,0.32753142661288215,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,12,0.1264264609251034,0.2681602686715225,0.14173380774641908,0.2681602686715225,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,13,0.16475998942794268,0.20906827351183024,0.04430828408388757,0.20906827351183024,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,14,0.15598904677196077,0.16467618059267786,0.008687133820717091,0.16467618059267786,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,15,0.1473310330420091,0.280713267142601,0.13338223410059188,0.280713267142601,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,16,0.1471587877186509,0.32017769385443906,0.17301890613578816,0.32017769385443906,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,17,0.1228640440111005,0.35072479893133623,0.22786075492023572,0.35072479893133623,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,18,0.17229350274340147,0.2124484986836438,0.04015499594024233,0.2124484986836438,29,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,19,0.14587487628425194,0.3063987074565491,0.16052383117229718,0.3063987074565491,28,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,placebo,20,0.11266724270553798,0.28251844374491974,0.16985120103938178,0.28251844374491974,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,1,0.11746288397969139,0.27453724967779697,0.15707436569810557,0.27453724967779697,20,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,2,0.15133428001299878,0.13873917743503475,-0.012595102577964035,0.13873917743503475,24,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,3,0.14967768005967017,0.2518797993994977,0.10220211933982751,0.2518797993994977,22,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,4,0.10123841311957761,0.1553879694225102,0.0541495563029326,0.1553879694225102,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,5,0.22625941942172792,0.2477397347015921,0.021480315279864187,0.2477397347015921,27,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,6,0.1631897039923451,0.2725399317499747,0.10935022775762962,0.2725399317499747,28,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,7,0.16269294036773282,0.31019208893487954,0.14749914856714672,0.31019208893487954,20,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,8,0.16696455186965906,0.25406288874073796,0.0870983368710789,0.25406288874073796,23,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,9,0.15962586216482563,0.25870198555970697,0.09907612339488134,0.25870198555970697,26,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,10,0.12217524492781921,0.15267105654056412,0.030495811612744908,0.15267105654056412,25,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,11,0.1655550215710966,0.2733724160090356,0.107817394437939,0.2733724160090356,20,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,12,0.10522516135993885,0.24677662038229883,0.14155145902236,0.24677662038229883,23,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,13,0.13412894581681223,0.2351720846643254,0.10104313884751318,0.2351720846643254,27,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,14,0.1087900979692663,0.20954410161461934,0.10075400364535304,0.20954410161461934,29,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,15,0.1618251147919168,0.32956126486451937,0.16773615007260256,0.32956126486451937,30,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,16,0.1428086959534895,0.2513487579686133,0.10854006201512378,0.2513487579686133,20,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,17,0.13052974725895491,0.17898403215225522,0.04845428489330031,0.17898403215225522,21,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,18,0.11576632209827963,0.16294705200541948,0.047180729907139854,0.16294705200541948,21,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,19,0.14195805846173812,0.22956727867899918,0.08760922021726106,0.22956727867899918,19,main,mean_H_renorm_bits,5,raw
llama-3.3-70b,switch,20,0.10681741251021072,0.2523067015951742,0.1454892890849635,0.2523067015951742,14,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,1,0.17791846196204317,0.2778618854613074,0.09994342349926424,0.2778618854613074,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,2,0.33908167241022336,0.35614686271904644,0.017065190308823086,0.35614686271904644,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,3,0.2954117833229023,0.39693196715781526,0.10152018383491296,0.39693196715781526,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,4,0.15399632367737878,0.18002783561399577,0.026031511936616986,0.18002783561399577,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,5,0.23990495599796116,0.33756609886311867,0.09766114286515751,0.33756609886311867,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,6,0.21329969624151307,0.28886214784991887,0.0755624516084058,0.28886214784991887,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,7,0.2515133825094548,0.2820100677214664,0.0304966852120116,0.2820100677214664,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,8,0.2756994382928483,0.3214786829876275,0.045779244694779175,0.3214786829876275,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,9,0.14690914890123527,0.2859531888179846,0.13904403991674932,0.2859531888179846,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,10,0.11258316915182062,0.34098835544263095,0.22840518629081033,0.34098835544263095,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,11,0.1630004614817672,0.15959273178231462,-0.0034077296994525774,0.15959273178231462,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,12,0.09608142860493432,0.3042196961099632,0.20813826750502887,0.3042196961099632,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,13,0.15004879142320707,0.30391752944771067,0.1538687380245036,0.30391752944771067,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,14,0.3795328581023204,0.18968505053047446,-0.18984780757184594,0.18968505053047446,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,15,0.14098927619250215,0.15735989848278537,0.016370622290283215,0.15735989848278537,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,16,0.14934717256434596,0.22147691875064496,0.072129746186299,0.22147691875064496,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,17,0.27620727860116745,0.31468765326143916,0.03848037466027171,0.31468765326143916,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,18,0.2000450382596171,0.368988290936336,0.16894325267671892,0.368988290936336,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,19,0.2897148396033139,0.24196449048450813,-0.04775034911880577,0.24196449048450813,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,base,20,0.14621337820241154,0.24645742307202698,0.10024404486961544,0.24645742307202698,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,1,0.1147261526908001,0.2287890775895193,0.1140629248987192,0.2287890775895193,13,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,2,0.2788450587879995,0.44646831100837686,0.16762325222037738,0.44646831100837686,24,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,3,0.22433962810654778,0.20030268359304537,-0.024036944513502412,0.20030268359304537,15,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,4,0.25197146390137826,0.499060636952963,0.24708917305158473,0.499060636952963,14,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,5,0.1792330285951303,0.399315068408704,0.22008203981357372,0.399315068408704,18,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,6,0.23506759031489396,0.32787622759953816,0.0928086372846442,0.32787622759953816,21,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,7,0.14516583702070468,0.3888368462091997,0.24367100918849505,0.3888368462091997,22,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,8,0.2569521112918763,0.4361027586776027,0.1791506473857264,0.4361027586776027,18,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,9,0.21358925505782617,0.270522958006408,0.056933702948581855,0.270522958006408,15,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,10,0.22781211634915607,0.3507366774004107,0.12292456105125463,0.3507366774004107,10,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,11,0.25006064509843967,0.13802172848899108,-0.11203891660944859,0.13802172848899108,11,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,12,0.26974087280209186,0.3016739166290401,0.031933043826948226,0.3016739166290401,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,13,0.2510380262257422,0.23764610911100043,-0.013391917114741747,0.23764610911100043,21,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,14,0.2546786061532514,0.37645377384664375,0.12177516769339236,0.37645377384664375,14,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,15,0.18849686035534718,0.34755530761171677,0.15905844725636958,0.34755530761171677,12,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,16,0.21037104688612102,0.1906646697981388,-0.01970637708798223,0.1906646697981388,18,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,17,0.3455840598889542,0.263906917129404,-0.08167714275955018,0.263906917129404,10,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,18,0.2925623606301077,0.2536032851760509,-0.0389590754540568,0.2536032851760509,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,19,0.19597847895274775,0.26276484977872455,0.0667863708259768,0.26276484977872455,21,main,mean_H_renorm_bits,5,raw
qwen3-235b,placebo,20,0.24236279773324435,0.1427201239898374,-0.09964267374340693,0.1427201239898374,10,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,1,0.18694314092134381,0.26541040540161426,0.07846726448027044,0.26541040540161426,11,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,2,0.1696601262861359,0.2794824565302367,0.10982233024410079,0.2794824565302367,11,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,3,0.2294835861497718,0.2534251980980438,0.023941611948272018,0.2534251980980438,16,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,4,0.348773740743106,0.23297469088188621,-0.1157990498612198,0.23297469088188621,14,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,5,0.1945213200813661,0.16291314534970275,-0.03160817473166336,0.16291314534970275,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,6,0.15898055491517682,0.3090957041840162,0.1501151492688394,0.3090957041840162,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,7,0.15024032123895753,0.3051008502368831,0.15486052899792557,0.3051008502368831,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,8,0.20114582617285084,0.20241846535297756,0.0012726391801267112,0.20241846535297756,14,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,9,0.28050571145183895,0.2605453202295806,-0.019960391222258345,0.2605453202295806,12,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,10,0.21112921105897828,0.23749014927982115,0.026360938220842872,0.23749014927982115,11,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,11,0.2574379018369233,0.22442951228700553,-0.03300838954991775,0.22442951228700553,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,12,0.21457673664599766,0.4619075073220026,0.24733077067600492,0.4619075073220026,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,13,0.3157333983868011,0.37946861539222576,0.06373521700542467,0.37946861539222576,19,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,14,0.281125646513047,0.15779866077432947,-0.12332698573871753,0.15779866077432947,30,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,15,0.3220863024420594,0.424419860023064,0.1023335575810046,0.424419860023064,20,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,16,0.2908423555558387,0.2984440990125228,0.007601743456684074,0.2984440990125228,13,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,17,0.23277131240810003,0.32049812176047265,0.08772680935237262,0.32049812176047265,13,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,18,0.2820734581384373,0.2806489367250868,-0.0014245214133505324,0.2806489367250868,11,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,19,0.2645137574843265,0.1630360908620542,-0.10147766662227228,0.1630360908620542,17,main,mean_H_renorm_bits,5,raw
qwen3-235b,switch,20,0.21537049486808327,0.40052092742982703,0.18515043256174377,0.40052092742982703,13,main,mean_H_renorm_bits,5,raw
gpt-4o-mini,base,1,0.16791619711165237,0.2944175384114126,0.12650134129976023,0.2944175384114126,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,2,0.5714855032483961,0.2657891021118775,-0.3056964011365186,0.2657891021118775,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,3,0.25123508638477127,0.3082789172547107,0.057043830869939416,0.3082789172547107,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,4,0.22784296638795903,0.2307312790204712,0.0028883126325121578,0.2307312790204712,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,5,0.24926761552225682,0.2723076546930373,0.023040039170780485,0.2723076546930373,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,6,0.17842378577473358,0.17223674185842125,-0.006187043916312335,0.17223674185842125,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,7,0.3324430691827751,0.47852004850752045,0.14607697932474534,0.47852004850752045,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,8,0.39487810041501714,0.5030296895751416,0.10815158916012446,0.5030296895751416,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,9,0.20709929002201952,0.21908600554656502,0.0119867155245455,0.21908600554656502,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,10,0.19294989175506685,0.506004770586445,0.31305487883137817,0.506004770586445,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,11,0.32093271963561065,0.25600228492971994,-0.06493043470589072,0.25600228492971994,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,12,0.2197251744774429,0.5276423490805983,0.3079171746031554,0.5276423490805983,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,13,0.3615120357682498,0.2818598962932602,-0.07965213947498961,0.2818598962932602,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,14,0.2056016583548072,0.09247097523112524,-0.11313068312368196,0.09247097523112524,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,15,0.3728880080189714,0.34762733969857146,-0.025260668320399915,0.34762733969857146,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,16,0.2726458628766672,0.30838103180420406,0.035735168927536864,0.30838103180420406,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,17,0.20722273285152906,0.5229814245701329,0.3157586917186038,0.5229814245701329,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,18,0.16397314703913368,0.7300241413038023,0.5660509942646686,0.7300241413038023,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,19,0.24928950767149635,0.14746180978180806,-0.10182769788968829,0.14746180978180806,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,base,20,0.29922587614111473,0.3158242511088215,0.016598374967706775,0.3158242511088215,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,1,0.3274977508762619,0.46143955495131134,0.13394180407504946,0.46143955495131134,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,2,0.33701369525027275,0.27072143608693977,-0.06629225916333298,0.27072143608693977,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,3,0.22339001712573128,0.5608034166436879,0.3374133995179567,0.5608034166436879,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,4,0.18978433045858645,0.3207490942911774,0.13096476383259092,0.3207490942911774,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,5,0.2116359878410452,0.24775864823134688,0.03612266039030168,0.24775864823134688,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,6,0.21839592383697784,0.35757608316879674,0.1391801593318189,0.35757608316879674,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,7,0.19723301137525942,0.27015436585600894,0.07292135448074952,0.27015436585600894,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,8,0.20014972485202903,0.20715580801909805,0.007006083167069022,0.20715580801909805,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,9,0.23706465964549492,0.24969381710946595,0.01262915746397103,0.24969381710946595,11,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,10,0.2772937128346963,0.3595899455071722,0.08229623267247593,0.3595899455071722,27,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,11,0.4028209863151628,0.21019918856721792,-0.19262179774794486,0.21019918856721792,17,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,12,0.3414607924985934,0.19757534856919873,-0.14388544392939467,0.19757534856919873,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,13,0.3020826048994696,0.26702764092156467,-0.03505496397790492,0.26702764092156467,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,14,0.2934366058301038,0.19237944751052286,-0.10105715831958093,0.19237944751052286,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,15,0.3780918441118813,0.2837089813242091,-0.09438286278767222,0.2837089813242091,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,16,0.28564989253321316,0.44925984374483763,0.16360995121162447,0.44925984374483763,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,17,0.23222529260181907,0.3767646984422693,0.14453940584045022,0.3767646984422693,21,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,18,0.22652698094832716,0.5581932960789604,0.33166631513063327,0.5581932960789604,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,19,0.24124166131949948,0.7406542182863451,0.49941255696684567,0.7406542182863451,18,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,placebo,20,0.3372743901385396,0.2658535268749593,-0.07142086326358033,0.2658535268749593,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,1,0.15384505618376762,0.21181924564432864,0.057974189460561015,0.21181924564432864,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,2,0.3454462954224985,0.24134004126711525,-0.10410625415538324,0.24134004126711525,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,3,0.16697923482436083,0.29202181578949093,0.1250425809651301,0.29202181578949093,10,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,4,0.32243871078330316,0.28340045609272196,-0.0390382546905812,0.28340045609272196,25,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,5,0.34242829949166664,0.19682269074133502,-0.14560560875033163,0.19682269074133502,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,6,0.41650180343135085,0.20842378173947,-0.20807802169188086,0.20842378173947,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,7,0.3102500206847477,0.20144704474338657,-0.10880297594136115,0.20144704474338657,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,8,0.1881652220202795,0.4583299588064859,0.27016473678620645,0.4583299588064859,24,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,9,0.24113459590600236,0.226324502076214,-0.014810093829788373,0.226324502076214,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,10,0.39989993689742354,0.5853946330799629,0.18549469618253933,0.5853946330799629,26,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,11,0.5929995457120745,0.20038851916869488,-0.3926110265433796,0.20038851916869488,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,12,0.2187288239161506,0.5872997115708563,0.3685708876547057,0.5872997115708563,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,13,0.21236120658231047,0.23884858991767363,0.026487383335363157,0.23884858991767363,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,14,0.2698636879031177,0.3019017671796479,0.032038079276530185,0.3019017671796479,15,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,15,0.3051849703332401,0.17507620025415666,-0.13010877007908345,0.17507620025415666,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,16,0.558090928758238,0.4926666183865206,-0.06542431037171736,0.4926666183865206,22,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,17,0.1872951035999266,0.23681816637293035,0.04952306277300375,0.23681816637293035,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,18,0.1936676339645746,0.467296096600188,0.2736284626356134,0.467296096600188,20,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,19,0.3470539162835769,0.5516619520490246,0.20460803576544767,0.5516619520490246,30,main,mean_H_renorm_bits,5,adj
gpt-4o-mini,switch,20,0.4115522038635723,0.3434017971801062,-0.06815040668346606,0.3434017971801062,24,main,mean_H_renorm_bits,5,adj
llama-3.3-70b,base,1,0.1891398638520256,0.25517311271098375,0.06603324885895814,0.25517311271098375,30,main,mean_H_renorm_bits,5,adj
llama-3.3-70b,base,2,0.19484826908783018,0.21419676383294323,0.01934849474511305,0.21419676383294323,30,main,mean_H_renorm_bits,5,adj
llama-3.3-70b,base,3,0.15616752102731477,0.174018582405341,0.017851061378026223,0.174018582405341,30,main,mean_H_renorm_bits,5,adj
llama-3.3-70b,base,4,0.13465734803352497,0.14624904335899622,0.011591695325471246,0.14624904335899622,30,main,mean_H_renorm_bits,5,adj
llama-3.3-70b,base,5,0.14393394800986536,0.15469043645646818,0.010756488446602819,0.15469043645646818,30,main,mean_H_renorm_bits,5,adj
