model,condition,seed,align,direction,role,agent,rel,action,y_raw,y_adj,mean_surprisal_bits
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,-5,read_log,0.3826410962397856,0.34356421108294916,0.1817371628544454
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,-4,read_log,0.2736309868998565,0.23455410174302005,3.1472818228587944
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,-3,decrypt,0.1007977844278936,0.10332899698967879,0.0200503261147868
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,-2,decrypt,0.3515056451330854,0.34320564811666654,0.2075226103655666
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,-1,write_log,0.3535939114064664,0.3632139548950076,0.3555843316416025
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,0,read_log,0.2664433466119673,0.22736646145513084,0.0919110757632589
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,1,write_log,0.0588201966316423,0.0684402401201835,0.022048746857237
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,2,decrypt,0.1702498994849191,0.1727811120467043,0.0362307059742876
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,3,decrypt,0.2400269937397137,0.23543542555325436,0.147879003620665
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,4,write_log,0.6664993309757243,0.6763006698476811,0.6311703682011658
gpt-4o-mini,switch,1,tau_read,A2->A1,receiver,A1,5,decrypt,4.294425046607345e-05,-0.002313058418066166,3.4009801615836536e-06
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,-5,decrypt,0.1251795357732806,0.1259650328727531,0.044982801369464
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,-4,decrypt,0.1551332333080385,0.1510573432885678,0.0763524474531043
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,-3,write_log,0.194379693496649,0.20097675186344222,0.1713441130716133
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,-2,decrypt,0.3373416392723836,0.3381271363718561,0.1310017881030139
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,-1,decrypt,0.1298173684258624,0.12800575025732694,0.1983617477132003
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,0,write_log,0.1751849289233587,0.18183020852501056,0.1517085133654881
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,1,decrypt,0.114080625585351,0.1148661226848235,0.042247985654792
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,2,decrypt,0.1844317119900472,0.1803558219705765,0.1027453581678618
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,3,write_log,0.2931620426145065,0.2999549037210126,0.4468265277265917
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,4,decrypt,0.2757952484192982,0.27370387320996875,0.4637469064950983
gpt-4o-mini,switch,1,tau_read,A2->A1,author,A2,5,decrypt,0.1390951838542354,0.13700380864490594,0.0356529099834643
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,-5,decrypt,1.219391624155968e-05,-0.0023438087522906796,8.60968649410102e-07
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,-4,write_log,0.3998240195945087,0.408857706204131,0.3205796515139698
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,-3,decrypt,0.1215774863422299,0.12410869890401509,0.0244838488866882
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,-2,decrypt,0.2656586140710025,0.25908253107440193,0.2178638728489814
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,-1,read_log,0.331504411788028,0.29242752663119154,1.3832356509888155
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,0,write_log,0.3717569746106081,0.37518232067057644,0.3792351509669521
gpt-4o-mini,switch,1,tau_use,A2->A1,receiver,A1,1,read_log,0.0535390987249682,0.014462213568131772,0.0086946568131645
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,-5,decrypt,0.040699640885102,0.04148513798457451,0.0065050943737109
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,-4,decrypt,0.1612837887133981,0.1572078986939274,0.2549231735417046
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,-3,write_log,0.10386467664641,0.11060784782614923,0.0796572917297923
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,-2,decrypt,0.1532865586098535,0.154072055709326,0.0628150990224231
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,-1,decrypt,0.4595686502066807,0.45422260450540414,0.5010837842130726
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,0,write_log,0.0992420922561584,0.10650643785921614,0.0704550720130678
gpt-4o-mini,switch,1,tau_use,A2->A1,author,A2,1,decrypt,0.0848132362268375,0.08559873332631,0.0174820146035729
gpt-4o-mini,switch,2,tau_read,A1->A2,receiver,A2,-5,write_log,0.0805058243663216,0.08817110642356692,0.0456949526254748
gpt-4o-mini,switch,2,tau_read,A1->A2,receiver,A2,-4,decrypt,0.0661433752582493,0.06462847919341168,0.0688477224144428
gpt-4o-mini,switch,2,tau_read,A1->A2,receiver,A2,-3,write_log,0.2195208384876574,0.22626400966739665,0.1594075112113212
gpt-4o-mini,switch,2,tau_read,A1->A2,receiver,A2,-2,decrypt,0.0134241878346927,0.01190929176985508,0.0023565935298673
gpt-4o-mini,switch,2,tau_read,A1->A2,receiver,A2,-1,write_log,0.0856694766885812,0.09390378257166834,0.0785005983136071
gpt-4o-mini,switch,2,tau_read,A1->A2,receiver,A2,0,read_log,0.4557645765669018,0.41668769141006534,0.8204747087661365
gpt-4o-mini,switch,2,tau_read,A1->A2,author,A1,-5,decrypt,0.633236153597769,0.635113808008722,1.3536834708306444
gpt-4o-mini,switch,2,tau_read,A1->A2,author,A1,-4,decrypt,0.2246892774684209,0.21845087426848364,0.2862825377794301
gpt-4o-mini,switch,2,tau_read,A1->A2,author,A1,-3,read_log,0.5074851977767276,0.4684083126198912,0.5979175174000827
gpt-4o-mini,switch,2,tau_read,A1->A2,author,A1,-2,submit,0.1104953863793686,0.2750312454467292,0.0849514517316422
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,-5,decrypt,0.1638935531218735,0.16642476568365872,0.0382459703516789
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,-4,decrypt,0.3590904902554848,0.3506398839483141,0.4098504103702905
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,-3,write_log,0.3500473273613604,0.35940742928454394,0.2301961593718028
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,-2,decrypt,0.633236153597769,0.635113808008722,1.3536834708306444
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,-1,decrypt,0.2246892774684209,0.21845087426848364,0.2862825377794301
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,0,read_log,0.5074851977767276,0.4684083126198912,0.5979175174000827
gpt-4o-mini,switch,2,tau_read,A2->A1,receiver,A1,1,submit,0.1104953863793686,0.2750312454467292,0.0849514517316422
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,-5,write_log,0.1840200160118495,0.1914521865961044,0.1839644746137358
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,-4,decrypt,0.1950241625996491,0.19580965969912162,0.06329778288429
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,-3,decrypt,0.0527165206741671,0.05120162460932948,0.0172607533046185
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,-2,write_log,0.0805058243663216,0.08817110642356692,0.0456949526254748
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,-1,decrypt,0.0661433752582493,0.06462847919341168,0.0688477224144428
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,0,write_log,0.2195208384876574,0.22626400966739665,0.1594075112113212
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,1,decrypt,0.0134241878346927,0.01190929176985508,0.0023565935298673
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,2,write_log,0.0856694766885812,0.09390378257166834,0.0785005983136071
gpt-4o-mini,switch,2,tau_read,A2->A1,author,A2,3,read_log,0.4557645765669018,0.41668769141006534,0.8204747087661365
gpt-4o-mini,switch,2,tau_use,A2->A1,receiver,A1,-5,decrypt,0.3590904902554848,0.3506398839483141,0.4098504103702905
gpt-4o-mini,switch,2,tau_use,A2->A1,receiver,A1,-4,write_log,0.3500473273613604,0.35940742928454394,0.2301961593718028
gpt-4o-mini,switch,2,tau_use,A2->A1,receiver,A1,-3,decrypt,0.633236153597769,0.635113808008722,1.3536834708306444
gpt-4o-mini,switch,2,tau_use,A2->A1,receiver,A1,-2,decrypt,0.2246892774684209,0.21845087426848364,0.2862825377794301
gpt-4o-mini,switch,2,tau_use,A2->A1,receiver,A1,-1,read_log,0.5074851977767276,0.4684083126198912,0.5979175174000827
gpt-4o-mini,switch,2,tau_use,A2->A1,receiver,A1,0,submit,0.1104953863793686,0.2750312454467292,0.0849514517316422
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,-5,decrypt,0.1950241625996491,0.19580965969912162,0.06329778288429
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,-4,decrypt,0.0527165206741671,0.05120162460932948,0.0172607533046185
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,-3,write_log,0.0805058243663216,0.08817110642356692,0.0456949526254748
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,-2,decrypt,0.0661433752582493,0.06462847919341168,0.0688477224144428
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,-1,write_log,0.2195208384876574,0.22626400966739665,0.1594075112113212
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,0,decrypt,0.0134241878346927,0.01190929176985508,0.0023565935298673
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,1,write_log,0.0856694766885812,0.09390378257166834,0.0785005983136071
gpt-4o-mini,switch,2,tau_use,A2->A1,author,A2,2,read_log,0.4557645765669018,0.41668769141006534,0.8204747087661365
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,-5,write_log,0.1780769235064614,0.1857422055637067,0.1735918805080557
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,-4,write_log,0.0947631589138842,0.10299746479697135,0.10954321328933
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,-3,write_log,0.360610401851846,0.3680998177173,0.4145658740288387
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,-2,read_log,0.5257381637919728,0.48666127863513636,0.7131350585711601
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,-1,write_log,0.230074850669028,0.2375070212532829,0.2412905461122778
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,0,read_log,0.5019724357666365,0.4628955506098001,0.3463651798086047
gpt-4o-mini,switch,3,tau_read,A1->A2,receiver,A2,1,submit,0.1886622978814078,0.35355081584127745,0.1821959239648267
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,-5,write_log,0.2972555969686544,0.30705693584061117,0.2784749683957523
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,-4,read_log,0.0290636798176315,-0.010013205339204925,3.6115878569420414
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,-3,decrypt,0.0106749417729109,0.013206154334696098,0.0013465646493933
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,-2,decrypt,0.3179162103980554,0.31123255349430007,0.1976259991789705
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,-1,write_log,0.2300411815217645,0.23975103332355435,0.1532284827610556
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,0,read_log,0.2275502579722504,0.188473372815414,0.0723331404815678
gpt-4o-mini,switch,3,tau_read,A1->A2,author,A1,1,submit,0.1049218784884509,0.26995310089361674,0.1133946242429726
gpt-4o-mini,switch,3,tau_use,A1->A2,receiver,A2,-5,write_log,0.0947631589138842,0.10299746479697135,0.10954321328933
gpt-4o-mini,switch,3,tau_use,A1->A2,receiver,A2,-4,write_log,0.360610401851846,0.3680998177173,0.4145658740288387
gpt-4o-mini,switch,3,tau_use,A1->A2,receiver,A2,-3,read_log,0.5257381637919728,0.48666127863513636,0.7131350585711601
gpt-4o-mini,switch,3,tau_use,A1->A2,receiver,A2,-2,write_log,0.230074850669028,0.2375070212532829,0.2412905461122778
gpt-4o-mini,switch,3,tau_use,A1->A2,receiver,A2,-1,read_log,0.5019724357666365,0.4628955506098001,0.3463651798086047
gpt-4o-mini,switch,3,tau_use,A1->A2,receiver,A2,0,submit,0.1886622978814078,0.35355081584127745,0.1821959239648267
gpt-4o-mini,switch,3,tau_use,A1->A2,author,A1,-5,read_log,0.0290636798176315,-0.010013205339204925,3.6115878569420414
gpt-4o-mini,switch,3,tau_use,A1->A2,author,A1,-4,decrypt,0.0106749417729109,0.013206154334696098,0.0013465646493933
gpt-4o-mini,switch,3,tau_use,A1->A2,author,A1,-3,decrypt,0.3179162103980554,0.31123255349430007,0.1976259991789705
gpt-4o-mini,switch,3,tau_use,A1->A2,author,A1,-2,write_log,0.2300411815217645,0.23975103332355435,0.1532284827610556
gpt-4o-mini,switch,3,tau_use,A1->A2,author,A1,-1,read_log,0.2275502579722504,0.188473372815414,0.0723331404815678
gpt-4o-mini,switch,3,tau_use,A1->A2,author,A1,0,submit,0.1049218784884509,0.26995310089361674,0.1133946242429726
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,-5,write_log,0.2972555969686544,0.30705693584061117,0.2784749683957523
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,-4,read_log,0.0290636798176315,-0.010013205339204925,3.6115878569420414
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,-3,decrypt,0.0106749417729109,0.013206154334696098,0.0013465646493933
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,-2,decrypt,0.3179162103980554,0.31123255349430007,0.1976259991789705
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,-1,write_log,0.2300411815217645,0.23975103332355435,0.1532284827610556
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,0,read_log,0.2275502579722504,0.188473372815414,0.0723331404815678
gpt-4o-mini,switch,3,tau_read,A2->A1,receiver,A1,1,submit,0.1049218784884509,0.26995310089361674,0.1133946242429726
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,-5,write_log,0.1780769235064614,0.1857422055637067,0.1735918805080557
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,-4,write_log,0.0947631589138842,0.10299746479697135,0.10954321328933
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,-3,write_log,0.360610401851846,0.3680998177173,0.4145658740288387
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,-2,read_log,0.5257381637919728,0.48666127863513636,0.7131350585711601
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,-1,write_log,0.230074850669028,0.2375070212532829,0.2412905461122778
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,0,read_log,0.5019724357666365,0.4628955506098001,0.3463651798086047
gpt-4o-mini,switch,3,tau_read,A2->A1,author,A2,1,submit,0.1886622978814078,0.35355081584127745,0.1821959239648267
gpt-4o-mini,switch,3,tau_use,A2->A1,receiver,A1,-5,read_log,0.0290636798176315,-0.010013205339204925,3.6115878569420414
gpt-4o-mini,switch,3,tau_use,A2->A1,receiver,A1,-4,decrypt,0.0106749417729109,0.013206154334696098,0.0013465646493933
gpt-4o-mini,switch,3,tau_use,A2->A1,receiver,A1,-3,decrypt,0.3179162103980554,0.31123255349430007,0.1976259991789705
gpt-4o-mini,switch,3,tau_use,A2->A1,receiver,A1,-2,write_log,0.2300411815217645,0.23975103332355435,0.1532284827610556
gpt-4o-mini,switch,3,tau_use,A2->A1,receiver,A1,-1,read_log,0.2275502579722504,0.188473372815414,0.0723331404815678
gpt-4o-mini,switch,3,tau_use,A2->A1,receiver,A1,0,submit,0.1049218784884509,0.26995310089361674,0.1133946242429726
gpt-4o-mini,switch,3,tau_use,A2->A1,author,A2,-5,write_log,0.0947631589138842,0.10299746479697135,0.10954321328933
gpt-4o-mini,switch,3,tau_use,A2->A1,author,A2,-4,write_log,0.360610401851846,0.3680998177173,0.4145658740288387
gpt-4o-mini,switch,3,tau_use,A2->A1,author,A2,-3,read_log,0.5257381637919728,0.48666127863513636,0.7131350585711601
gpt-4o-mini,switch,3,tau_use,A2->A1,author,A2,-2,write_log,0.230074850669028,0.2375070212532829,0.2412905461122778
gpt-4o-mini,switch,3,tau_use,A2->A1,author,A2,-1,read_log,0.5019724357666365,0.4628955506098001,0.3463651798086047
gpt-4o-mini,switch,3,tau_use,A2->A1,author,A2,0,submit,0.1886622978814078,0.35355081584127745,0.1821959239648267
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,-5,write_log,0.2589563287966038,0.26638849938085873,0.32012287257601
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,-4,write_log,0.2194144103035954,0.22678999741663772,0.4472118791531145
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,-3,decrypt,0.0529317084616817,0.05141681239684408,0.0179629709100974
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,-2,write_log,0.0966909561456319,0.10429691122500793,0.1049816207480607
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,-1,decrypt,0.1509784601207365,0.15176395722020902,0.1003098429872484
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,0,read_log,0.3562573800140902,0.31718049485725375,2.1820739103805056
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,1,write_log,0.4083462222115657,0.41555588103622565,0.3219678318649949
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,2,read_log,0.0877008737254329,0.04862398856859648,2.723023808517466
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,3,write_log,0.1678295707241066,0.17503922954876655,0.1118569389815495
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,4,decrypt,0.0053998259937105,0.00388492992887288,0.0007975324380512
gpt-4o-mini,switch,4,tau_read,A1->A2,receiver,A2,5,write_log,0.3012651360720731,0.3087545519375271,0.3476907939889671
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,-5,write_log,0.2770884689106447,0.28653369325323175,0.171427546749734
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,-4,decrypt,0.2460949207005847,0.2486261332623699,0.1184521720556064
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,-3,decrypt,0.2117943126523854,0.20720274446592607,0.1248849445139393
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,-2,write_log,0.6705789821668215,0.6835033860740767,0.613461544874733
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,-1,decrypt,0.1910859380107266,0.1936171505725118,0.0481943356318982
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,0,decrypt,0.2603229862232893,0.25374690322668875,0.2178415679256983
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,1,write_log,0.3323441348643147,0.3415383084991159,0.4113232059701323
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,2,decrypt,0.3216463670857482,0.32417757964753335,0.1244326370577384
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,3,decrypt,0.4574857513414951,0.45173719819717223,0.2705633099192543
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,4,write_log,0.3227525860062731,0.3325539248782299,0.1667374899602851
gpt-4o-mini,switch,4,tau_read,A1->A2,author,A1,5,read_log,0.5000059760308528,0.4609290908740164,0.5965726453909818
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,-5,decrypt,0.2603229862232893,0.25374690322668875,0.2178415679256983
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,-4,write_log,0.3323441348643147,0.3415383084991159,0.4113232059701323
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,-3,decrypt,0.3216463670857482,0.32417757964753335,0.1244326370577384
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,-2,decrypt,0.4574857513414951,0.45173719819717223,0.2705633099192543
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,-1,write_log,0.3227525860062731,0.3325539248782299,0.1667374899602851
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,0,read_log,0.5000059760308528,0.4609290908740164,0.5965726453909818
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,1,write_log,0.194458931025617,0.2021842680172656,0.1009372579276505
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,2,decrypt,0.2821357490333119,0.2744026810788478,0.263639551980841
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,3,write_log,0.6462033818002876,0.6523865811555581,0.513043944277506
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,4,decrypt,0.0040209316611059,0.0016649289925736608,0.0006543308685058
gpt-4o-mini,switch,4,tau_read,A2->A1,receiver,A1,5,write_log,0.3611607895723207,0.3705208914955042,0.3120441378141494
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,-5,read_log,0.3562573800140902,0.31718049485725375,2.1820739103805056
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,-4,write_log,0.4083462222115657,0.41555588103622565,0.3219678318649949
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,-3,read_log,0.0877008737254329,0.04862398856859648,2.723023808517466
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,-2,write_log,0.1678295707241066,0.17503922954876655,0.1118569389815495
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,-1,decrypt,0.0053998259937105,0.00388492992887288,0.0007975324380512
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,0,write_log,0.3012651360720731,0.3087545519375271,0.3476907939889671
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,1,decrypt,0.299509614939729,0.29741823973039955,0.3873849657015367
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,2,decrypt,0.194598569725799,0.1905226797063283,0.1359673224640171
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,3,write_log,0.1697785868904633,0.17652175807020254,0.3763626640278685
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,4,decrypt,0.1654913630145667,0.16627686011403922,0.0725615339908733
gpt-4o-mini,switch,4,tau_read,A2->A1,author,A2,5,write_log,0.2245614870831067,0.2274636308919799,0.3132556132505941
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,-5,write_log,0.3323441348643147,0.3415383084991159,0.4113232059701323
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,-4,decrypt,0.3216463670857482,0.32417757964753335,0.1244326370577384
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,-3,decrypt,0.4574857513414951,0.45173719819717223,0.2705633099192543
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,-2,write_log,0.3227525860062731,0.3325539248782299,0.1667374899602851
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,-1,read_log,0.5000059760308528,0.4609290908740164,0.5965726453909818
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,0,write_log,0.194458931025617,0.2021842680172656,0.1009372579276505
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,1,decrypt,0.2821357490333119,0.2744026810788478,0.263639551980841
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,2,write_log,0.6462033818002876,0.6523865811555581,0.513043944277506
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,3,decrypt,0.0040209316611059,0.0016649289925736608,0.0006543308685058
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,4,write_log,0.3611607895723207,0.3705208914955042,0.3120441378141494
gpt-4o-mini,switch,4,tau_use,A2->A1,receiver,A1,5,decrypt,0.2684395106734529,0.2709707232352381,0.079788042624689
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,-5,write_log,0.4083462222115657,0.41555588103622565,0.3219678318649949
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,-4,read_log,0.0877008737254329,0.04862398856859648,2.723023808517466
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,-3,write_log,0.1678295707241066,0.17503922954876655,0.1118569389815495
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,-2,decrypt,0.0053998259937105,0.00388492992887288,0.0007975324380512
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,-1,write_log,0.3012651360720731,0.3087545519375271,0.3476907939889671
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,0,decrypt,0.299509614939729,0.29741823973039955,0.3873849657015367
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,1,decrypt,0.194598569725799,0.1905226797063283,0.1359673224640171
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,2,write_log,0.1697785868904633,0.17652175807020254,0.3763626640278685
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,3,decrypt,0.1654913630145667,0.16627686011403922,0.0725615339908733
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,4,write_log,0.2245614870831067,0.2274636308919799,0.3132556132505941
gpt-4o-mini,switch,4,tau_use,A2->A1,author,A2,5,decrypt,0.0010110823880745,-0.0005038136767631196,0.0001251970509283
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,-5,decrypt,0.0256053425326004,0.02324933986406816,0.0078572740489396
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,-4,write_log,0.2502644137578775,0.2605507447041592,0.2279379972627347
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,-3,decrypt,0.2191007307832794,0.2216319433450646,0.0516882033927246
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,-2,decrypt,0.0057626123602711,0.0034066096917388603,0.0010036418435041
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,-1,write_log,0.4441597196914069,0.4535198216145904,0.3300036862816681
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,0,read_log,0.4544422472230963,0.41536536206625985,0.2792800899920147
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,1,write_log,0.2341635719045298,0.23931673791968097,0.3058693440453536
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,2,decrypt,0.941176227634976,0.9410693672357877,0.8424375039988381
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,3,decrypt,0.0010927860437837,-0.0012632166247485393,0.0001368271387635
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,4,read_log,0.507484778833159,0.4684078936763226,0.5979173777380781
gpt-4o-mini,switch,5,tau_read,A2->A1,receiver,A1,5,write_log,0.156099875177187,0.15728798270066902,0.1343027836145839
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,-5,decrypt,0.0121731992470508,0.010658303182213181,0.0022216937669801
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,-4,write_log,0.1611009798398741,0.16815015163935512,0.250105950648342
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,-3,decrypt,0.2155584611434828,0.2163439582429553,0.0586399592761283
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,-2,decrypt,0.4599296371840294,0.45393003333192067,0.4088493325885133
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,-1,write_log,0.1510249964294546,0.15678600179728447,0.18061698631353
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,0,decrypt,0.1259496404840476,0.12673513758352012,0.0357153133378788
gpt-4o-mini,switch,5,tau_read,A2->A1,author,A2,1,decrypt,0.0210834843287019,0.01956858826386428,0.0050470046298299
