model,condition,seed,align,direction,role,agent,rel,action,y_raw,y_adj,mean_surprisal_bits
llama-3.3-70b,switch,5,tau_use,A1->A2,receiver,A2,2,write_log,0.3725595220665572,0.18728254138521194,0.2628280028995185
llama-3.3-70b,switch,5,tau_use,A1->A2,receiver,A2,3,read_log,0.0003191302680524,0.1750285349945199,3.216039618950732e-05
llama-3.3-70b,switch,5,tau_use,A1->A2,receiver,A2,4,write_log,0.3523721572157309,0.1533087157579997,0.243905135469866
llama-3.3-70b,switch,5,tau_use,A1->A2,receiver,A2,5,submit,0.3927703848082957,0.3505213545754729,0.3605837141526146
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,-5,read_log,0.0008410323158794,0.1755504370423469,8.426903737909781e-05
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,-4,write_log,0.3204171745995656,0.11001272899332687,0.3225466686339095
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,-3,read_log,0.0004858029002991,0.1751952076267666,4.74664296125316e-05
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,-2,write_log,0.4809624137385008,0.2716423104802423,0.348481924359522
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,-1,read_log,0.000512754679634,0.1752221594061015,4.918619838772586e-05
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,0,write_log,0.8254671243590233,0.6478557022203211,0.7892468620176953
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,1,read_log,0.0006195508280416,0.1753289555545091,6.36321794713455e-05
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,2,write_log,0.4606610540230206,0.2830496318843184,0.3402488781378587
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,3,read_log,0.0004458969614127,0.1751553016878802,4.48867738254932e-05
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,4,write_log,0.844599920862427,0.6642311123815228,0.7082220469777788
llama-3.3-70b,switch,5,tau_use,A1->A2,author,A1,5,read_log,0.000368186063076,0.17507759078954352,3.663184014206067e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,-5,write_log,0.5277645916647973,0.3690207905803035,0.4507622384454027
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,-4,read_log,0.0003003951352001,0.17500979986166762,2.94087341333832e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,-3,write_log,0.7531205086180357,0.5836151583883227,0.8498231565726964
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,-2,read_log,0.0006205607695302,0.17532996549599772,6.225637599787686e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,-1,write_log,0.5985757829040222,0.4239727500485451,0.6281208659669593
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,0,read_log,0.0006255759096562,0.1753349806361237,6.500797769632017e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,1,write_log,0.6443593086361763,0.4548093633506618,0.637717489910062
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,2,read_log,0.0008410323158794,0.1755504370423469,8.426903737909781e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,3,write_log,0.3204171745995656,0.11001272899332687,0.3225466686339095
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,4,read_log,0.0004858029002991,0.1751952076267666,4.74664296125316e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,receiver,A1,5,write_log,0.4809624137385008,0.2716423104802423,0.348481924359522
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,-5,write_log,0.417108966207286,0.21730235912124418,0.2855563503337131
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,-4,read_log,0.0004705919740525,0.17517999670052,4.6778525251550274e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,-3,write_log,0.6854390492103316,0.49904096188737296,0.478564926596968
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,-2,write_log,0.3178747546336861,0.1044155714833529,0.5934787194647496
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,-1,read_log,0.0004028425502723,0.1751122472767398,3.8351622038489896e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,0,write_log,0.4585641636416742,0.25212148126291417,0.6184835426586289
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,1,read_log,0.0004117932837405,0.175121198010208,3.9555466479318657e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,2,write_log,0.4524780614931383,0.25914462553434287,0.2423448976421467
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,3,read_log,0.0007216116817962,0.17543101640826372,7.240288003432402e-05
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,4,write_log,0.478876582265881,0.2730406963377848,0.495311495795444
llama-3.3-70b,switch,5,tau_read,A2->A1,author,A2,5,write_log,0.3635578549393983,0.18453900853746852,0.2574243698526151
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,-5,read_log,0.0006205607695302,0.17532996549599772,6.225637599787686e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,-4,write_log,0.5985757829040222,0.4239727500485451,0.6281208659669593
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,-3,read_log,0.0006255759096562,0.1753349806361237,6.500797769632017e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,-2,write_log,0.6443593086361763,0.4548093633506618,0.637717489910062
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,-1,read_log,0.0008410323158794,0.1755504370423469,8.426903737909781e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,0,write_log,0.3204171745995656,0.11001272899332687,0.3225466686339095
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,1,read_log,0.0004858029002991,0.1751952076267666,4.74664296125316e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,2,write_log,0.4809624137385008,0.2716423104802423,0.348481924359522
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,3,read_log,0.000512754679634,0.1752221594061015,4.918619838772586e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,4,write_log,0.8254671243590233,0.6478557022203211,0.7892468620176953
llama-3.3-70b,switch,5,tau_use,A2->A1,receiver,A1,5,read_log,0.0006195508280416,0.1753289555545091,6.36321794713455e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,-5,write_log,0.3178747546336861,0.1044155714833529,0.5934787194647496
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,-4,read_log,0.0004028425502723,0.1751122472767398,3.8351622038489896e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,-3,write_log,0.4585641636416742,0.25212148126291417,0.6184835426586289
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,-2,read_log,0.0004117932837405,0.175121198010208,3.9555466479318657e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,-1,write_log,0.4524780614931383,0.25914462553434287,0.2423448976421467
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,0,read_log,0.0007216116817962,0.17543101640826372,7.240288003432402e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,1,write_log,0.478876582265881,0.2730406963377848,0.495311495795444
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,2,write_log,0.3635578549393983,0.18453900853746852,0.2574243698526151
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,3,read_log,0.0004992463217442,0.1752086510482117,5.107794456528895e-05
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,4,write_log,0.2176788428103925,0.023463501822292926,0.0930516994602033
llama-3.3-70b,switch,5,tau_use,A2->A1,author,A2,5,read_log,0.0004684698026369,0.1751778745291044,4.55746834349685e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,-5,write_log,0.4057646640809546,0.22539585560005032,0.3796308918912702
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,-4,read_log,0.0004248945076582,0.1751342992341257,4.093129094676324e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,-3,write_log,0.688763647421301,0.5252875760336422,0.4554590518275297
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,-2,read_log,0.0008476448356908,0.1755570495621583,8.616073632021505e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,-1,write_log,0.3213270405130009,0.14230819411107115,0.5821481759183641
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,0,read_log,0.0006986698142037,0.1754080745406712,7.085510965547452e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,1,write_log,0.5768196884543052,0.38260434746620564,0.7146142555412154
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,2,read_log,0.0008415828647838,0.17555098759125132,8.633270847408989e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,3,write_log,0.7421189610273664,0.5568419803460212,0.4142838648351842
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,4,read_log,0.000541804938989,0.17525120966545651,5.5033398577302e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,receiver,A2,5,write_log,0.2430762885936645,0.032671842987425787,0.2690717672688086
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,-5,write_log,0.2797327915872186,0.10071394518528881,0.0983013621454353
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,-4,read_log,0.0003731892739288,0.1750825940003963,3.61159053107072e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,-3,write_log,0.5202937785562657,0.33389569123330703,0.3749039557528176
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,-2,read_log,0.0004856640825136,0.1751950688089811,4.867027142911336e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,-1,write_log,0.3030273820794044,0.11060001591439139,0.4548202311723878
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,0,read_log,0.0004009478742372,0.1751103526007047,3.903953427221218e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,1,write_log,0.3771021139538563,0.1795770651630793,0.3965949031249852
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,2,read_log,0.0005907115276987,0.17530011625416622,5.881686993845224e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,3,write_log,0.4024722193908904,0.19725447255761558,0.3609385466277078
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,4,read_log,0.000536756288416,0.17524616101488352,5.2281781133376735e-05
llama-3.3-70b,switch,6,tau_read,A1->A2,author,A1,5,write_log,0.3892803735094861,0.1977846035607635,0.3583031574343827
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,-5,read_log,0.0006986698142037,0.1754080745406712,7.085510965547452e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,-4,write_log,0.5768196884543052,0.38260434746620564,0.7146142555412154
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,-3,read_log,0.0008415828647838,0.17555098759125132,8.633270847408989e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,-2,write_log,0.7421189610273664,0.5568419803460212,0.4142838648351842
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,-1,read_log,0.000541804938989,0.17525120966545651,5.5033398577302e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,0,write_log,0.2430762885936645,0.032671842987425787,0.2690717672688086
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,1,write_log,0.370751253670061,0.14292494802295536,0.3186731302161418
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,2,write_log,0.657801453254955,0.45196556732685883,0.5501548310019737
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,3,decrypt,6.462267901750011e-05,0.17547633073174432,5.044810644595357e-06
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,4,write_log,0.175561906258387,-0.028383780719729496,0.1530143892041928
llama-3.3-70b,switch,6,tau_use,A1->A2,receiver,A2,5,read_log,0.0006497914594553,0.1753591961859228,6.7243647187657e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,-5,read_log,0.0004009478742372,0.1751103526007047,3.903953427221218e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,-4,write_log,0.3771021139538563,0.1795770651630793,0.3965949031249852
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,-3,read_log,0.0005907115276987,0.17530011625416622,5.881686993845224e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,-2,write_log,0.4024722193908904,0.19725447255761558,0.3609385466277078
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,-1,read_log,0.000536756288416,0.17524616101488352,5.2281781133376735e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,0,write_log,0.3892803735094861,0.1977846035607635,0.3583031574343827
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,1,read_log,0.0005189678427994,0.1752283725692669,5.107794456528895e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,2,write_log,0.7474806126585721,0.541644726730476,0.9587976097457964
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,3,read_log,0.0006131138188016,0.17532251854526912,6.0708600370533374e-05
llama-3.3-70b,switch,6,tau_use,A1->A2,author,A1,5,read_log,0.000421908930565,0.17513131365703252,4.196315536097619e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,-5,write_log,0.2797327915872186,0.10071394518528881,0.0983013621454353
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,-4,read_log,0.0003731892739288,0.1750825940003963,3.61159053107072e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,-3,write_log,0.5202937785562657,0.33389569123330703,0.3749039557528176
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,-2,read_log,0.0004856640825136,0.1751950688089811,4.867027142911336e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,-1,write_log,0.3030273820794044,0.11060001591439139,0.4548202311723878
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,0,read_log,0.0004009478742372,0.1751103526007047,3.903953427221218e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,1,write_log,0.3771021139538563,0.1795770651630793,0.3965949031249852
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,2,read_log,0.0005907115276987,0.17530011625416622,5.881686993845224e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,3,write_log,0.4024722193908904,0.19725447255761558,0.3609385466277078
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,4,read_log,0.000536756288416,0.17524616101488352,5.2281781133376735e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,receiver,A1,5,write_log,0.3892803735094861,0.1977846035607635,0.3583031574343827
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,-5,write_log,0.4057646640809546,0.22539585560005032,0.3796308918912702
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,-4,read_log,0.0004248945076582,0.1751342992341257,4.093129094676324e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,-3,write_log,0.688763647421301,0.5252875760336422,0.4554590518275297
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,-2,read_log,0.0008476448356908,0.1755570495621583,8.616073632021505e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,-1,write_log,0.3213270405130009,0.14230819411107115,0.5821481759183641
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,0,read_log,0.0006986698142037,0.1754080745406712,7.085510965547452e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,1,write_log,0.5768196884543052,0.38260434746620564,0.7146142555412154
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,2,read_log,0.0008415828647838,0.17555098759125132,8.633270847408989e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,3,write_log,0.7421189610273664,0.5568419803460212,0.4142838648351842
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,4,read_log,0.000541804938989,0.17525120966545651,5.5033398577302e-05
llama-3.3-70b,switch,6,tau_read,A2->A1,author,A2,5,write_log,0.2430762885936645,0.032671842987425787,0.2690717672688086
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,-5,read_log,0.0006131138188016,0.17532251854526912,6.0708600370533374e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,-3,read_log,0.000421908930565,0.17513131365703252,4.196315536097619e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,-2,write_log,0.6358889885312257,0.43608238144518385,0.8346835111919173
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,-1,read_log,0.000999317895405,0.1757087226218725,0.0001026699896132
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,0,write_log,0.1910981498629864,-0.021373811357827954,0.1472701065414843
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,1,read_log,0.0007836834989738,0.1754930882254413,7.70461701768966e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,2,read_log,0.0014346540394851,0.1761440587659526,0.0001626864133487
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,3,read_log,0.0010710602090433,0.1757804649355108,0.0001181472420312
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,4,write_log,0.4340223991562429,0.2705463277685841,0.2637943983754916
llama-3.3-70b,switch,6,tau_use,A2->A1,receiver,A1,5,read_log,0.0008967918198449,0.1756061965463124,9.30396119782207e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,-5,decrypt,6.462267901750011e-05,0.17547633073174432,5.044810644595357e-06
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,-4,write_log,0.175561906258387,-0.028383780719729496,0.1530143892041928
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,-3,read_log,0.0006497914594553,0.1753591961859228,6.7243647187657e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,-2,write_log,0.2573881164289051,0.052800283473811604,0.1728854800708455
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,-1,read_log,0.00045823085408,0.17516763558054751,4.385490941128025e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,1,read_log,0.000533911488643,0.17524331621511052,5.382956725770819e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,3,decrypt,0.0001945947480897,0.17560630280081652,1.5306318563861483e-05
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,4,write_log,0.187981210353874,0.006315393334080377,0.080205214248835
llama-3.3-70b,switch,6,tau_use,A2->A1,author,A2,5,read_log,0.0005248400565657,0.1752342447830332,5.193782632863908e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,-5,write_log,0.3748857594175606,0.17364112234771967,0.279788029164214
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,-4,read_log,0.0004817345088589,0.17519113923532642,4.6778525251550274e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,-3,write_log,0.6893239956358735,0.4794572769785321,0.5561801985848449
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,-2,read_log,0.0005042503551338,0.1752136550816013,4.901422098535703e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,-1,write_log,0.4361057308317499,0.24655578554623542,0.5357818448163041
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,0,read_log,0.0006018286723465,0.17531123339881402,6.0708600370533374e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,1,write_log,0.6834353409382738,0.4662979840148744,0.6052682111372379
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,2,read_log,0.0007022905272847,0.17541169525375222,6.87914228150005e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,3,write_log,0.4275308835967225,0.21712643799048376,0.3036686016785916
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,4,read_log,0.0005673471806872,0.17527675190715472,5.554932553591449e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,receiver,A2,5,write_log,0.3002797681921734,0.06317702458309732,0.2491191640971344
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,-5,write_log,0.400759737758601,0.21784586776580472,0.2134035441598498
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,-4,read_log,0.000528557748437,0.1752379624749045,5.159387152390143e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,-3,write_log,0.4364154507929073,0.25474963377311366,0.5041486382866676
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,-2,read_log,0.0006548980442664,0.17536430277073392,6.741562459002584e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,-1,write_log,0.4119743745834956,0.230308557563702,0.3248959468682501
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,0,read_log,0.0005757233646796,0.1752851280911471,5.8644892536083415e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,1,write_log,0.3727342186779495,0.18318427339243498,0.2757255257766411
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,2,read_log,0.0005769608098961,0.17528636553636362,5.62372298968958e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,3,write_log,0.7676835373463967,0.5643927129301927,0.9846246406792238
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,4,read_log,0.000659023928395,0.17536842865486252,6.621180376741999e-05
llama-3.3-70b,switch,7,tau_read,A1->A2,author,A1,5,read_log,0.0009454642399294,0.1756548689663969,0.000111440453994
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,-5,read_log,0.0005042503551338,0.1752136550816013,4.901422098535703e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,-4,write_log,0.4361057308317499,0.24655578554623542,0.5357818448163041
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,-3,read_log,0.0006018286723465,0.17531123339881402,6.0708600370533374e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,-2,write_log,0.6834353409382738,0.4662979840148744,0.6052682111372379
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,-1,read_log,0.0007022905272847,0.17541169525375222,6.87914228150005e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,0,write_log,0.4275308835967225,0.21712643799048376,0.3036686016785916
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,1,read_log,0.0005673471806872,0.17527675190715472,5.554932553591449e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,2,write_log,0.3002797681921734,0.06317702458309732,0.2491191640971344
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,3,read_log,0.0005396802236582,0.1752490849501257,5.348561245297054e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,receiver,A2,4,submit,0.1096868582429286,0.08753703823722607,0.1553136205792642
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,-5,read_log,0.0006548980442664,0.17536430277073392,6.741562459002584e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,-4,write_log,0.4119743745834956,0.230308557563702,0.3248959468682501
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,-3,read_log,0.0005757233646796,0.1752851280911471,5.8644892536083415e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,-2,write_log,0.3727342186779495,0.18318427339243498,0.2757255257766411
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,-1,read_log,0.0005769608098961,0.17528636553636362,5.62372298968958e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,0,write_log,0.7676835373463967,0.5643927129301927,0.9846246406792238
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,1,read_log,0.000659023928395,0.17536842865486252,6.621180376741999e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,2,read_log,0.0009454642399294,0.1756548689663969,0.000111440453994
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,3,write_log,0.5184548938770208,0.3145092068989043,0.6203362645410756
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,4,read_log,0.0006377672658202,0.17534717199228772,6.346020206897668e-05
llama-3.3-70b,switch,7,tau_use,A1->A2,author,A1,5,read_log,0.0010781850364769,0.1757875897629444,0.0001239941588021
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,-5,write_log,0.400759737758601,0.21784586776580472,0.2134035441598498
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,-4,read_log,0.000528557748437,0.1752379624749045,5.159387152390143e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,-3,write_log,0.4364154507929073,0.25474963377311366,0.5041486382866676
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,-2,read_log,0.0006548980442664,0.17536430277073392,6.741562459002584e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,-1,write_log,0.4119743745834956,0.230308557563702,0.3248959468682501
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,0,read_log,0.0005757233646796,0.1752851280911471,5.8644892536083415e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,1,write_log,0.3727342186779495,0.18318427339243498,0.2757255257766411
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,2,read_log,0.0005769608098961,0.17528636553636362,5.62372298968958e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,3,write_log,0.7676835373463967,0.5643927129301927,0.9846246406792238
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,4,read_log,0.000659023928395,0.17536842865486252,6.621180376741999e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,receiver,A1,5,read_log,0.0009454642399294,0.1756548689663969,0.000111440453994
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,-5,write_log,0.3748857594175606,0.17364112234771967,0.279788029164214
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,-4,read_log,0.0004817345088589,0.17519113923532642,4.6778525251550274e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,-3,write_log,0.6893239956358735,0.4794572769785321,0.5561801985848449
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,-2,read_log,0.0005042503551338,0.1752136550816013,4.901422098535703e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,-1,write_log,0.4361057308317499,0.24655578554623542,0.5357818448163041
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,0,read_log,0.0006018286723465,0.17531123339881402,6.0708600370533374e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,1,write_log,0.6834353409382738,0.4662979840148744,0.6052682111372379
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,2,read_log,0.0007022905272847,0.17541169525375222,6.87914228150005e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,3,write_log,0.4275308835967225,0.21712643799048376,0.3036686016785916
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,4,read_log,0.0005673471806872,0.17527675190715472,5.554932553591449e-05
llama-3.3-70b,switch,7,tau_read,A2->A1,author,A2,5,write_log,0.3002797681921734,0.06317702458309732,0.2491191640971344
llama-3.3-70b,switch,8,tau_read,A1->A2,receiver,A2,-5,write_log,0.2321802584458001,0.03237365135975828,0.1792114291540412
llama-3.3-70b,switch,8,tau_read,A1->A2,receiver,A2,-4,read_log,0.0003794298262176,0.17508883455268512,3.628788271307603e-05
