model,condition,turn,runs_paired,I_minus_shuffled,hard_I_MM,null95_soft,null95_hard,p_perm_soft,p_perm_hard,H_system_bits,H_system_ci_low,H_system_ci_high,sum_H_bits
llama-3.3-70b,placebo,18,16,0.01518769627226435,0.09349443565567175,0.06712853944745834,0.48084334459644884,0.5109780439121756,0.8682634730538922,1.0208792619447309,0.4409170621672674,1.2583458670508307,1.036106259535178
llama-3.3-70b,placebo,19,19,0.007851403992301331,-0.05194293021009774,0.021440348712051915,0.1760038063626026,0.6227544910179641,0.7884231536926147,0.9533325580631664,0.5288712993559673,1.1438566898045246,0.9611981024410156
llama-3.3-70b,placebo,20,18,0.024484326506952758,-0.05983932521587766,0.07139225468773086,0.16051956468862255,0.45109780439121755,0.8363273453093812,1.356053838641726,0.7472043271883876,1.6640397665447977,1.3806327444900472
llama-3.3-70b,placebo,21,18,1.3434024459968441e-05,-0.06714959739469929,1.3497027502762383e-05,0.2643204036209125,0.23552894211576847,1.0,0.8525511832500704,0.5032688024378263,0.9913428316479032,0.8525646651330896
llama-3.3-70b,placebo,22,20,0.00014298971180970454,0.41346320180904117,0.02468376069870306,0.40637772930522686,0.8682634730538922,0.029940119760479042,1.0227695659133498,0.5387846078244369,1.27247495039168,1.0229127744939157
llama-3.3-70b,placebo,23,19,0.0013443631960726732,0.07349308927740064,0.0013443631960726732,0.2992375111150256,0.2714570858283433,0.4351297405189621,0.9524325354692934,0.493451893560487,1.1484566873688054,0.9537814247665404
llama-3.3-70b,placebo,24,20,0.03401168482425665,0.17748685341732176,0.11795362560711561,0.6301036291836102,0.8303393213572854,0.9940119760479041,1.2461192442423636,0.7244419517741324,1.4852444823750175,1.28018915526878
llama-3.3-70b,placebo,25,18,0.12100392885969247,0.41053898394032123,0.12166028464693524,0.4469290968321877,0.2375249500998004,0.10179640718562874,1.3869610827980736,0.919335425154584,1.5534695770724385,1.508277709227715
llama-3.3-70b,placebo,26,19,0.06639202818848555,0.6780230231368694,0.08175623775120917,0.7382991824909038,0.8962075848303394,0.1157684630738523,1.403786788681925,0.915312585266195,1.622249330820711,1.4703304586670989
llama-3.3-70b,placebo,27,19,0.1491074676253732,0.2949757597416882,0.1491047102910763,0.5518486292804385,0.03792415169660679,0.4750499001996008,1.5090488339985832,1.0181668130165051,1.726814264793791,1.6585086453817706
llama-3.3-70b,placebo,28,15,0.16411734911146358,0.486966575418732,0.16631705303315886,0.5583249718797729,0.1996007984031936,0.1497005988023952,1.4203042626798603,0.8778501523509553,1.5875372260577263,1.585076648923634
llama-3.3-70b,placebo,29,15,0.076970009517072,0.726256865972073,0.07697784504578675,0.8187116624995947,0.36327345309381237,0.14770459081836326,1.2733663306258691,0.7225279413574682,1.5063934356299085,1.3506381021890406
llama-3.3-70b,placebo,30,12,0.2437710989712636,0.245459673958909,0.2437710989712636,0.245459673958909,0.13972055888223553,0.13972055888223553,1.384431504340598,0.6500224216483541,1.5545851693377997,1.629891178299507
llama-3.3-70b,switch,1,20,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0
llama-3.3-70b,switch,2,18,3.1896707497480747e-13,0.0,5.128342195348519e-13,0.0,1.0,1.0,0.6991670394454591,0.4492217173072444,0.8631522721667909,0.6991670394457793
llama-3.3-70b,switch,3,20,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0
llama-3.3-70b,switch,4,20,0.0001362205795714111,0.0,0.005070925978025708,0.0,0.7564870259481038,1.0,1.0829150081456205,0.782915626170731,1.333788298106764,1.0830515974976187
llama-3.3-70b,switch,5,17,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0
llama-3.3-70b,switch,6,20,0.00015054610634157584,0.0,0.001825760363549777,0.0,0.7245508982035929,1.0,0.546970867172087,0.3155140024518758,0.7336761796751498,0.547121922721375
llama-3.3-70b,switch,7,19,3.0280510154856444e-08,0.01343850861022522,3.0280510654456805e-08,0.1524781698580544,0.9441117764471058,1.0,0.191225350272534,-0.0,0.4206139821967457,0.19122538059972
llama-3.3-70b,switch,8,20,0.00028105111018414397,0.01656490382234499,0.0005354908609415106,0.32246433313818024,0.1317365269461078,1.0,0.1959303585438835,0.0648695378715776,0.3097157636574384,0.1962127199820109
llama-3.3-70b,switch,9,20,3.276670010636529e-05,0.01656490382234521,0.001313331420799868,0.12414133222412937,0.9500998003992016,1.0,0.0905658812923048,-0.0,0.1751911800168388,0.0905986928948709
llama-3.3-70b,switch,10,17,6.212732246657637e-05,0.017036219310794798,0.00036282810459332406,0.16070475288778252,0.2934131736526946,1.0,0.1355905726272953,0.0595330921367624,0.2056691661440585,0.1356529805588462
llama-3.3-70b,switch,11,19,7.5560546939634765e-06,0.028281928506664902,7.5560546939634765e-06,0.20198666668147136,0.8363273453093812,1.0,0.0565247392840457,1.2635787875760474e-05,0.1411237588931772,0.0565323068420235
llama-3.3-70b,switch,12,18,0.0016199868394034533,0.03825344520958789,0.006874358830066668,0.30497160489945774,0.7944111776447106,1.0,0.5287610949528594,0.0957470149102681,0.883946580361577,0.5303843383377089
llama-3.3-70b,switch,13,19,0.00035519334762357246,0.08080044382769504,0.014970199916911453,0.2637601818596924,0.6207584830339321,0.7704590818363274,0.3475295130460635,0.0077827613883029,0.6894177354075441,0.3478852623459059
llama-3.3-70b,switch,14,20,0.0008358113879760043,0.23488321843244453,0.000835653167924219,0.4883763717345069,0.0499001996007984,0.8023952095808383,0.3293580188100544,0.0285861057514182,0.6600101261447328,0.3302000625285972
llama-3.3-70b,switch,15,15,0.009840448495138987,0.1974065354795065,0.34648458289547185,0.6172364030236599,0.15568862275449102,0.8083832335329342,0.7165413918857844,0.0010550437011979,1.1252908996302733,0.7264772457861361
llama-3.3-70b,switch,16,19,0.02318826675581498,0.4953971687604035,0.158219781093729,0.8024000406789376,0.8323353293413174,0.5409181636726547,1.1385147984888573,0.3285857769394513,1.5787153102708449,1.1617433530748302
llama-3.3-70b,switch,17,16,0.0822826424573373,0.19369956579437012,0.24469707516900982,0.5422058465892339,0.43313373253493015,0.5948103792415169,1.473197490876088,0.9160374250458834,1.6546001163040327,1.5557154125210022
llama-3.3-70b,switch,18,18,0.08703528744586686,0.4651309781637831,0.09746282220128341,0.7001933406510842,0.4111776447105788,0.4031936127744511,1.417069776424207,0.9217807878198242,1.548025868872701,1.5042954393249988
llama-3.3-70b,switch,19,18,0.13382384172803885,0.27569155959616864,0.13398085805970902,0.48488093620072376,0.18962075848303392,0.29141716566866266,1.4896011353930236,0.9990038184808354,1.5813392328097018,1.6237427759497824
llama-3.3-70b,switch,20,17,0.1755045528108723,0.2677603415738445,0.17553766709599605,0.6187285779433156,0.0998003992015968,0.5988023952095808,1.557842159036774,1.1605049955518438,1.5945906266138794,1.7338188953992746
llama-3.3-70b,switch,21,14,0.09478589722863284,0.3120018867361457,0.3086786114919191,0.7546863540970337,0.45109780439121755,0.6487025948103793,1.577439002560356,0.9487599275075036,1.7534127686395178,1.6725830533293191
llama-3.3-70b,switch,22,9,0.14090751923864375,0.8923768427279631,0.14090751927591505,1.0307226758209114,0.4491017964071856,0.14770459081836326,1.3516441160536743,0.5032583347756457,1.5304930585066576,1.4943343955248147
llama-3.3-70b,switch,23,10,0.07456491844177804,0.3478383419775266,0.1437258594517148,0.8199730940219752,1.0,0.8143712574850299,1.3712500892806965,0.7228457874743993,1.5893954866258448,1.4464565059693453
llama-3.3-70b,switch,24,8,0.0007498855665062365,0.5487949406953989,0.07551410226830013,1.0446024429805254,0.9101796407185628,0.5688622754491018,1.3793298071053877,0.8145072824537463,1.5946946620158444,1.3800946790511837
llama-3.3-70b,switch,25,7,0.0,0.7882970003677666,0.0,1.3549341458364825,1.0,0.718562874251497,0.9852281380186824,0.5916727785823275,0.9852281417840464,0.9852281380186824
llama-3.3-70b,switch,26,7,0.011620773398341555,0.4695652111147073,0.013665238709933636,1.3549341458364832,0.24750499001996007,1.0,1.077905952941704,0.6210302392451665,1.1594026265534902,1.0898030343938971
llama-3.3-70b,switch,27,6,0.0,1.246039170434658,0.0,1.2460391704346583,1.0,0.20159680638722555,0.9182958366959196,2.6862679110640294e-09,1.0000000026096172,0.9182958366959196
llama-3.3-70b,switch,28,4,9.579828885025732e-09,0.31127812445913294,1.1183475395748488e-08,0.9916150045702534,0.49700598802395207,1.0,0.0300774750041207,0.0056050108931718,0.0564305024714921,0.0300774863962757
llama-3.3-70b,switch,29,3,3.191891195797325e-16,2.065860847684144,3.191891195797325e-16,2.065860847684144,1.0,1.0,0.005077323458641,-0.0,0.0133354890072932,0.005077323458641
llama-3.3-70b,switch,30,2,0.0,0.0,,,,,-0.0,-0.0,-0.0,-0.0
qwen3-235b,base,1,20,-1.6653345369377348e-16,0.0,0.0,0.0,1.0,1.0,0.1487878999925752,0.1458649548973869,0.1497575704208569,0.1487878999925752
qwen3-235b,base,2,20,0.025463572063311624,-0.008146914770396738,0.16625510616556424,0.1616851385232141,0.8383233532934131,1.0,1.3293059289322031,0.6147352544368447,1.746579773657535,1.354856696288126
qwen3-235b,base,3,20,0.019104950395467668,-0.0233342507573273,0.13486434809045852,0.10394087540056508,0.5948103792415169,1.0,1.4409910857065584,0.8250792448763653,1.7905477067373017,1.4601567335823042
qwen3-235b,base,4,20,0.002983281096757384,0.12597994319617634,0.014290363504138209,0.2719641701233759,0.562874251497006,0.5768463073852296,2.6674401485346726,2.4441042771558483,2.77581954708944,2.6704317712206027
qwen3-235b,base,5,20,0.0954252810988736,0.3672488983973201,0.09675935196605964,0.4067399686974549,0.06187624750499002,0.06986027944111776,2.3335939322613477,1.759539525701912,2.631188305121348,2.4293171029312983
qwen3-235b,base,6,20,0.031264884667651316,0.1504857543317466,0.038259742945786594,0.42827647316080286,0.249500998003992,0.8043912175648703,2.184658514378607,1.7673470034771022,2.397903527788554,2.215987487159258
qwen3-235b,base,7,20,0.01579712908087405,0.07117265143189601,0.06327510651931857,0.1956693597087713,0.3972055888223553,0.6027944111776448,2.064581448921237,1.5300606470989189,2.4149356145826024,2.080434337054541
qwen3-235b,base,8,20,0.009915992325129519,0.1182409403367919,0.021212486204162107,0.2543083163590161,0.3712574850299401,0.4491017964071856,1.8002308324319092,1.30133790626979,2.17824566362292,1.810177714707314
qwen3-235b,base,9,20,0.007678458916465569,0.07931148461214188,0.06779958399249358,0.32246433313818046,0.562874251497006,0.4091816367265469,1.960980523835123,1.4591895206310073,2.280087685014064,1.968683862116226
qwen3-235b,base,10,20,0.013631915429095143,0.012053542053167332,0.026007987724849767,0.3224643331381801,0.3852295409181637,1.0,1.6536469838280696,1.2506115263805402,1.9537536805852167,1.667303131521993
qwen3-235b,base,11,20,0.006328177430503956,0.06839423355087848,0.03622479241158585,0.3448208034503346,0.41916167664670656,1.0,1.7759405634503858,1.421717717830906,2.039923416750788,1.782282354249113
qwen3-235b,base,12,20,0.005430580864984602,0.012053542053167554,0.13866314066074445,0.18639695711595605,0.7584830339321357,1.0,1.631457332766441,1.0650082772594145,2.0028329660249145,1.6369007625524894
qwen3-235b,base,13,20,0.004456127972277013,0.06734183544594986,0.014083853528737799,0.33947658749039866,0.5329341317365269,0.42714570858283435,1.592858962041779,1.1600741596003032,1.9121797443003803,1.5973249167536387
qwen3-235b,base,14,20,0.0020317843653820944,0.034144039029603945,0.01910238765758107,0.19916354029567018,0.8922155688622755,1.0,1.570113818733969,1.0955022176117637,1.8689282117986292,1.5721505735413004
qwen3-235b,base,15,20,0.0010479511785981277,2.220446049250313e-16,0.030489663468885996,2.220446049250313e-16,0.9461077844311377,1.0,1.5192856367496403,1.050206788217455,1.8935745145015737,1.520336325619576
qwen3-235b,base,16,20,0.004765682643034452,0.012053542053167554,0.024837158321214598,0.32246433313818046,0.4311377245508982,1.0,1.5697484973767977,1.0352588272471317,1.985895303099622,1.5745300252434893
qwen3-235b,base,17,20,0.0012956983413829892,0.044113463674601894,0.05342251632434405,0.3400434683454394,0.9560878243512974,1.0,1.5801747084690392,0.9383969785653468,2.0965761143193005,1.581474408714865
qwen3-235b,base,18,20,0.00503542644977184,0.012053542053167554,0.01796111687156636,0.18639695711595605,0.906187624750499,1.0,1.3720380082541346,0.7371157602157443,1.789009104962645,1.3770822944685808
qwen3-235b,base,19,20,0.006514306226504285,0.044113463674601894,0.28282893843084617,0.3400434683454394,0.9201596806387226,1.0,1.6479280831606242,1.0050100260779364,2.065900997996059,1.654453292542851
qwen3-235b,base,20,20,0.008561638265925708,0.0528704966162834,0.2827298804507484,0.5138200025531867,0.6666666666666666,1.0,1.686427147151392,1.027465061674864,2.0920069503037952,1.6950066011836689
qwen3-235b,base,21,20,0.015707799500835007,0.03414403902960417,0.1881488449893146,0.1991635402956704,0.6347305389221557,1.0,1.7419749685375128,1.1878676165312771,2.064406406055081,1.75771250969168
qwen3-235b,base,22,20,0.018251844415445806,0.3593015898645098,0.18935163751067186,0.49655872851805255,0.6027944111776448,0.29141716566866266,1.9649886859663792,1.211593189783969,2.3743377618564163,1.9832872946612028
qwen3-235b,base,23,20,0.024149863709957753,0.01656490382234499,0.15867835025467847,0.14865258200778264,0.46506986027944114,1.0,2.0021157440692656,1.3058139679694911,2.349292565854352,2.026326243209612
qwen3-235b,base,24,20,0.05146992862811839,0.2387579507768809,0.15483521248745305,0.41256970190727826,0.27944111776447106,0.46706586826347307,1.9763494999553508,1.3596999503658522,2.3569231300798825,2.02800285310436
qwen3-235b,base,25,20,0.039504280483007914,0.034144039029603945,0.07668098875787048,0.19916354029567018,0.4411177644710579,0.6966067864271457,2.017110651888476,1.4568188456031632,2.3166233077617986,2.056704832332831
qwen3-235b,base,26,20,0.04852476590930932,0.1894695365708987,0.08370505332678194,0.3632812877012963,0.3772455089820359,0.48902195608782434,2.1263015839872543,1.501068795425699,2.3930795284444644,2.1749510567221577
qwen3-235b,base,27,20,0.03457441520105897,0.06639716704808474,0.06909646733486076,0.19518384245888365,0.45708582834331335,0.7784431137724551,2.029547135630888,1.4622833265875814,2.3345967901505538,2.064190119294885
qwen3-235b,base,28,20,0.03923324746049106,0.18632189648854028,0.1011446648651906,0.6322683996633862,0.6147704590818364,1.0,2.294341952316366,1.742628637817893,2.600863861276718,2.333666286380142
qwen3-235b,base,29,20,0.048149838876101914,0.052870496616283624,0.09123995153684884,0.15047750037307006,0.38323353293413176,0.6906187624750499,2.240658602409311,1.745576930756512,2.488292877070493,2.288903983663848
qwen3-235b,base,30,20,0.06129065915751131,0.16044692501806823,0.12283665553127952,0.35876992593211887,0.3473053892215569,0.3213572854291417,2.380229245914125,1.716854843728282,2.6827764651733603,2.441675914140969
qwen3-235b,placebo,1,20,1.0714602816097596e-09,0.0,1.08485931349378e-09,0.0,0.13572854291417166,1.0,0.1483984019770795,0.1445225375429255,0.1505068862067037,0.1483984030515099
qwen3-235b,placebo,2,19,0.012568570775134846,0.01343850861022522,0.14987270198030145,0.1524781698580544,0.8303393213572854,1.0,1.06438935774223,0.4593939712903929,1.4630552953088765,1.0769798410106133
qwen3-235b,placebo,3,20,0.01497072315103587,0.052870496616283624,0.05833199698554806,0.17498875015672333,0.6107784431137725,0.6666666666666666,1.3203256891769066,0.8427840430393966,1.5985313132626888,1.3353273127352554
qwen3-235b,placebo,4,20,0.0024305037200678115,-0.05216165802247327,0.017724354669376115,0.19774278062473555,0.8562874251497006,0.8263473053892215,2.8021833771101057,2.5981900207211077,2.9123537878187618,2.8046205443680314
qwen3-235b,placebo,5,20,0.018592339140418357,0.1883038002530517,0.029018170739208208,0.22534530385431914,0.13972055888223553,0.12574850299401197,2.3528568309317253,1.918273017727273,2.5639958237833573,2.371502144406908
qwen3-235b,placebo,6,20,0.0006290252917438011,0.1039408754005653,0.011860906476947295,0.1039408754005653,0.9481037924151696,0.10978043912175649,1.7371180279857437,1.3401865257436996,2.027893105569667,1.7377489416242184
qwen3-235b,placebo,7,19,0.02316683625343985,0.3404666816846782,0.015937972143766074,0.027722282262042874,0.01996007984031936,0.031936127744510975,1.9389817111813767,1.5198203204679313,2.208254241829468,1.962228619547677
qwen3-235b,placebo,8,20,0.0011006791791017267,0.011146423671324138,0.009836629952651346,0.17100905231993702,0.8602794411177644,1.0,1.981677945532327,1.7008770456988291,2.2196823235587875,1.982781674745692
qwen3-235b,placebo,9,20,0.004086766185549706,0.24155349102388748,0.012662159283255658,0.44386922270894597,0.6067864271457086,0.3812375249500998,2.848312721638397,2.409802098144812,3.082354100842186,2.85241051849799
qwen3-235b,placebo,10,20,0.24492659331738498,0.4110385765701765,0.2167711400667714,0.5147700509020927,0.031936127744510975,0.18363273453093812,3.2492497029343785,2.5406306853214167,3.432271170519906,3.494992101668537
qwen3-235b,placebo,11,17,0.11376696729164593,0.350696196527789,0.267751578232933,0.9041759058907286,0.5588822355289421,0.9301397205588823,3.7798237850085954,3.1448741230926767,3.8603426079079326,3.893963224724401
qwen3-235b,placebo,12,16,0.22728143402151257,0.3327599985250767,0.3130436818262296,0.8595540652640676,0.08982035928143713,0.8043912175648703,3.357595087913232,2.584617362050892,3.567401111522587,3.5857160556835894
qwen3-235b,placebo,13,15,0.38277949393129695,0.2760742589723293,0.37390725714552286,0.4021479788359804,0.04590818363273453,0.2634730538922156,3.063021173360832,2.331091947472133,3.17061819763554,3.447301251497516
qwen3-235b,placebo,14,14,0.4708563569024209,0.5401479556934363,0.3423454990458007,0.5333713702216939,0.011976047904191617,0.05189620758483034,3.1779619275298194,2.4330690542855464,3.357935980712332,3.6509947515007526
qwen3-235b,placebo,15,12,0.7573105686852686,0.8844315043405979,0.38289347711406496,0.8844315043405984,0.003992015968063872,0.08982035928143713,2.484912245510807,1.54408957892842,2.957511605461476,3.247481495287394
qwen3-235b,placebo,16,10,0.8720684357907285,0.9534256512751407,0.27138966002581144,0.4671199542230633,0.013972055888223553,0.013972055888223553,1.7667356041668465,0.8982647500763803,2.1917437630154266,2.648026503397539
qwen3-235b,placebo,17,10,0.8720684357907285,0.9534256512751407,0.3039434599007175,0.6058021490143459,0.00998003992015968,0.029940119760479042,2.1420536487948727,1.4372091866961123,2.3719999607086426,3.0233445480255656
qwen3-235b,placebo,18,10,0.8720684357907291,0.9534256512751407,0.36902990448858897,0.6058021490143457,0.013972055888223553,0.013972055888223553,1.958549785387824,1.1496920410705744,2.2586728902637776,2.839840684618517
qwen3-235b,placebo,19,7,0.0,0.0,-1.1102230246251565e-16,0.0,1.0,1.0,0.8099608667284899,0.4712616122766896,1.0597254750286886,0.8099608667284899
qwen3-235b,placebo,20,7,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,1.0,1.0,1.606865054198968,1.2374840063342798,1.7458490661870494,1.606865054198968
qwen3-235b,placebo,21,5,0.0,0.0,0.0,0.0,1.0,1.0,1.275759765136026,0.7951587458614975,1.4614686534005674,1.275759765136026
qwen3-235b,placebo,22,2,0.0,0.0,,,,,1.5331610256229995,0.9771221223548,1.6683570417994742,1.5331610256229995
qwen3-235b,placebo,23,1,,0.0,,,,,,,,
qwen3-235b,placebo,24,1,,0.0,,,,,,,,
qwen3-235b,switch,1,20,1.6653345369377348e-16,0.0,4.996003610813204e-16,0.0,1.0,1.0,0.1509530310791049,0.1497575651117021,0.15263318732351,0.1509530310791049
qwen3-235b,switch,2,20,1.2317267966688306e-06,0.0,1.2319413935646395e-06,0.0,0.1656686626746507,1.0,0.7481527808258741,0.1784241640877413,1.0563653710135894,0.7481540161126821
qwen3-235b,switch,3,20,0.009537277720347737,0.03414403902960417,0.027900440076223876,0.1369079154038435,0.7604790419161677,1.0,1.1261265055029508,0.6533145144240918,1.3889399804231402,1.1356825721994863
qwen3-235b,switch,4,20,0.011203852700312211,0.20680747072437633,0.016248243157451037,0.20680747072437633,0.11976047904191617,0.0998003992015968,2.686897952750368,2.5412079771812204,2.749862629465025,2.698132816949005
qwen3-235b,switch,5,20,0.006008720345074714,0.16566483636000084,0.08046410670817644,0.16566483636000084,0.9600798403193613,0.3932135728542914,2.254725825030172,1.5676285483288614,2.65335332320471,2.2607541279200314
qwen3-235b,switch,6,20,0.005970520800941959,0.35973368447435616,0.04278921000489276,0.4697202314853439,0.7145708582834331,0.1996007984031936,2.499565396305369,1.9777626215022317,2.7508520941347347,2.505551439986561
qwen3-235b,switch,7,20,0.013717778721638929,0.07601962394576046,0.03167388976999503,0.39155471788299057,0.5069860279441117,1.0,2.465801592861141,1.9562023065017324,2.70056443804684,2.4795528158684537
qwen3-235b,switch,8,20,0.004817928644230918,0.10138445579973344,0.03700256909253841,0.3153499705093794,0.8323353293413174,0.5169660678642715,2.3440157674990973,1.7885753251645229,2.551086231962095,2.348847007219778
qwen3-235b,switch,9,20,0.026989584259426103,0.020995310429480024,0.10778053782906233,0.42536560005754936,0.6187624750499002,0.9481037924151696,3.0800007164715177,2.552101768913286,3.276339032337664,3.107067716996625
qwen3-235b,switch,10,20,0.05869313740868076,0.09431352480269697,0.12535649750865968,0.39134494826860244,0.592814371257485,0.8802395209580839,3.3544542791828005,2.930363619552959,3.4559723913974896,3.413308218692328
qwen3-235b,switch,11,20,0.22210262812196868,0.4643180456155802,0.2393989476572785,0.48254444444559397,0.09580838323353294,0.08782435129740519,3.4200973152246035,2.8371296765798424,3.555210509802611,3.643143440420213
qwen3-235b,switch,12,16,0.2436563319032703,0.4711096844035727,0.265412494047392,0.7868806541114335,0.09181636726546906,0.5069860279441117,3.1988081949634024,2.272193862728282,3.545522657808238,3.443497507779559
qwen3-235b,switch,13,15,0.4156283384679105,0.6960870573603946,0.4134333225524832,0.684403761907376,0.0499001996007984,0.0499001996007984,2.905890946225889,1.873223081996798,3.1999178338498084,3.3239669201769946
qwen3-235b,switch,14,12,0.33564298049527386,0.5130410865110915,0.408026239057084,0.7398200465481319,0.19560878243512975,0.24550898203592814,2.814041455211168,1.8477118879222532,3.0498370717137337,3.1523546801881084
qwen3-235b,switch,15,10,0.415346025464554,0.44643934467101576,0.43852518086373804,0.44643934467101576,0.07584830339321358,0.1277445109780439,2.417314150052483,1.299142276134877,2.8011615820232056,2.8379716887386937
qwen3-235b,switch,16,10,0.6077723226095233,0.7567796494470393,0.574861658631569,0.7567796494470393,0.043912175648702596,0.08183632734530938,2.4537813912535453,1.2015930585468233,3.0609874485709123,3.0693867820585297
qwen3-235b,switch,17,9,0.3494031797941688,0.5834080592694771,0.3494031797941688,0.5834080592694771,0.059880239520958084,0.20958083832335328,1.961737132790144,0.8011189972414631,2.481894793089402,2.3193520026563217
qwen3-235b,switch,18,8,0.018290943895248102,0.05604762696333099,0.17144949167396106,0.6337328832551568,0.38323353293413176,1.0,1.464511881104692,0.5465920378887414,1.9962109475821437,1.4830668685220814
qwen3-235b,switch,19,8,0.2677256111317563,0.6337328832551566,0.2677256111317563,0.6337328832551566,0.12974051896207583,0.12974051896207583,1.221734202439297,0.4154790096351104,1.7805974709502663,1.49840422062894
qwen3-235b,switch,20,7,0.0,0.0,0.0,0.0,1.0,1.0,1.0205352414503732,0.5188947293960293,1.2647332576880574,1.0205352414503732
qwen3-235b,switch,21,2,0.0,0.0,,,,,0.6161655997985575,0.5896968801581111,0.6407689180544225,0.6161655997985575
qwen3-235b,switch,22,2,0.0,0.0,,,,,0.3813083154571128,0.3517452014617043,0.4060054666724284,0.3813083154571128
qwen3-235b,switch,23,2,0.0,0.0,,,,,0.5307906405395508,0.4378608954262294,0.5830347061202467,0.5307906405395508
qwen3-235b,switch,24,2,0.0,0.0,,,,,0.4083194172935216,0.3850158281448312,0.4293931036550034,0.4083194172935216
qwen3-235b,switch,25,2,0.0,0.0,,,,,0.4543646309693075,0.4143442205673115,0.4894067794963302,0.4543646309693075
qwen3-235b,switch,26,2,0.0,0.0,,,,,0.5740370612731375,0.4442820367558423,0.6855081341428249,0.5740370612731375
qwen3-235b,switch,27,2,0.0,0.0,,,,,0.5707986273084341,0.4932525125605576,0.6437459793639262,0.5707986273084341
qwen3-235b,switch,28,2,0.0,0.0,,,,,0.3756684707756931,0.2997067634812352,0.4306031792098034,0.3756684707756931
qwen3-235b,switch,29,2,0.0,0.0,,,,,0.5582825746686351,0.4665281815634933,0.6177827826683079,0.5582825746686351
qwen3-235b,switch,30,2,0.0,0.0,,,,,0.6650418044878295,0.508833392790638,0.7825951889903653,0.6650418044878295
