model,spec,metric,estimator,n_obs,term,est,se,ci_low,ci_high,p,converged,p_bh_DiD_SP_OLS,sensitivity,p_bh_family_its_DiD_SP
pooled (mean of models),rp10,mean_H_renorm_bits,OLS-CR(seed),7909,level DiD S-B,-0.0627871218354369,0.028111814846428,-0.1216258265220834,-0.0039484171487904,0.0377382397135526,,,primary (s04),
pooled (mean of models),rp10,mean_H_renorm_bits,OLS-CR(seed),7909,level DiD P-B,-0.0039066737977352,0.0293018820769688,-0.0652362178242668,0.0574228702287962,0.895338336108844,,,primary (s04),
pooled (mean of models),rp10,mean_H_renorm_bits,OLS-CR(seed),7909,slope DiD S-P,-0.0002658491320711,0.0065034227653738,-0.0138776694159853,0.0133459711518429,0.9678193917663028,,0.9990274766287004,primary (s04),0.9780069643112113
pooled (mean of models),rp10,mean_H_renorm_bits,OLS-CR(seed),7909,slope DiD S-B,-0.0134388115867974,0.0051895258541249,-0.0243006140304548,-0.00257700914314,0.0179794801035269,,,primary (s04),
pooled (mean of models),rp10,mean_H_renorm_bits,OLS-CR(seed),7909,slope DiD P-B,-0.0131729624547262,0.0036186352504501,-0.0207468530780483,-0.0055990718314041,0.0017411261629807,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,level S,-0.2386582430218109,0.1093534562888402,-0.4675376574670411,-0.0097788285765807,0.0418334407051524,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,level P,-0.0972048632109951,0.0659274094382264,-0.2351925170100285,0.0407827905880382,0.1567452211191065,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,level B,0.0131767399030291,0.0703573065656056,-0.1340827951421631,0.1604362749482215,0.8534240685819274,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD S-P,-0.1414533798108158,0.1154457962152281,-0.383084208269608,0.1001774486479764,0.235442713802383,,0.7149516993463366,primary (s04),0.7943576428781005
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD S-B,-0.2518349829248401,0.0936083945868179,-0.4477596044895945,-0.0559103613600856,0.0144890656058381,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,level DiD P-B,-0.1103816031140243,0.0832014182144193,-0.2845241727976897,0.063760966569641,0.2003403314341416,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope S,-0.0772840720932931,0.0147566253904023,-0.1081700439972976,-0.0463981001892886,4.692856906838836e-05,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope P,-0.0594470770121212,0.0125181534004175,-0.0856478731959684,-0.0332462808282741,0.0001396517972903,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope B,-0.0334604076421308,0.0084121503138814,-0.0510672405983832,-0.0158535746858784,0.0008063650410542,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-P,-0.0178369950811718,0.0206171246782203,-0.0609891329654222,0.0253151428030785,0.3977464578544496,,0.7149516993463366,primary (s04),0.7943576428781005
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-B,-0.0438236644511622,0.0144801053845884,-0.0741308733314732,-0.0135164555708513,0.0069422236292296,,,primary (s04),
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD P-B,-0.0259866693699904,0.013028089520998,-0.053254774120424,0.0012814353804432,0.0606267280613901,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level S,0.0001670751215643,0.0003651401834343,-0.0005971720655947,0.0009313223087235,0.6524546307687283,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level P,8.257005923131329e-06,0.0003049346181152,-0.0006299784848139,0.0006464924966602,0.9786799463419336,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level B,0.0020033969679763,0.0018511497952242,-0.001871104081741,0.0058778980176936,0.2926884815660283,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level DiD S-P,0.0001588181156412,0.0004317687483569,-0.0007448842606117,0.0010625204918941,0.7170646960177278,,0.909912740644455,primary (s04),0.9303613296067381
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level DiD S-B,-0.0018363218464119,0.0017892082371807,-0.0055811777251767,0.0019085340323528,0.3176250077926469,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level DiD P-B,-0.0019951399620531,0.0020679323414763,-0.0063233720956519,0.0023330921715456,0.3467655861704114,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope S,5.68559422985046e-05,0.000115947955021,-0.0001858259166199,0.0002995378012169,0.6294957874201234,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope P,1.8530237818595248e-05,8.56228943106912e-05,-0.0001606805395817,0.0001977410152189,0.8309694705009302,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope B,-8.72157727504254e-05,0.0001499195442948,-0.0004010009851854,0.0002265694396846,0.5675736736174147,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope DiD S-P,3.832570447990935e-05,0.0001297353689392,-0.0002332135434175,0.0003098649523773,0.7708813845817049,,0.9136371965412798,primary (s04),0.9358431898120546
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope DiD S-B,0.0001440717150489,0.000192766325049,-0.0002593928401585,0.0005475362702563,0.4639779650595404,,,primary (s04),
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope DiD P-B,0.000105746010569,0.0001639421947692,-0.0002373889466154,0.0004488809677535,0.5266267745050253,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level S,-0.0496375781037374,0.0402625426743918,-0.1339080484128806,0.0346328922054058,0.2326696418310903,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level P,-0.0005276916862417,0.0419506399480281,-0.0883313901952868,0.0872760068228033,0.9900949220866432,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level B,-0.0849530740665618,0.0401697285373222,-0.1690292821542291,-0.0008768659788944,0.0478829207242587,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level DiD S-P,-0.0491098864174956,0.0562088522034148,-0.1667563661499244,0.0685365933149331,0.3931889084402103,,0.7149516993463366,primary (s04),0.7943576428781005
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level DiD S-B,0.0353154959628243,0.0554038104554691,-0.080646012026351,0.1512770039519998,0.53145812180427,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level DiD P-B,0.08442538238032,0.0650855303099477,-0.0518001981523215,0.2206509629129616,0.2101120411438281,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope S,-0.0298693632313986,0.0073923185990126,-0.0453416638769819,-0.0143970625858152,0.00069834158779,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope P,-0.024286451684729,0.0110553262323598,-0.0474255154183894,-0.0011473879510687,0.0406415763005107,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope B,-0.0179273162445927,0.00719641929949,-0.0329895949440337,-0.0028650375451518,0.022149863109112,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope DiD S-P,-0.0055829115466695,0.0083919141545347,-0.0231473897346404,0.0119815666413013,0.5138715339051795,,0.7149516993463366,primary (s04),0.7968006839545337
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope DiD S-B,-0.0119420469868058,0.0093600645408391,-0.0315328872215965,0.0076487932479848,0.2173858980160967,,,primary (s04),
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope DiD P-B,-0.0063591354401363,0.0115523236513876,-0.0305384267268005,0.0178201558465279,0.588415453993459,,,primary (s04),
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,level DiD S-P,-0.062745425784755,0.0459546636535816,-0.1589296422239446,0.0334387906544345,0.1880836060227767,,0.7149516993463366,primary (s04),0.7943576428781005
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,level DiD S-B,-0.0724265641659916,0.0358073826826273,-0.1473722774461341,0.0025191491141508,0.0574113947868979,,,primary (s04),
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,level DiD P-B,-0.0096811383812365,0.041761810053211,-0.097089611378238,0.0777273346157649,0.8191578242300849,,,primary (s04),
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,slope DiD S-P,-0.0078593702887052,0.0078281250170886,-0.0242438242503873,0.0085250836729767,0.3279986805553188,,0.7149516993463366,primary (s04),0.7943576428781005
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,slope DiD S-B,-0.0186732939196681,0.0058054356478012,-0.0308242103768355,-0.0065223774625007,0.0045427372054934,,,primary (s04),
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,slope DiD P-B,-0.0108139236309628,0.0052745107137688,-0.0218536014301154,0.0002257541681897,0.0543985249852909,,,primary (s04),
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,level S,-0.18229022054968813,0.06658456392851951,-0.3216533145043673,-0.042927126595008996,0.013078227850972894,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,level P,-0.0924021878854275,0.037456276321998556,-0.17079907521593485,-0.01400530055492015,0.023306390409777097,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,level B,0.0022156735797096835,0.04795084848913599,-0.09814660573734026,0.10257795289675962,0.9636273348371764,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,level DiD S-P,-0.08988803266426063,0.07398595728438889,-0.24474242094891221,0.06496635562039096,0.2392744754538873,,,H_lower,0.7943576428781005
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,level DiD S-B,-0.1845058941293978,0.05690626294147721,-0.3036120713123937,-0.06539971694640188,0.004287476917528813,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,level DiD P-B,-0.09461786146513719,0.05148067464977369,-0.20236815184428156,0.013132428914007177,0.0817615196747631,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,slope S,-0.05651215994475833,0.01007004920814984,-0.07758901516649129,-0.035435304723025376,2.06551082557944e-05,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,slope P,-0.04562554995687339,0.006671729366721634,-0.05958964000592408,-0.031661459907822695,1.5845489470874267e-06,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,slope B,-0.02393917445089296,0.005551265966091274,-0.035558107650340176,-0.012320241251445744,0.0003756325553885507,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,slope DiD S-P,-0.010886609987884946,0.011689034238836648,-0.035352039822572366,0.013578819846802474,0.36335544251233326,,,H_lower,0.7943576428781005
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,slope DiD S-B,-0.03257298549386538,0.009611467378303987,-0.05269001791481639,-0.012455953072914368,0.0030803420587500064,,,H_lower,
gpt-4o-mini,main,mean_H_lower_bits,OLS-CR(seed),2947,slope DiD P-B,-0.02168637550598043,0.007439232671056205,-0.03725686843284124,-0.006115882579119618,0.008878256767547747,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,level S,-0.021168312217064503,0.013821585786008464,-0.05009722373724819,0.0077605993031191825,0.14211709759752217,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,level P,-0.030912915864265145,0.017669434221380547,-0.06789546671739997,0.006069634988869685,0.09633737867263029,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,level B,-0.06595529888281869,0.015413430305837307,-0.09821597927388219,-0.03369461849175519,0.0004052419493825295,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,level DiD S-P,0.009744603647200641,0.017191837690485465,-0.026238326178468826,0.045727533472870105,0.577474868046891,,,H_lower,0.7968006839545337
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,level DiD S-B,0.04478698666575419,0.016480729939201553,0.010292422468798156,0.07928155086271022,0.013662055019111304,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,level DiD P-B,0.035042383018553544,0.017161234691842414,-0.0008764939948189901,0.07096126003192607,0.05528790858058887,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,slope S,-0.02088229337703936,0.0026383017373537224,-0.026404322376107934,-0.015360264377970789,1.9632020799947417e-07,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,slope P,-0.024955800915771577,0.002695681462732152,-0.030597927060292546,-0.019313674771250608,1.7960659441797703e-08,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,slope B,-0.019883099752573023,0.0030355164067002284,-0.026236508609347675,-0.01352969089579837,2.8477312077686312e-06,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,slope DiD S-P,0.004073507538732216,0.002220325592459459,-0.000573687334903812,0.008720702412368244,0.08226655894202342,,,H_lower,0.7943576428781005
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,slope DiD S-B,-0.0009991936244663387,0.003372217341768795,-0.008057325637481271,0.006058938388548594,0.770214132148513,,,H_lower,
llama-3.3-70b,main,mean_H_lower_bits,OLS-CR(seed),2977,slope DiD P-B,-0.005072701163198554,0.0030073836737095224,-0.011367227533107413,0.0012218252067103044,0.10800200752546704,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,level S,-0.05947372396619421,0.035235161259486544,-0.1332217640432553,0.014274316110866887,0.10777601886825693,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,level P,-0.019357044482317867,0.0333560146702955,-0.08917198554644279,0.05045789658180705,0.5685205744831506,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,level B,-0.06652940677841483,0.03788153817366003,-0.14581637739387188,0.012757563837042199,0.0951527483868844,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,level DiD S-P,-0.040116679483876344,0.04945862156780232,-0.14363476412316417,0.0634014051554115,0.4273434717734801,,,H_lower,0.7943576428781005
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,level DiD S-B,0.007055682812220625,0.043022323275353457,-0.0829910746796246,0.09710244030406587,0.8714627701990048,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,level DiD P-B,0.04717236229609696,0.054286489821883256,-0.06645056673049651,0.16079529132269044,0.39571768098877336,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,slope S,-0.027991087736236153,0.005698640082331666,-0.039918478505971675,-0.016063696966500632,9.681834659460441e-05,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,slope P,-0.02324798628535646,0.0065194460352577125,-0.03689334365856773,-0.009602628912145188,0.0020621322519616303,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,slope B,-0.016181863417862107,0.00732761296694988,-0.031518733619082445,-0.0008449932166417727,0.03970727917463719,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,slope DiD S-P,-0.004743101450879694,0.006105586241801557,-0.017522240321234776,0.008036037419475388,0.44681395762644244,,,H_lower,0.7943576428781005
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,slope DiD S-B,-0.011809224318374046,0.007751484055191869,-0.028033266903253088,0.004414818266504996,0.14411039537335715,,,H_lower,
qwen3-235b,main,mean_H_lower_bits,OLS-CR(seed),2228,slope DiD P-B,-0.007066122867494352,0.008514584035098324,-0.0248873520662361,0.010755106331247398,0.416909690522793,,,H_lower,
pooled (mean of models),main,mean_H_lower_bits,OLS-CR(seed),8152,level DiD S-P,-0.03974998171855042,0.03298833199309494,-0.10879535409490532,0.029295390657804482,0.24300906142509315,,,H_lower,0.7943576428781005
pooled (mean of models),main,mean_H_lower_bits,OLS-CR(seed),8152,level DiD S-B,-0.04398903912756924,0.022417205939652466,-0.09090879039188667,0.002930712136748184,0.06454367188615467,,,H_lower,
pooled (mean of models),main,mean_H_lower_bits,OLS-CR(seed),8152,level DiD P-B,-0.00423905740901882,0.028214752711645155,-0.06329321352367419,0.05481509870563654,0.8821567253265011,,,H_lower,
pooled (mean of models),main,mean_H_lower_bits,OLS-CR(seed),8152,slope DiD S-P,-0.0038568237232888313,0.005026601115095543,-0.01437762076909943,0.006663973322521767,0.4523435209051055,,,H_lower,0.7943576428781005
pooled (mean of models),main,mean_H_lower_bits,OLS-CR(seed),8152,slope DiD S-B,-0.015197456789100533,0.004069617299566678,-0.023715263689329774,-0.006679649888871292,0.0014051923471637918,,,H_lower,
pooled (mean of models),main,mean_H_lower_bits,OLS-CR(seed),8152,slope DiD P-B,-0.011340633065811703,0.0033007409223644473,-0.01824916321369036,-0.004432102917933047,0.002770728061406122,,,H_lower,
gpt-4o-mini,exposure,mean_H_lower_bits,OLS-CR(seed),2947,level S,-0.05132138561024607,0.02393550872385836,-0.10141898112378153,-0.0012237900967106072,0.04516918759973062,,,H_lower,
gpt-4o-mini,exposure,mean_H_lower_bits,OLS-CR(seed),2947,level P,0.008185479460112062,0.03599526507889477,-0.0671534761948181,0.0835244351150422,0.8225383999144231,,,H_lower,
gpt-4o-mini,exposure,mean_H_lower_bits,OLS-CR(seed),2947,level DiD S-P,-0.059506865070358135,0.04119361598428802,-0.14572609421353155,0.02671236407281529,0.16487005639559915,,,H_lower,0.7943576428781005
gpt-4o-mini,exposure,mean_H_lower_bits,OLS-CR(seed),2947,slope S,-0.008437954016668347,0.004277848824530598,-0.0173915945075332,0.0005156864741965046,0.06328754169158197,,,H_lower,
gpt-4o-mini,exposure,mean_H_lower_bits,OLS-CR(seed),2947,slope P,-0.0020708640704627736,0.004666460283451558,-0.011837877692667899,0.0076961495517423525,0.6622169296106333,,,H_lower,
gpt-4o-mini,exposure,mean_H_lower_bits,OLS-CR(seed),2947,slope DiD S-P,-0.006367089946205573,0.006275244454796741,-0.019501327537387505,0.006767147644976358,0.32302659979695597,,,H_lower,0.7943576428781005
llama-3.3-70b,exposure,mean_H_lower_bits,OLS-CR(seed),2977,level S,-0.02819322839801904,0.011673558282053126,-0.052626266682893566,-0.0037601901131445147,0.025973488067069752,,,H_lower,
llama-3.3-70b,exposure,mean_H_lower_bits,OLS-CR(seed),2977,level P,-0.014460195321722394,0.017246025720080778,-0.05055654199679584,0.02163615135335105,0.4121940660482115,,,H_lower,
llama-3.3-70b,exposure,mean_H_lower_bits,OLS-CR(seed),2977,level DiD S-P,-0.013733033076296645,0.019045058465677254,-0.05359479856257174,0.026128732409978445,0.47963907487410296,,,H_lower,0.7943576428781005
llama-3.3-70b,exposure,mean_H_lower_bits,OLS-CR(seed),2977,slope S,-0.014413506562717279,0.0019399799593799308,-0.01847393128276953,-0.01035308184266503,4.937325252123342e-07,,,H_lower,
llama-3.3-70b,exposure,mean_H_lower_bits,OLS-CR(seed),2977,slope P,-0.014763930377255655,0.0023155110540930934,-0.019610350711720837,-0.009917510042790473,4.077877888854907e-06,,,H_lower,
llama-3.3-70b,exposure,mean_H_lower_bits,OLS-CR(seed),2977,slope DiD S-P,0.00035042381453837673,0.003012094476016874,-0.005953962377915331,0.006654810006992085,0.9086048242180657,,,H_lower,0.9479012474948425
qwen3-235b,exposure,mean_H_lower_bits,OLS-CR(seed),2228,level S,0.009905200240114043,0.034933766015833964,-0.06321201234209795,0.08302241282232603,0.7798276927422596,,,H_lower,
qwen3-235b,exposure,mean_H_lower_bits,OLS-CR(seed),2228,level P,0.01584663841034094,0.035371628700668345,-0.058187031303757214,0.08988030812443909,0.6592167078663456,,,H_lower,
qwen3-235b,exposure,mean_H_lower_bits,OLS-CR(seed),2228,level DiD S-P,-0.005941438170226899,0.05567308519801611,-0.12246654467279777,0.11058366833234398,0.9161298022398218,,,H_lower,0.9479012474948425
qwen3-235b,exposure,mean_H_lower_bits,OLS-CR(seed),2228,slope S,-0.016368878359415983,0.005416430270250919,-0.027705597204076452,-0.005032159514755514,0.007010232618863263,,,H_lower,
qwen3-235b,exposure,mean_H_lower_bits,OLS-CR(seed),2228,slope P,-0.0147816464429395,0.006577886217917675,-0.028549320524202088,-0.0010139723616769125,0.036703655695659504,,,H_lower,
qwen3-235b,exposure,mean_H_lower_bits,OLS-CR(seed),2228,slope DiD S-P,-0.001587231916476483,0.007356475344316088,-0.0169845117677917,0.013810047934838735,0.8314743041979163,,,H_lower,0.9387051983320531
pooled (mean of models),exposure,mean_H_lower_bits,OLS-CR(seed),8152,level DiD S-P,-0.026173537895648455,0.02214167309380385,-0.07251659228582516,0.020169516494528243,0.2517518446549091,,,H_lower,0.7943576428781005
pooled (mean of models),exposure,mean_H_lower_bits,OLS-CR(seed),8152,slope DiD S-P,-0.0025615264481799764,0.0036468951929758036,-0.010194565810984364,0.005071512914624411,0.4909550979100676,,,H_lower,0.7968006839545337
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,level S,-0.1944394095767477,0.07500662331340428,-0.3514300764116459,-0.037448742741849506,0.017876545765882632,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,level P,-0.09240934521745003,0.0417041659914306,-0.1796971678065512,-0.005121522628348862,0.039110975271963284,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,level B,0.01064274866132286,0.0522583459034152,-0.09873522635811505,0.12002072368076078,0.8407873627337419,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,level DiD S-P,-0.10203006435929768,0.08410192114810106,-0.27805740834422404,0.07399727962562869,0.23993179611251778,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,level DiD S-B,-0.20508215823807058,0.06371443903845006,-0.3384380117586784,-0.0717263047174628,0.004519845101265996,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,level DiD P-B,-0.1030520938787729,0.05756895485652231,-0.2235453011806201,0.01744111342307432,0.08939391851817684,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,slope S,-0.06042355249094594,0.011498927612137045,-0.08449108458304867,-0.03635602039884321,4.5152050862961084e-05,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,slope P,-0.047762206921250064,0.007748968376175967,-0.06398098412943565,-0.03154342971306447,6.3543845350652436e-06,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,slope B,-0.02415541962646671,0.006239310663080334,-0.037214446927220104,-0.011096392325713316,0.0010275899118568483,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,slope DiD S-P,-0.012661345569695878,0.013709805406780741,-0.04135629806734506,0.0160336069279533,0.3673142802067296,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,slope DiD S-B,-0.03626813286447923,0.011080945436620747,-0.059460818208912435,-0.013075447520046031,0.004001166522111809,,,clean H_renorm (chosen_in_topk only),
gpt-4o-mini,main,mean_H_renorm_clean,OLS-CR(seed),2947,slope DiD P-B,-0.023606787294783355,0.008506821727029976,-0.04141176979602032,-0.0058018047935463855,0.012061185680067437,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,level S,-0.02139141122269649,0.01388305670716987,-0.05044898285951764,0.00766616041412466,0.13984863804726605,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,level P,-0.031075240068482893,0.01771493446344783,-0.06815302402274595,0.00600254388578016,0.09551472015985588,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,level B,-0.06630181001798871,0.015496649268005263,-0.09873666969865263,-0.033866950337324786,0.00040581384247153675,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,level DiD S-P,0.009683828845786405,0.017245455699162634,-0.026411324761793843,0.04577898245336665,0.581000498716818,,,clean H_renorm (chosen_in_topk only),0.7968006839545337
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,level DiD S-B,0.044910398795292225,0.0166466983235409,0.010068458777642654,0.0797523388129418,0.014255047071170606,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,level DiD P-B,0.03522656994950582,0.017188846565397323,-0.0007500993794044147,0.07120323927841606,0.05448799662316431,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,slope S,-0.02096564576247412,0.0026434698118281167,-0.026498491665732572,-0.015432799859215666,1.9052275400254793e-07,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,slope P,-0.025030617581267033,0.0027052224788203624,-0.030692713301964124,-0.01936852186056994,1.8113592605704166e-08,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,slope B,-0.019935538675761755,0.003056635970971985,-0.026333151288575815,-0.013537926062947694,3.0168775123281965e-06,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,slope DiD S-P,0.0040649718187929125,0.0022379889600632075,-0.000619192908119617,0.008749136545705442,0.08512891055149077,,,clean H_renorm (chosen_in_topk only),0.7943576428781005
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,slope DiD S-B,-0.0010301070867123653,0.003396353837694976,-0.008138757366289922,0.006078543192865192,0.7649588321732842,,,clean H_renorm (chosen_in_topk only),
llama-3.3-70b,main,mean_H_renorm_clean,OLS-CR(seed),2977,slope DiD P-B,-0.005095078905505278,0.003019275995442838,-0.01141449619086473,0.0012243383798541735,0.10785229981841989,,,clean H_renorm (chosen_in_topk only),
qwen3-235b,main,mean_H_renorm_clean,OLS-CR(seed),2228,level S,-0.07304173896397609,0.0356716472049144,-0.14770335462422884,0.0016198766962766675,0.05467768489006807,,,clean H_renorm (chosen_in_topk only),
