model,spec,metric,estimator,n_obs,term,est,se,ci_low,ci_high,p,converged,p_bh_DiD_SP_OLS
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope S,-0.07728407209329315,0.014756625390402348,-0.10817004399729765,-0.04639810018928863,4.692856906838836e-05,,
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope P,-0.05944707701212129,0.012518153400417568,-0.08564787319596842,-0.03324628082827416,0.00013965179729036388,,
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope B,-0.03346040764213086,0.008412150313881496,-0.05106724059838323,-0.015853574685878485,0.0008063650410542232,,
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-P,-0.017836995081171855,0.02061712467822039,-0.06098913296542229,0.02531514280307858,0.3977464578544496,,0.7149516993463366
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD S-B,-0.043823664451162286,0.014480105384588458,-0.0741308733314732,-0.01351645557085137,0.006942223629229602,,
gpt-4o-mini,readdec,mean_H_renorm_bits,OLS-CR(seed),1894,slope DiD P-B,-0.02598666936999043,0.013028089520998007,-0.05325477412042408,0.001281435380443216,0.06062672806139018,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level S,0.00016707512156437302,0.0003651401834343518,-0.0005971720655947876,0.0009313223087235336,0.6524546307687283,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level P,8.257005923131329e-06,0.00030493461811529466,-0.000629978484813992,0.0006464924966602547,0.9786799463419337,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level B,0.0020033969679763186,0.0018511497952242348,-0.00187110408174102,0.005877898017693657,0.29268848156602834,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level DiD S-P,0.0001588181156412417,0.0004317687483569887,-0.0007448842606117036,0.001062520491894187,0.7170646960177278,,0.909912740644455
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level DiD S-B,-0.0018363218464119457,0.0017892082371807358,-0.005581177725176713,0.001908534032352821,0.31762500779264696,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,level DiD P-B,-0.0019951399620531875,0.002067932341476307,-0.006323372095651996,0.0023330921715456203,0.3467655861704114,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope S,5.6855942298504596e-05,0.00011594795502101852,-0.00018582591661993978,0.00029953780121694896,0.6294957874201234,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope P,1.8530237818595248e-05,8.56228943106912e-05,-0.00016068053958174177,0.00019774101521893226,0.8309694705009302,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope B,-8.72157727504254e-05,0.0001499195442948377,-0.00040100098518545263,0.0002265694396846018,0.5675736736174147,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope DiD S-P,3.832570447990935e-05,0.00012973536893926604,-0.000233213543417511,0.0003098649523773297,0.7708813845817049,,0.9136371965412798
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope DiD S-B,0.00014407171504893,0.0001927663250490056,-0.00025939284015852966,0.0005475362702563896,0.4639779650595404,,
llama-3.3-70b,readdec,mean_H_renorm_bits,OLS-CR(seed),1519,slope DiD P-B,0.00010574601056902065,0.0001639421947692321,-0.0002373889466154742,0.0004488809677535155,0.5266267745050253,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level S,-0.04963757810373741,0.040262542674391895,-0.13390804841288068,0.03463289220540587,0.2326696418310903,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level P,-0.0005276916862417529,0.04195063994802817,-0.08833139019528684,0.08727600682280333,0.9900949220866433,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level B,-0.0849530740665618,0.04016972853732225,-0.16902928215422916,-0.0008768659788944422,0.04788292072425872,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level DiD S-P,-0.049109886417495655,0.05620885220341485,-0.1667563661499244,0.0685365933149331,0.3931889084402103,,0.7149516993463366
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level DiD S-B,0.03531549596282439,0.05540381045546914,-0.08064601202635108,0.15127700395199986,0.53145812180427,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,level DiD P-B,0.08442538238032005,0.0650855303099477,-0.051800198152321536,0.22065096291296163,0.21011204114382814,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope S,-0.029869363231398643,0.007392318599012621,-0.04534166387698199,-0.014397062585815298,0.0006983415877900419,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope P,-0.02428645168472908,0.011055326232359846,-0.047425515418389415,-0.0011473879510687443,0.04064157630051071,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope B,-0.017927316244592772,0.007196419299490081,-0.0329895949440337,-0.002865037545151841,0.022149863109112093,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope DiD S-P,-0.005582911546669563,0.008391914154534781,-0.023147389734640426,0.0119815666413013,0.5138715339051795,,0.7149516993463366
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope DiD S-B,-0.011942046986805871,0.009360064540839187,-0.031532887221596556,0.007648793247984811,0.21738589801609673,,
qwen3-235b,readdec,mean_H_renorm_bits,OLS-CR(seed),1750,slope DiD P-B,-0.006359135440136308,0.011552323651387602,-0.030538426726800582,0.017820155846527966,0.588415453993459,,
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,level DiD S-P,-0.06274542578475505,0.04595466365358166,-0.15892964222394468,0.033438790654434586,0.18808360602277677,,0.7149516993463366
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,level DiD S-B,-0.07242656416599164,0.035807382682627335,-0.14737227744613418,0.0025191491141508954,0.05741139478689793,,
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,level DiD P-B,-0.009681138381236569,0.04176181005321107,-0.09708961137823807,0.07772733461576495,0.8191578242300849,,
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,slope DiD S-P,-0.007859370288705286,0.007828125017088667,-0.02424382425038732,0.008525083672976747,0.3279986805553188,,0.7149516993463366
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,slope DiD S-B,-0.018673293919668116,0.005805435647801208,-0.030824210376835526,-0.0065223774625007055,0.004542737205493473,,
pooled (mean of models),readdec,mean_H_renorm_bits,OLS-CR(seed),5163,slope DiD P-B,-0.010813923630962834,0.005274510713768883,-0.021853601430115444,0.00022575416818977623,0.05439852498529098,,
