        model                signal detector  far_target  n_switch_verified      TPR  P_alarm_before_tau_use  FAR_base  FAR_placebo  FAR_base_trunc  FAR_placebo_trunc  lead_use_median  lead_read_median    AUROC  AUROC_h10  AUROC_ci_low  AUROC_ci_high  TPR_split_mean  crit4_alarm_before_use_gt_FAR
   qwen3-235b                     H    cusum        0.10               19.0 0.105263                0.000000      0.20     0.050000            0.00           0.050000             -4.0              -7.5 0.303750   0.346250      0.147469       0.472500        0.116222                          False
   qwen3-235b                     H       ph        0.05               19.0 0.105263                0.000000      0.10     0.050000            0.00           0.000000             -5.5              -9.0 0.303750   0.346250      0.146250       0.470062        0.124000                          False
   qwen3-235b                     H       ph        0.10               19.0 0.105263                0.000000      0.20     0.050000            0.00           0.050000             -4.0              -7.5 0.303750   0.346250      0.146250       0.470062        0.110889                          False
   qwen3-235b                    Hq    cusum        0.05               19.0 0.105263                0.000000      0.10     0.050000            0.00           0.000000             -4.0              -7.5 0.441250   0.493750      0.277500       0.608750        0.104222                          False
   qwen3-235b                    Hq    cusum        0.10               19.0 0.105263                0.000000      0.10     0.150000            0.00           0.050000             -4.0              -7.5 0.441250   0.493750      0.277500       0.608750        0.168000                          False
   qwen3-235b                    Hq       ph        0.05               19.0 0.105263                0.000000      0.10     0.050000            0.00           0.000000             -4.0              -7.5 0.441250   0.493750      0.278687       0.618750        0.096444                          False
   qwen3-235b                    Hq       ph        0.10               19.0 0.105263                0.000000      0.10     0.150000            0.00           0.050000             -4.0              -7.5 0.441250   0.493750      0.278687       0.618750        0.144000                          False
   qwen3-235b                    JS    cusum        0.05               19.0 0.052632                0.052632      0.05     0.050000            0.00           0.050000              1.0              -4.0 0.529412   0.559578      0.353328       0.694466        0.063111                           True
   qwen3-235b                    JS    cusum        0.10               19.0 0.052632                0.052632      0.15     0.100000            0.00           0.100000              3.0              -2.0 0.529412   0.559578      0.353328       0.694466        0.093111                          False
   qwen3-235b                    JS       ph        0.05               19.0 0.052632                0.052632      0.05     0.050000            0.00           0.050000              1.0              -4.0 0.529412   0.559578      0.355506       0.698217        0.075556                           True
   qwen3-235b                    JS       ph        0.10               19.0 0.052632                0.052632      0.15     0.100000            0.00           0.100000              3.0              -2.0 0.529412   0.559578      0.355506       0.698217        0.091111                          False
   qwen3-235b                     S    cusum        0.05               19.0 0.052632                0.000000      0.10     0.050000            0.05           0.000000              0.0              -4.0 0.421250   0.511250      0.261094       0.595000        0.050222                          False
   qwen3-235b                     S    cusum        0.10               19.0 0.052632                0.052632      0.10     0.100000            0.05           0.000000              1.0              -3.0 0.421250   0.511250      0.261094       0.595000        0.073778                          False
   qwen3-235b                     S       ph        0.05               19.0 0.052632                0.000000      0.10     0.050000            0.05           0.000000              0.0              -4.0 0.421250   0.511250      0.248719       0.591281        0.061333                          False
   qwen3-235b                     S       ph        0.10               19.0 0.052632                0.052632      0.10     0.100000            0.05           0.000000              1.0              -3.0 0.421250   0.511250      0.248719       0.591281        0.058889                          False
  gpt-4o-mini oracle_channel_read+0   oracle        0.00               20.0 1.000000                1.000000      0.00     0.000000             NaN                NaN              1.0               0.0 1.000000        NaN           NaN            NaN             NaN                           True
  gpt-4o-mini oracle_channel_read+1   oracle        0.00               20.0 1.000000                0.350000      0.00     0.000000             NaN                NaN              0.0              -1.0 1.000000        NaN           NaN            NaN             NaN                           True
llama-3.3-70b oracle_channel_read+0   oracle        0.00               20.0 1.000000                1.000000      0.00     0.000000             NaN                NaN              3.0               0.0 1.000000        NaN           NaN            NaN             NaN                           True
llama-3.3-70b oracle_channel_read+1   oracle        0.00               20.0 1.000000                0.600000      0.00     0.000000             NaN                NaN              2.0              -1.0 1.000000        NaN           NaN            NaN             NaN                           True
   qwen3-235b oracle_channel_read+0   oracle        0.00               19.0 1.000000                1.000000      0.00     0.000000             NaN                NaN              2.0               0.0 1.000000        NaN           NaN            NaN             NaN                           True
   qwen3-235b oracle_channel_read+1   oracle        0.00               19.0 1.000000                0.578947      0.00     0.000000             NaN                NaN              1.0              -1.0 1.000000        NaN           NaN            NaN             NaN                           True
figures written
exit 0
