model,condition,turn,variant,n_pairs,H1,H2,sum_H,I,H_system,I_null_mean,I_null_95,I_excess,p_perm
gpt-4o-mini,base,6,active_only,20,1.055423190848301,1.3410755582374831,2.396498749085784,0.038797622020781845,2.357701127065002,0.05946850546766504,0.1601337997192443,-0.02067088344688319,0.6013986013986014
gpt-4o-mini,base,7,all_states,20,1.1858778656878661,1.4733107596219273,2.6591886253097936,0.010519076789448314,2.648669548520345,0.08263580966902218,0.16996787681485287,-0.07211673287957386,0.98001998001998
gpt-4o-mini,base,7,active_only,20,1.1858778656878661,1.4733107596219273,2.6591886253097936,0.010519076789448314,2.648669548520345,0.08318719813465938,0.17453520487864113,-0.07266812134521107,0.98001998001998
gpt-4o-mini,base,8,all_states,20,1.3683043453491277,1.4711206150599057,2.8394249604090334,0.10402169609209048,2.735403264316943,0.0737123983112711,0.17489928644811287,0.03030929778081938,0.19880119880119881
gpt-4o-mini,base,8,active_only,20,1.3683043453491277,1.4711206150599057,2.8394249604090334,0.10402169609209048,2.735403264316943,0.07228081260345993,0.1701382408125074,0.03174088348863055,0.2037962037962038
gpt-4o-mini,base,9,all_states,20,1.4045353280115112,1.4826288541024384,2.8871641821139495,0.2250132333489729,2.662150948764977,0.07081671648779482,0.15712834586236502,0.15419651686117808,0.003996003996003996
gpt-4o-mini,base,9,active_only,20,1.4045353280115112,1.4826288541024384,2.8871641821139495,0.2250132333489729,2.662150948764977,0.06956131414597264,0.1523368143816718,0.15545191920300028,0.005994005994005994
gpt-4o-mini,base,10,all_states,20,1.2699087351841514,1.262132917542482,2.532041652726633,0.019461472034840294,2.512580180691793,0.05259035923718858,0.1358064875842749,-0.03312888720234829,0.8121878121878122
gpt-4o-mini,base,10,active_only,20,1.2699087351841514,1.262132917542482,2.532041652726633,0.019461472034840294,2.512580180691793,0.05571159196320061,0.15624875335033409,-0.036250119928360316,0.7962037962037962
gpt-4o-mini,base,11,all_states,20,1.3493225014969252,1.1147954056438376,2.464117907140763,0.019670364318530982,2.444447542822232,0.05483935068182716,0.1465369480465311,-0.03516898636329618,0.7582417582417582
gpt-4o-mini,base,11,active_only,20,1.3493225014969252,1.1147954056438376,2.464117907140763,0.019670364318530982,2.444447542822232,0.05284952777948469,0.14450256155269284,-0.03317916346095371,0.7542457542457542
gpt-4o-mini,base,12,all_states,20,1.195456545370426,1.406048542066844,2.6015050874372703,0.0993672148547139,2.5021378725825563,0.07240205227854707,0.15786220058827502,0.026965162576166837,0.21678321678321677
gpt-4o-mini,base,12,active_only,20,1.195456545370426,1.406048542066844,2.6015050874372703,0.0993672148547139,2.5021378725825563,0.0729041761619158,0.15231445232858218,0.026463038692798105,0.19480519480519481
gpt-4o-mini,base,13,all_states,20,1.0654137328945854,1.416237498825993,2.481651231720578,0.03337181177330141,2.448279419947277,0.05843317686636902,0.16848856217208374,-0.02506136509306761,0.6363636363636364
gpt-4o-mini,base,13,active_only,20,1.0654137328945854,1.416237498825993,2.481651231720578,0.03337181177330141,2.448279419947277,0.057804792286828936,0.16982770932540353,-0.024432980513527526,0.6263736263736264
gpt-4o-mini,base,14,all_states,20,1.3379818057844666,1.3682677765083215,2.706249582292788,0.09315774127529307,2.613091841017495,0.08641315645649654,0.19341926711492025,0.0067445848187965285,0.34665334665334663
gpt-4o-mini,base,14,active_only,20,1.3379818057844666,1.3682677765083215,2.706249582292788,0.09315774127529307,2.613091841017495,0.08326789562478808,0.20379227067633407,0.009889845650504991,0.32967032967032966
gpt-4o-mini,base,15,all_states,20,1.387258389498817,1.357170938243277,2.744429327742094,0.01305693571349284,2.7313723920286015,0.07876640314118728,0.1949288012748602,-0.06570946742769444,0.97002997002997
gpt-4o-mini,base,15,active_only,20,1.387258389498817,1.357170938243277,2.744429327742094,0.01305693571349284,2.7313723920286015,0.07672132962177397,0.17028665459021478,-0.06366439390828113,0.975024975024975
gpt-4o-mini,base,16,all_states,20,1.4047875357628368,1.3842985327979933,2.78908606856083,0.1082581084763722,2.680827960084458,0.07915374364112196,0.17906692495398377,0.029104364835250238,0.2787212787212787
gpt-4o-mini,base,16,active_only,20,1.4047875357628368,1.3842985327979933,2.78908606856083,0.1082581084763722,2.680827960084458,0.07651816506274013,0.17900106587815529,0.031739943413632066,0.23676323676323677
gpt-4o-mini,base,17,all_states,20,1.4610823190497046,1.4372824729838165,2.8983647920335214,0.09611707329403567,2.8022477187394856,0.06627865085220595,0.1517144891435805,0.029838422441829715,0.2137862137862138
gpt-4o-mini,base,17,active_only,20,1.4610823190497046,1.4372824729838165,2.8983647920335214,0.09611707329403567,2.8022477187394856,0.0643010219867557,0.16173563568857427,0.03181605130727996,0.18081918081918083
gpt-4o-mini,base,18,all_states,20,1.4316737963391952,1.3260245796159806,2.757698375955176,0.06057676801607631,2.6971216079390996,0.06863214900037322,0.1523822698300651,-0.008055380984296909,0.5024975024975025
gpt-4o-mini,base,18,active_only,20,1.4316737963391952,1.3260245796159806,2.757698375955176,0.06057676801607631,2.6971216079390996,0.07069411901760256,0.16523734720479544,-0.010117351001526248,0.5054945054945055
gpt-4o-mini,base,19,all_states,20,1.4999813680984173,1.3444052921399805,2.844386660238398,0.11397550177548489,2.7304111584629127,0.09125074250466801,0.21925292851489023,0.02272475927081688,0.2907092907092907
gpt-4o-mini,base,19,active_only,20,1.4999813680984173,1.3444052921399805,2.844386660238398,0.11397550177548489,2.7304111584629127,0.08880244363817688,0.21369274432853527,0.02517305813730801,0.26373626373626374
gpt-4o-mini,base,20,all_states,20,1.439825134494141,1.0429713397057652,2.4827964741999065,0.18132872063102037,2.301467753568886,0.06301047851098382,0.1608285386676025,0.11831824212003655,0.022977022977022976
gpt-4o-mini,base,20,active_only,20,1.439825134494141,1.0429713397057652,2.4827964741999065,0.18132872063102037,2.301467753568886,0.0659148276394327,0.16169989990758563,0.11541389299158768,0.025974025974025976
gpt-4o-mini,base,21,all_states,20,1.3830876987488114,1.3452399522134852,2.7283276509622967,0.07987961449606786,2.648448036466229,0.07125308151649666,0.16466387594344548,0.008626532979571194,0.3336663336663337
gpt-4o-mini,base,21,active_only,20,1.3830876987488114,1.3452399522134852,2.7283276509622967,0.07987961449606786,2.648448036466229,0.07341909366307996,0.17496478471345508,0.006460520832987898,0.34665334665334663
gpt-4o-mini,base,22,all_states,20,1.3889723538552006,1.433926780989171,2.8228991348443717,0.053106972211999205,2.7697921626323727,0.10756341891761484,0.25360647772421446,-0.054456446705615634,0.7572427572427572
gpt-4o-mini,base,22,active_only,20,1.3889723538552006,1.433926780989171,2.8228991348443717,0.053106972211999205,2.7697921626323727,0.10536996838822273,0.24190566968006688,-0.05226299617622352,0.7462537462537463
gpt-4o-mini,base,23,all_states,20,1.5540134656127127,1.2618488017049012,2.815862267317614,0.03890785733932468,2.776954409978289,0.08336894020183203,0.20250359957527406,-0.04446108286250735,0.7962037962037962
gpt-4o-mini,base,23,active_only,20,1.5540134656127127,1.2618488017049012,2.815862267317614,0.03890785733932468,2.776954409978289,0.0859219005210187,0.2013105698360368,-0.04701404318169402,0.8291708291708292
gpt-4o-mini,base,24,all_states,20,1.530886530058321,1.096273143316546,2.6271596733748668,0.09110634318360426,2.5360533301912627,0.053775301059209656,0.12755482025790954,0.03733104212439461,0.15184815184815184
gpt-4o-mini,base,24,active_only,20,1.530886530058321,1.096273143316546,2.6271596733748668,0.09110634318360426,2.5360533301912627,0.05449979586601559,0.13480240686711834,0.036606547317588674,0.15684315684315683
gpt-4o-mini,base,25,all_states,20,1.541995405203509,1.3098936326715347,2.8518890378750434,0.09614455535403148,2.755744482521012,0.08086107882643949,0.1999260250020664,0.015283476527591988,0.2867132867132867
gpt-4o-mini,base,25,active_only,20,1.541995405203509,1.3098936326715347,2.8518890378750434,0.09614455535403148,2.755744482521012,0.08318651647848886,0.19679121159341684,0.012958038875542616,0.3146853146853147
gpt-4o-mini,base,26,all_states,20,1.569991329981486,1.300957381968018,2.870948711949504,0.08663887748798225,2.784309834461522,0.06063460346754109,0.13481456680615642,0.026004274020441163,0.22477522477522477
gpt-4o-mini,base,26,active_only,20,1.569991329981486,1.300957381968018,2.870948711949504,0.08663887748798225,2.784309834461522,0.06158947407865979,0.14044140213959258,0.025049403409322463,0.2137862137862138
gpt-4o-mini,base,27,all_states,20,1.4687367294307208,1.4704560869724401,2.939192816403161,0.024624518599161493,2.9145682978039993,0.08647244922005688,0.1910054678276805,-0.061847930620895386,0.9010989010989011
gpt-4o-mini,base,27,active_only,20,1.4687367294307208,1.4704560869724401,2.939192816403161,0.024624518599161493,2.9145682978039993,0.08523859779268428,0.1776933948007223,-0.06061407919352278,0.9280719280719281
gpt-4o-mini,base,28,all_states,20,1.5118786458510514,1.2490580729282736,2.760936718779325,0.05894237458774298,2.701994344191582,0.04824137331093452,0.11585565839392219,0.01070100127680846,0.2817182817182817
gpt-4o-mini,base,28,active_only,20,1.5118786458510514,1.2490580729282736,2.760936718779325,0.05894237458774298,2.701994344191582,0.05049104620982473,0.12002065781393774,0.008451328377918246,0.3166833166833167
gpt-4o-mini,base,29,all_states,20,1.1962014900718607,1.2153116762261897,2.4115131662980502,0.03069935327598733,2.380813813022063,0.03677331753010996,0.09267640754074101,-0.006073964254122634,0.3996003996003996
gpt-4o-mini,base,29,active_only,20,1.1962014900718607,1.2153116762261897,2.4115131662980502,0.03069935327598733,2.380813813022063,0.03932680631226323,0.10936447672747908,-0.0086274530362759,0.4255744255744256
