model,condition,turn,runs_present,runs_paired,H1_bits,H2_bits,sum_H_bits,I_bits,H_system_bits,I_ci_low,I_ci_high,H_system_ci_low,H_system_ci_high,I_shuffled_bits,I_minus_shuffled_bits,hard_H1_bits,hard_H2_bits,hard_I_bits,hard_I_miller_madow_bits,hard_H_system_bits,p1_READ,p1_WRITE,p1_DECRYPT,p1_SUBMIT,p1_OTHER,p1_DONE,p2_READ,p2_WRITE,p2_DECRYPT,p2_SUBMIT,p2_OTHER,p2_DONE,tokH_A1_mean,tokH_A1_ci_low,tokH_A1_ci_high,tokS_A1_mean,tokH_A1_n,tokH_A2_mean,tokH_A2_ci_low,tokH_A2_ci_high,tokS_A2_mean,tokH_A2_n,tokH_sum_mean,tokH_sum_ci_low,tokH_sum_ci_high
gpt-4o-mini,base,1,20,20,0.00024037381024758585,0.0024689567605733933,0.0027093305708209793,1.956013666895456e-13,0.002709330570625378,1.2945938123678948e-13,1.2129390516267775e-11,0.0023004966062273717,0.0030927428618361895,3.8288330780993075e-16,1.9521848338173568e-13,-0.0,-0.0,0.0,0.0,-0.0,2.3649350715580523e-06,1.0475998057882265e-05,0.9999869765722492,0.0,1.824946213052646e-07,0.0,0.00013957358863847573,2.8620209581585265e-05,0.9998315079192241,0.0,2.982825557867053e-07,0.0,0.007252997981796934,1.8685666532849708e-05,0.021720605388626812,0.006571812895461368,20,0.00030640062245997687,0.00027815453995396107,0.0003372669547431871,2.98673868421976e-05,20,0.007559398604256912,0.000308970779185664,0.022043348660418502
gpt-4o-mini,base,2,20,20,0.03790144415090786,0.0002161142162078102,0.038117558367115674,5.621291282551369e-11,0.03811755831090276,2.3671059009984792e-11,1.1747633764580632e-08,0.00996075668908454,0.07166103379642284,1.5797191225563422e-13,5.605494091325805e-11,-0.0,-0.0,0.0,0.0,-0.0,0.003922689176169761,0.9960196609059914,5.757408660113531e-05,1.1133342917302484e-08,6.469789477964677e-08,0.0,1.2082166398232497e-05,0.9999878672081957,0.0,0.0,5.062540607892535e-08,0.0,0.3096462054525995,0.281691289501846,0.3350119245553143,0.18662396323607822,20,0.15521564126522555,0.1295964613917922,0.18176913574886042,0.08536370081634105,20,0.46486184671782504,0.4258784724327574,0.5014169619623643
gpt-4o-mini,base,3,20,20,0.8204081940882427,0.9537313714617867,1.7741395655500294,0.013712407309390343,1.760427158240639,0.0012689584991465352,0.04926987546235461,1.2282883824904751,2.006711760312079,3.6473635001585807e-05,0.013675933674388756,0.8812908992306927,0.7475846798245739,0.11223330095961417,0.07616592493739009,1.5166422780956526,0.2554969008270607,3.327234656186133e-05,0.744469631514878,7.669048326126585e-09,1.8764245103620338e-07,0.0,0.1450111160247275,0.07195305279904643,0.7830201707001343,1.2102958669890985e-05,3.557517421873907e-06,0.0,0.43813788955501476,0.19223308568613612,0.7696525879862969,0.29047593237226005,20,0.23175516385856143,0.13650046298295718,0.3481646158798012,0.16164561372630798,20,0.6698930534135762,0.37378457000641024,1.009659234805422
gpt-4o-mini,base,4,20,20,0.6699165057085318,1.4501564557381792,2.120072961446711,0.02892060474370961,2.0911523567030015,0.0004640534371673757,0.19687021713657604,1.583825170813849,2.3872323080743683,7.727685257465487e-05,0.028843327891134956,0.6098403047164004,0.9709505944546686,0.03703894475056712,0.0009715687283430377,1.543751954420502,0.01375112452060362,0.13387116827950074,0.8523734090355861,2.1862244642754803e-06,2.1119398453690913e-06,0.0,0.1486618997433234,0.4741240639894073,0.37719540172945304,1.1017308621697318e-05,7.617229194486706e-06,0.0,0.24933968790468125,0.1625702953614459,0.34189924120238213,0.1440287395055482,20,0.22084388337274288,0.14199302055049132,0.31282226519886974,0.1454123155302044,20,0.4701835712774241,0.3557120293814243,0.5701529954855419
gpt-4o-mini,base,5,20,20,1.1307662434772303,1.307249580132926,2.438015823610156,0.051712828738387825,2.3863029948717682,0.014254961067485975,0.2692026878935561,1.5553967550149435,2.635575765356226,0.00014531057639606453,0.05156751816199176,1.1411535278793057,1.3366664819166874,0.23637393863047126,0.2003065626082472,2.2414460711655217,0.04684511487547198,0.6518774627738108,0.30127662145814976,4.421857265729946e-07,3.587068410261951e-07,0.0,0.09260787296181816,0.5725130512923069,0.3348697692566082,6.995318638866317e-06,2.311170627793867e-06,0.0,0.28127353481108,0.23028623040922097,0.32628544912690904,0.17640198250837807,20,0.23368947996389716,0.15901344629891306,0.31613513907012597,0.1395060884837323,20,0.5149630147749771,0.42561638223953474,0.6025763043553288
gpt-4o-mini,base,6,20,20,1.5206833240538855,1.476232017607021,2.9969153416609062,0.06920110327477146,2.9277142383861348,0.020742186680668975,0.26597307168594153,2.468040123406197,2.9802141888063867,0.00018558112643821353,0.06901552214833324,1.5,1.4060075793123286,0.1023058832549803,-0.005896244811691959,2.8037016960573484,0.27144783918323045,0.2512694742117793,0.4772818665734448,5.543856265207036e-07,2.656459188854422e-07,0.0,0.17463797153296073,0.34056873565337054,0.48472935900731856,5.996467957018332e-05,3.969126779967347e-06,0.0,0.34803420012021197,0.14716125658774204,0.6783735555318187,0.2558215996732097,20,0.23855067858099158,0.15339670518971052,0.32684835559351877,0.1558261542824053,20,0.5865848787012036,0.3510160144039814,0.9690123291426326
gpt-4o-mini,base,7,20,20,1.4107810488686752,1.3115269791549515,2.722308028023627,0.0958251984698116,2.626482829553815,0.021638987526475,0.3414733965673621,2.052551193177202,2.78532637988141,0.00025322473032747344,0.09557197373948413,1.4387586809150081,1.360964047443681,0.3358576064078352,0.26372285436338705,2.4638651219508536,0.25705512940583114,0.17697946422573393,0.56596257128001,1.8165979642015514e-06,1.0184904607223817e-06,0.0,0.08706484485889053,0.5507796928222163,0.3621364582347899,1.49514732445178e-05,4.052610858783213e-06,0.0,0.2298751086041273,0.16442517960438136,0.2926993333633633,0.11705748096102464,20,0.28031606300702916,0.18567561074378522,0.3768954048350871,0.22063132947926445,20,0.5101911716111565,0.38093878674520565,0.6296551305209773
gpt-4o-mini,base,8,20,20,1.4110720915419463,1.522399802196517,2.9334718937384636,0.11320830480850873,2.8202635889299548,0.04753689212862831,0.31786902181022963,2.3464895607912903,2.9113906759331063,0.0002774533823896005,0.11293085142611912,1.360964047443681,1.5128876215181604,0.227412324290826,0.15527757224637784,2.6464393446710157,0.12513312762890014,0.38899733389392727,0.48586857559891683,3.621745774306653e-07,6.007036783768986e-07,0.0,0.21032589416641181,0.4462360282188101,0.34341957977656457,1.5419557887778833e-05,3.078280325797226e-06,0.0,0.2666478766568343,0.20843357390347378,0.3294196951558621,0.1489446065576653,20,0.2873659095484409,0.21117987739990152,0.3749444431468052,0.15282113730218436,20,0.5540137862052752,0.4656039975021928,0.6515597835160025
gpt-4o-mini,base,9,20,20,1.2662357399756132,1.4350033723470044,2.7012391123226176,0.10872007389889517,2.592519038423722,0.034831838687624087,0.2633759180556734,2.148070128045072,2.744153986796268,0.00027108208656038545,0.10844899181233478,1.3527241956246545,1.5,0.32451124978365314,0.252376497739205,2.5282129458410014,0.10992154511908876,0.2530085031429557,0.6370682225054562,9.818644712346343e-07,7.473680281025616e-07,0.0,0.18743199820161788,0.2633388995810762,0.5491981902023655,2.5756171766517414e-05,5.1558431739913035e-06,0.0,0.29611089144181746,0.23725494211436896,0.34930807545889686,0.19521107619884762,20,0.2530421960220176,0.1706770424361194,0.3482937454918152,0.24875610188593547,20,0.5491530874638351,0.43243060966911023,0.6634798028706096
gpt-4o-mini,base,10,20,20,1.2537397706207571,1.3069138307588828,2.5606536013796397,0.06255616219960665,2.4980974391800332,0.008770706261554094,0.2841937706018692,1.8793012470636359,2.6696418571825444,0.0001694930039128865,0.062386669195693766,1.1883763717345073,1.2344977967946407,0.12741232429082597,0.09134494826860189,2.2954618442383223,0.07342382839538429,0.33554275360475316,0.5910296855971559,2.8698881996136215e-06,8.625145071369745e-07,0.0,0.07313375259504505,0.4599665714193969,0.46669683039434035,0.0002008643230439247,1.981268173799667e-06,0.0,0.3916525954545648,0.21854398541753087,0.6924479880889736,0.2555442112886168,20,0.1984775287320158,0.14335135653506753,0.26163486909094774,0.10546082386215257,20,0.5901301241865806,0.4000721373163969,0.8936122965667204
