model,condition,turn,runs_present,runs_paired,H1_bits,H2_bits,sum_H_bits,I_bits,H_system_bits,I_ci_low,I_ci_high,H_system_ci_low,H_system_ci_high,I_shuffled_bits,I_minus_shuffled_bits,hard_H1_bits,hard_H2_bits,hard_I_bits,hard_I_miller_madow_bits,hard_H_system_bits,p1_READ,p1_WRITE,p1_DECRYPT,p1_SUBMIT,p1_OTHER,p1_DONE,p2_READ,p2_WRITE,p2_DECRYPT,p2_SUBMIT,p2_OTHER,p2_DONE,tokH_A1_mean,tokH_A1_ci_low,tokH_A1_ci_high,tokS_A1_mean,tokH_A1_n,tokH_A2_mean,tokH_A2_ci_low,tokH_A2_ci_high,tokS_A2_mean,tokH_A2_n,tokH_sum_mean,tokH_sum_ci_low,tokH_sum_ci_high
gpt-4o-mini,base,1,20,20,0.0002176830446173176,0.0023863117493199337,0.002603994793937251,5.237316847118255e-13,0.0026039947934135194,2.4282149314412905e-13,1.3677224118292054e-11,0.0022989374746050966,0.002883074121361563,1.6479865007029126e-15,5.220836982111225e-13,-0.0,-0.0,0.0,0.0,-0.0,2.6799556917709635e-06,8.770217408637446e-06,0.9999883726551252,0.0,1.771717743370103e-07,0.0,0.00013684865363518465,2.5511206399330522e-05,0.9998373664447527,0.0,2.736952126859998e-07,0.0,1.8400105239091516e-05,1.6316257183479673e-05,2.0353118435552618e-05,1.3722541527595593e-06,20,0.0002954605123976447,0.00027627860989601984,0.0003125509378538164,2.8605432687687584e-05,20,0.00031386061763673625,0.0002936172433831872,0.00033182490614995123
gpt-4o-mini,base,2,20,20,0.008531226404705279,0.00015477190862672713,0.008685998313332007,5.4946402014513985e-12,0.008685998307837367,9.351932391445337e-14,1.194494340414727e-10,0.006453728828223841,0.0112197592266181,1.501666169271633e-14,5.479623539758682e-12,-0.0,-0.0,0.0,0.0,-0.0,0.0007159547104507816,0.9992832007972472,8.050823876627413e-07,5.726947448902488e-09,3.368296679584891e-08,0.0,8.390797029410298e-06,0.9999915637345949,0.0,0.0,4.546837578583671e-08,0.0,0.3286992048507307,0.3166689739384926,0.34003840406363867,0.16893334300212492,20,0.09976357864864967,0.0986542280591918,0.1009403760108029,0.044465934200465324,20,0.42846278349938033,0.4170336793805066,0.43950909424327794
gpt-4o-mini,base,3,20,20,0.7630829034239979,0.2695767637200503,1.0326596671440482,8.108866273593898e-06,1.0326515582777747,4.238968241689021e-06,0.0010086390055576155,0.650347964686261,1.2163990429549938,2.2212830544502233e-08,8.086653443049395e-06,0.7219280948873623,-0.0,0.0,0.0,0.7219280948873623,0.22153781584139925,6.121176227743925e-06,0.778455863001838,3.867246109017268e-09,1.9611328892067446e-07,0.0,0.021881758369036677,0.01588838250751439,0.9621989957684726,2.6910075803248052e-05,3.95327917314443e-06,0.0,0.2420195355059978,0.1939468753077084,0.2932673471117517,0.08410569490292409,20,0.11468318662406957,0.10447263641373956,0.12463004112023038,0.030717790207670972,20,0.3567027221300674,0.3025620234328638,0.4114957485724705
gpt-4o-mini,base,4,20,20,0.3209202062422898,1.405206775269374,1.7261269815116638,0.006522987991725306,1.7196039935199385,2.3701951299021015e-05,0.023220107942390177,1.4474048502417611,2.0072431052697413,2.095293358512413e-05,0.006502035058140182,0.28639695711595625,-0.0,0.0,0.0,0.28639695711595625,0.006076264109431888,0.045688714034589455,0.9482320179384004,1.454261129192885e-06,1.5496564490049368e-06,0.0,0.22789730555456536,0.1957371459374347,0.5763522079479344,5.318312114150127e-07,1.2808728854142838e-05,0.0,0.16412184225672438,0.10407959927625332,0.2259726070350519,0.0813770261059665,20,0.24116679735546898,0.19571272067039736,0.2894125349953711,0.12890337599926502,20,0.40528863961219336,0.33388308771300684,0.4831086408188502
gpt-4o-mini,base,5,20,20,0.8483350374958231,0.00015914692630092625,0.848494184422124,2.724905014697038e-07,0.8484939119316225,2.2168154703570327e-09,1.0542615365356944e-06,0.3098086041712196,1.207414621622319,1.0427519960350578e-09,2.714477494736687e-07,0.8841837197791889,-0.0,0.0,0.0,0.8841837197791889,0.030266016657283325,0.7983101136488194,0.1714233890776903,2.6590932376096467e-07,2.1470688321378737e-07,0.0,8.696594749027896e-06,0.9999912888119489,0.0,3.5439584928751797e-12,1.4589758188258659e-08,0.0,0.29093956333206467,0.2650979852920976,0.32034669397758664,0.15037427832291383,20,0.15405984423245958,0.13339536271809788,0.17480976710430693,0.07450671758079996,20,0.4449994075645243,0.4165318688623126,0.4819247648329411
gpt-4o-mini,base,6,20,20,1.4306413264814564,1.1129167338592618,2.543558060340718,0.04401116840402801,2.4995468919366903,0.011864059864422093,0.13741300391867622,1.9249072783856243,2.6972684081585045,0.00010828901169319886,0.04390287939233481,1.4060075793123286,0.7219280948873623,0.11924070463684878,0.0831733286146247,2.0086949695628418,0.3309769188036674,0.15058685427972135,0.5184357287642596,1.5116747009301378e-07,3.4698488155249473e-07,0.0,0.1805196667946865,0.09750391645566814,0.721958950763341,1.39615221674532e-05,3.5044641369652123e-06,0.0,0.23607693320658454,0.18593239991927007,0.28022667964639353,0.10191173311813294,20,0.24804552037502822,0.16417000134593987,0.34575402553573564,0.1305579094042358,20,0.48412245358161277,0.39451086299040955,0.5712347507083702
gpt-4o-mini,base,7,20,20,0.4623680197924971,1.417341581005713,1.8797096007982101,0.007230379418803966,1.8724792213794061,0.00017122453241995514,0.046253658531873514,1.5693821498479825,2.131858772136869,1.931643073132877e-05,0.007211062988072637,0.28639695711595625,0.8812908992306927,0.026534328467343302,0.026534328467343302,1.1411535278793057,0.014351392985432431,0.06717977049065788,0.9184646294654021,2.689022333046196e-06,1.518036174615495e-06,0.0,0.12558922905024134,0.4093596083560901,0.46503525276999136,8.453439954665782e-06,7.456383722498487e-06,0.0,0.285709844599184,0.22454114617707077,0.33788748446108563,0.12951261233382905,20,0.19710955078842618,0.17127200079936383,0.21578845779409303,0.0963806392467852,20,0.48281939538761015,0.42538029490038776,0.5375580392475785
gpt-4o-mini,base,8,20,20,1.1549094206104866,1.0552396662840808,2.2101490868945675,0.10451424684025529,2.105634840054312,0.005882329012991585,0.3879201260393387,1.499412903916971,2.3116094646428578,0.0002671414619443795,0.1042471053783109,0.9927744539878083,1.076297625725199,0.12263273504199174,0.08656535901976765,1.9464393446710153,0.028929500721106234,0.5272999387293141,0.44376892007971624,8.502707725972366e-07,7.90199090821327e-07,0.0,0.047416609835285714,0.7100261057201134,0.24254520070812843,1.0795780162874376e-05,1.2879563095613419e-06,0.0,0.35096580974858205,0.32330403178747597,0.37523652684026015,0.17261619898581898,20,0.17152180201022044,0.12779765201856821,0.22231883573911437,0.08242622101984143,20,0.5224876117588025,0.478591235878018,0.5710972176169469
gpt-4o-mini,base,9,20,20,1.3602903173714636,0.9917430207855529,2.3520333381570167,0.025837778973898953,2.326195559183118,0.004510301685969141,0.13927441814899916,1.7875716670981505,2.5607431170931254,7.007942133761244e-05,0.025767699552561342,1.4577174691301482,0.7475846798245739,0.19660717939188008,0.19660717939188008,2.0086949695628418,0.09965931246872653,0.40034694268493853,0.49999345165571646,5.0371967562020094e-08,2.428186509481028e-07,0.0,0.12427940788190665,0.1003369810591864,0.7753563220166055,2.1561721843775975e-05,5.727320457597056e-06,0.0,0.3017533089419004,0.26507615073074375,0.3423093624382657,0.1437025055533067,20,0.16428841769247995,0.09206896689683423,0.2564911516675565,0.08645347484276182,20,0.46604172663438037,0.3817701504981818,0.5695360018751451
gpt-4o-mini,base,10,20,20,0.9421276773119043,1.2676495201041194,2.209777197416024,0.12810816306648257,2.081669034349541,0.011651537862398852,0.30882563277957376,1.6062308680903452,2.2403065256541455,0.0003162521144002095,0.12779191095208237,0.8841837197791889,1.0,0.23645279766002797,0.23645279766002797,1.647730922119161,0.16216999318925904,0.057588869969010505,0.7802393433139189,1.0462931971393844e-06,7.472346144640807e-07,0.0,0.06246888377898313,0.5182110963998562,0.4192889226760001,2.7221995252236153e-05,3.875149908356659e-06,0.0,0.28480264108024117,0.21955882037780933,0.3609628864180178,0.12401430400899756,20,0.20090259512352346,0.14935406500041457,0.2576800116067754,0.1009309005705979,20,0.4857052362037646,0.390705362764827,0.5938843071270946
