model,condition,turn,variant,n_pairs,H1,H2,sum_H,I,H_system,I_null_mean,I_null_95,I_excess,p_perm
gpt-4o-mini,switch,13,active_only,16,1.775397980443258,1.89775521314988,3.673153193593138,0.18935876149455852,3.4837944320985796,0.23620508927416595,0.39321358691148506,-0.04684632777960743,0.6763236763236763
gpt-4o-mini,switch,14,all_states,19,1.982564172931889,2.057216232142215,4.039780405074104,0.2837706158958945,3.75600978917821,0.3297404581434214,0.5292770984065847,-0.045969842247526926,0.6473526473526473
gpt-4o-mini,switch,14,active_only,11,1.6775037363958791,1.5906742395255158,3.268177975921395,0.12298779773025803,3.145190178191137,0.1966737693189972,0.37759292483370066,-0.07368597158873916,0.7952047952047953
gpt-4o-mini,switch,15,all_states,18,2.0958897506668497,1.7229160646875152,3.8188058153543647,0.5448255235290721,3.2739802918252927,0.28359422237827664,0.5066340244829816,0.26123130115079546,0.026973026973026972
gpt-4o-mini,switch,15,active_only,8,1.6536210965282003,1.2315235657990555,2.8851446623272556,0.6400195464765699,2.2451251158506857,0.22270655480815674,0.46822277184873146,0.4173129916684132,0.015984015984015984
gpt-4o-mini,switch,16,all_states,18,2.148609190305362,1.7093133695544107,3.857922559859773,0.5717481719124328,3.2861743879473404,0.3189059719737458,0.5184197479844688,0.25284219993868695,0.029970029970029972
gpt-4o-mini,switch,16,active_only,8,1.4391770103559711,1.1079224258186033,2.5470994361745745,0.17453019680366905,2.3725692393709052,0.18335134362610597,0.3677296788548374,-0.008821146822436926,0.5364635364635365
gpt-4o-mini,switch,17,all_states,18,2.2129209675762826,1.7465800008793604,3.959500968455643,0.6133427976767385,3.3461581707789048,0.27845472207635197,0.49248126749026666,0.3348880756003865,0.007992007992007992
gpt-4o-mini,switch,17,active_only,7,1.9062548999797844,1.176039656260983,3.0822945562407673,0.2777314253936444,2.804563130847123,0.2067100153369437,0.463062961183113,0.07102141005670073,0.34265734265734266
gpt-4o-mini,switch,18,all_states,18,2.1084750459371224,1.8685195169815614,3.9769945629186836,0.45732760083886115,3.5196669620798224,0.29083116181638413,0.512741792989055,0.16649643902247702,0.0939060939060939
gpt-4o-mini,switch,18,active_only,5,1.9108115966187058,1.3821506948212012,3.292962291439907,0.272197541188184,3.020764750251723,0.4308324749558018,0.6987092857487394,-0.15863493376761778,0.8081918081918081
gpt-4o-mini,switch,19,all_states,15,1.6720273667929426,1.8565981415019086,3.5286255082948514,0.4308785126213741,3.0977469956734773,0.28799674644013845,0.4942563348805452,0.14288176618123566,0.1068931068931069
gpt-4o-mini,switch,20,all_states,15,1.8265010392929002,1.7274382301906948,3.553939269483595,0.5475375169308899,3.0064017525527054,0.33616879486195034,0.5464934945111509,0.21136872206893959,0.04995004995004995
gpt-4o-mini,placebo,1,all_states,20,0.00022733166184498943,0.0022105423935294215,0.002437874055374411,8.531067869749864e-12,0.002437874046843343,3.0145029881309896e-12,8.395137378320666e-12,5.516564881618874e-12,0.07892107892107893
gpt-4o-mini,placebo,1,active_only,20,0.00022733166184498943,0.0022105423935294215,0.002437874055374411,8.531067869749864e-12,0.002437874046843343,3.143576449243725e-12,9.395284458815168e-12,5.387491420506139e-12,0.08291708291708291
gpt-4o-mini,placebo,2,all_states,20,0.07861715480318383,0.0003194979038514708,0.0789366527070353,8.294700842223937e-11,0.07893665262408829,2.018836006410665e-09,7.3267330143558685e-09,-1.9358889979884255e-09,0.9150849150849151
gpt-4o-mini,placebo,2,active_only,20,0.07861715480318383,0.0003194979038514708,0.0789366527070353,8.294700842223937e-11,0.07893665262408829,2.1239076146169916e-09,8.059979311654253e-09,-2.040960606194752e-09,0.9040959040959041
gpt-4o-mini,placebo,3,all_states,20,0.7419791474416045,0.9800574630210427,1.7220366104626472,0.012451882727101588,1.7095847277355456,0.017373518928396996,0.051955513925685565,-0.0049216362012954075,0.4835164835164835
gpt-4o-mini,placebo,3,active_only,20,0.7419791474416045,0.9800574630210427,1.7220366104626472,0.012451882727101588,1.7095847277355456,0.017566131175962844,0.04958744981796138,-0.0051142484488612555,0.4855144855144855
gpt-4o-mini,placebo,4,all_states,20,0.7395058662189465,1.3434135366037279,2.0829194028226743,3.2428662440188894e-05,2.082886974160234,0.015903812286361996,0.057834357059241934,-0.015871383623921806,0.998001998001998
gpt-4o-mini,placebo,4,active_only,20,0.7395058662189465,1.3434135366037279,2.0829194028226743,3.2428662440188894e-05,2.082886974160234,0.017034742448713537,0.061490420982102466,-0.017002313786273347,0.996003996003996
gpt-4o-mini,placebo,5,all_states,20,1.1949362113997235,1.4690241921026883,2.663960403502412,0.04963978413321643,2.6143206193691952,0.09030362568216858,0.19842300968995966,-0.040663841548952154,0.8011988011988012
gpt-4o-mini,placebo,5,active_only,20,1.1949362113997235,1.4690241921026883,2.663960403502412,0.04963978413321643,2.6143206193691952,0.08951142469132538,0.18955123061529067,-0.03987164055810895,0.8151848151848152
gpt-4o-mini,placebo,6,all_states,20,1.3771008107307268,1.3697025942251393,2.746803404955866,0.09325880683252577,2.6535445981233403,0.10076073132777832,0.21860509252176988,-0.007501924495252554,0.4695304695304695
gpt-4o-mini,placebo,6,active_only,20,1.3771008107307268,1.3697025942251393,2.746803404955866,0.09325880683252577,2.6535445981233403,0.10137319884367185,0.22312036609298466,-0.008114392011146082,0.47052947052947053
gpt-4o-mini,placebo,7,all_states,20,1.1074628077297384,1.3113579091164367,2.418820716846175,0.1537921916960157,2.2650285251501594,0.053981726285792855,0.12908064522247698,0.09981046541022286,0.03296703296703297
gpt-4o-mini,placebo,7,active_only,20,1.1074628077297384,1.3113579091164367,2.418820716846175,0.1537921916960157,2.2650285251501594,0.05431859921076975,0.12346896593679156,0.09947359248524595,0.03296703296703297
gpt-4o-mini,placebo,8,all_states,20,1.3238778880857809,1.175385480446991,2.499263368532772,0.014924058511598157,2.484339310021174,0.040286202329788114,0.10752611744940806,-0.025362143818189957,0.7002997002997003
gpt-4o-mini,placebo,8,active_only,20,1.3238778880857809,1.175385480446991,2.499263368532772,0.014924058511598157,2.484339310021174,0.04065557705187821,0.11543809997606484,-0.02573151854028005,0.7072927072927073
gpt-4o-mini,placebo,9,all_states,20,1.45919417110983,1.18270988547988,2.64190405658971,0.054704209615012545,2.5871998469746975,0.05349609838609849,0.1473774339926185,0.0012081112289140522,0.35664335664335667
gpt-4o-mini,placebo,9,active_only,20,1.45919417110983,1.18270988547988,2.64190405658971,0.054704209615012545,2.5871998469746975,0.05013213455732472,0.14626040875557447,0.004572075057687822,0.3206793206793207
gpt-4o-mini,placebo,10,all_states,20,1.6810882603317014,1.3239208067636639,3.005009067095365,0.06530853277357469,2.9397005343217906,0.09719543480031269,0.1945583318846612,-0.031886902026737995,0.7032967032967034
gpt-4o-mini,placebo,10,active_only,20,1.6810882603317014,1.3239208067636639,3.005009067095365,0.06530853277357469,2.9397005343217906,0.09836607756893773,0.19207929922053682,-0.033057544795363034,0.7072927072927073
gpt-4o-mini,placebo,11,all_states,20,1.608474827416193,1.22761641142194,2.836091238838133,0.05349337540007022,2.782597863438063,0.07661594806424131,0.19447489443523022,-0.023122572664171087,0.6563436563436563
gpt-4o-mini,placebo,11,active_only,18,1.2660880375854577,1.1780113915983932,2.4440994291838507,0.027156821125360518,2.4169426080584904,0.04375394093507295,0.12108556135130016,-0.01659711980971243,0.5614385614385614
gpt-4o-mini,placebo,12,all_states,19,1.6727579879292378,1.4699056270894593,3.142663615018697,0.100454639469246,3.042208975549451,0.1627275142174496,0.29062618903486076,-0.0622728747482036,0.9010989010989011
gpt-4o-mini,placebo,12,active_only,18,1.451690502288279,1.498234952789802,2.949925455078081,0.052709060399060016,2.897216394679021,0.111609812142399,0.2130308404270643,-0.05890075174333898,0.926073926073926
gpt-4o-mini,placebo,13,all_states,19,1.6769709828323347,1.488647661947796,3.165618644780131,0.19479837905451686,2.970820265725614,0.23779028841303923,0.3993708681249406,-0.04299190935852237,0.6423576423576424
gpt-4o-mini,placebo,13,active_only,17,1.4947012955666426,1.1452591298212884,2.639960425387931,0.03998922904405233,2.5999711963438785,0.09668035382254281,0.19357558056329152,-0.056691124778490476,0.939060939060939
gpt-4o-mini,placebo,14,all_states,19,1.6577490998016198,1.6720613847670642,3.329810484568684,0.16097126875423315,3.168839215814451,0.23668318484162437,0.3937615648976439,-0.07571191608739122,0.8521478521478522
gpt-4o-mini,placebo,14,active_only,16,1.3070566739743805,1.4409667051924204,2.748023379166801,0.06443111085129409,2.6835922683155067,0.11918684179241311,0.21770440206683214,-0.05475573094111902,0.8101898101898102
gpt-4o-mini,placebo,15,all_states,19,2.004368586987528,1.7263213752305575,3.7306899622180856,0.1974111779228223,3.533278784295263,0.2655265960869202,0.418844286431622,-0.06811541816409789,0.7772227772227772
gpt-4o-mini,placebo,15,active_only,16,1.7305978683996013,1.4589647579355525,3.189562626335154,0.07468097190687453,3.1148816544282796,0.12260951340850738,0.2359876947694591,-0.04792854150163285,0.7622377622377622
gpt-4o-mini,placebo,16,all_states,19,1.8791975703776014,1.5061381844082442,3.385335754785846,0.22680646739997623,3.1585292873858695,0.2272866927643898,0.39618217562367813,-0.00048022536441358343,0.4565434565434565
gpt-4o-mini,placebo,16,active_only,15,1.4393625150573763,1.264968151468278,2.7043306665256543,0.11586905267800067,2.5884616138476537,0.108148464300085,0.2515855397289726,0.007720588377915671,0.3916083916083916
gpt-4o-mini,placebo,17,all_states,19,2.0368516760365862,1.662012322595713,3.6988639986322993,0.2966909352424255,3.4021730633898737,0.24497996579682915,0.3782476898333509,0.05171096944559636,0.2217782217782218
gpt-4o-mini,placebo,17,active_only,12,1.5385985287111805,1.5244314608413434,3.0630299895525237,0.1205078458802253,2.9425221436722984,0.17337908082514192,0.30672353981537825,-0.05287123494491662,0.7282717282717283
gpt-4o-mini,placebo,18,all_states,19,1.8526602266040673,1.4783624715419714,3.3310226981460387,0.23397475936585693,3.097047938780182,0.22165872338521397,0.3712932343436829,0.012316035980642959,0.36063936063936064
gpt-4o-mini,placebo,18,active_only,11,1.4823916800790125,1.175537261848758,2.6579289419277705,0.21519634680782687,2.4427325951199435,0.15942128002222988,0.39510629543566866,0.05577506678559699,0.19480519480519481
gpt-4o-mini,placebo,19,all_states,19,1.8552209968480085,1.8538442537629203,3.7090652506109287,0.2776506161642148,3.431414634446714,0.2828454551654697,0.4311795369981875,-0.005194839001254892,0.47352647352647353
